model,tenor,horizon,regime,binom_pval,reject_bonferroni,reject_bh,mtc_N
xgboost,1Y,63,ZIRP_late,0.9999999999485272,False,False,150
xgboost,1Y,63,COVID,3.1454813022756527e-29,True,True,150
xgboost,1Y,63,Hiking,0.9995636171010808,False,False,150
xgboost,30Y,63,GFC,0.9999999999982586,False,False,150
xgboost,30Y,63,ZIRP_early,0.9999999185662428,False,False,150
xgboost,30Y,63,ZIRP_late,0.2263493713982911,False,False,150
xgboost,30Y,63,COVID,0.9974574037722616,False,False,150
xgboost,30Y,63,Hiking,1.0,False,False,150
xgboost,5Y,63,GFC,0.9953547035804418,False,False,150
xgboost,5Y,63,ZIRP_early,1.6950919219839753e-08,True,True,150
xgboost,5Y,63,ZIRP_late,0.3529883027262789,False,False,150
xgboost,5Y,63,COVID,0.8427077141680066,False,False,150
xgboost,5Y,63,Hiking,0.9999999999999952,False,False,150
OLS,10Y,126,GFC,3.4261223735863856e-36,True,True,150
OLS,10Y,126,ZIRP_early,0.9999838791190128,False,False,150
OLS,10Y,126,ZIRP_late,0.9184585269615052,False,False,150
OLS,10Y,126,COVID,1.0,False,False,150
OLS,10Y,126,Hiking,1.0,False,False,150
OLS,15Y,126,GFC,5.535787734617583e-09,True,True,150
OLS,15Y,126,ZIRP_early,0.0013738591867937,False,True,150
OLS,15Y,126,ZIRP_late,0.9878973812507852,False,False,150
OLS,15Y,126,COVID,1.0,False,False,150
OLS,15Y,126,Hiking,1.0,False,False,150
OLS,1Y,126,GFC,1.6774089246595262e-42,True,True,150
OLS,1Y,126,ZIRP_early,6.910956975760994e-11,True,True,150
OLS,1Y,126,ZIRP_late,4.953409594878059e-22,True,True,150
OLS,1Y,126,COVID,5.745294224330967e-32,True,True,150
OLS,1Y,126,Hiking,0.9999923766902692,False,False,150
OLS,30Y,126,GFC,4.9979132545168024e-14,True,True,150
OLS,30Y,126,ZIRP_early,6.1412967278498965e-24,True,True,150
OLS,30Y,126,ZIRP_late,0.9854537500814012,False,False,150
OLS,30Y,126,COVID,0.9999998897942366,False,False,150
OLS,30Y,126,Hiking,1.0,False,False,150
OLS,5Y,126,GFC,4.594114999197741e-38,True,True,150
OLS,5Y,126,ZIRP_early,7.465660960595916e-12,True,True,150
OLS,5Y,126,ZIRP_late,0.0067677147329894,False,True,150
OLS,5Y,126,COVID,1.0,False,False,150
OLS,5Y,126,Hiking,0.9999999941826148,False,False,150
OLS,10Y,1,GFC,0.4825136326100942,False,False,150
OLS,10Y,1,ZIRP_early,0.9948625039697908,False,False,150
OLS,10Y,1,ZIRP_late,0.9792863459456238,False,False,150
OLS,10Y,1,COVID,0.125454401287688,False,False,150
OLS,10Y,1,Hiking,0.9767383926254168,False,False,150
OLS,15Y,1,GFC,0.8178062495022166,False,False,150
OLS,15Y,1,ZIRP_early,0.2654472904593739,False,False,150
OLS,15Y,1,ZIRP_late,0.9792863459456238,False,False,150
OLS,15Y,1,COVID,0.4416820124711652,False,False,150
OLS,15Y,1,Hiking,0.997843612324053,False,False,150
OLS,1Y,1,GFC,0.2885526925358792,False,False,150
OLS,1Y,1,ZIRP_early,0.9999348028660509,False,False,150
OLS,1Y,1,ZIRP_late,0.3591151518110292,False,False,150
OLS,1Y,1,COVID,0.0641624305300594,False,False,150
OLS,1Y,1,Hiking,0.8482076467656512,False,False,150
OLS,30Y,1,GFC,0.3361830178581999,False,False,150
OLS,30Y,1,ZIRP_early,0.0653858996796568,False,False,150
OLS,30Y,1,ZIRP_late,0.9992145771565634,False,False,150
OLS,30Y,1,COVID,0.2315944695142664,False,False,150
OLS,30Y,1,Hiking,0.9654404043488668,False,False,150
OLS,5Y,1,GFC,0.8253223176142566,False,False,150
OLS,5Y,1,ZIRP_early,0.8455906900083122,False,False,150
OLS,5Y,1,ZIRP_late,0.9522401379049632,False,False,150
OLS,5Y,1,COVID,0.1177343081579216,False,False,150
OLS,5Y,1,Hiking,0.9277915917878172,False,False,150
OLS,10Y,21,GFC,2.565595878946567e-05,True,True,150
OLS,10Y,21,ZIRP_early,0.9979342646711564,False,False,150
OLS,10Y,21,ZIRP_late,0.8143334041930279,False,False,150
OLS,10Y,21,COVID,0.9858073818194032,False,False,150
OLS,10Y,21,Hiking,0.9999999995801888,False,False,150
OLS,15Y,21,GFC,0.0126473261112423,False,False,150
OLS,15Y,21,ZIRP_early,0.9508606962083904,False,False,150
OLS,15Y,21,ZIRP_late,0.8501427999922055,False,False,150
OLS,15Y,21,COVID,0.9991915517305302,False,False,150
OLS,15Y,21,Hiking,0.9999999442085976,False,False,150
OLS,1Y,21,GFC,0.0542759014938849,False,False,150
OLS,1Y,21,ZIRP_early,0.9748709646536162,False,False,150
OLS,1Y,21,ZIRP_late,3.217428073223523e-05,True,True,150
OLS,1Y,21,COVID,6.370627503339701e-07,True,True,150
OLS,1Y,21,Hiking,0.999999999812396,False,False,150
OLS,30Y,21,GFC,0.0065755785297983,False,True,150
OLS,30Y,21,ZIRP_early,0.3525291350566386,False,False,150
OLS,30Y,21,ZIRP_late,0.928721691118294,False,False,150
OLS,30Y,21,COVID,0.9779120487454388,False,False,150
OLS,30Y,21,Hiking,0.9999994432318554,False,False,150
OLS,5Y,21,GFC,0.0140380130229811,False,False,150
OLS,5Y,21,ZIRP_early,0.9523356486975773,False,False,150
OLS,5Y,21,ZIRP_late,0.1083072654122394,False,False,150
OLS,5Y,21,COVID,0.9999968113134464,False,False,150
OLS,5Y,21,Hiking,0.9999998831185992,False,False,150
OLS,10Y,252,GFC,1.0,False,False,150
OLS,10Y,252,ZIRP_early,2.6928273280447285e-63,True,True,150
OLS,10Y,252,ZIRP_late,5.345544426926515e-22,True,True,150
OLS,10Y,252,COVID,1.0,False,False,150
OLS,10Y,252,Hiking,1.0,False,False,150
OLS,15Y,252,GFC,0.9744941262909164,False,False,150
OLS,15Y,252,ZIRP_early,2.6438003140630923e-11,True,True,150
OLS,15Y,252,ZIRP_late,2.4519200332893096e-11,True,True,150
OLS,15Y,252,COVID,0.0576812264154804,False,False,150
OLS,15Y,252,Hiking,1.0,False,False,150
OLS,1Y,252,GFC,1.1625080475196006e-67,True,True,150
OLS,1Y,252,ZIRP_early,0.7223045605214562,False,False,150
OLS,1Y,252,ZIRP_late,4.064155281720158e-46,True,True,150
OLS,1Y,252,COVID,1.295269452303066e-52,True,True,150
OLS,1Y,252,Hiking,0.0843172692156064,False,False,150
OLS,30Y,252,GFC,0.5300607289763621,False,False,150
OLS,30Y,252,ZIRP_early,6.21505886692069e-05,True,True,150
OLS,30Y,252,ZIRP_late,3.1558720172715083e-24,True,True,150
OLS,30Y,252,COVID,0.5522253778008133,False,False,150
OLS,30Y,252,Hiking,1.0,False,False,150
OLS,5Y,252,GFC,1.0,False,False,150
OLS,5Y,252,ZIRP_early,6.254043392137521e-17,True,True,150
OLS,5Y,252,ZIRP_late,1.843618560933494e-17,True,True,150
OLS,5Y,252,COVID,0.9955088587475374,False,False,150
OLS,5Y,252,Hiking,1.0,False,False,150
OLS,10Y,5,GFC,0.987597022195713,False,False,150
OLS,10Y,5,ZIRP_early,0.976776107568992,False,False,150
OLS,10Y,5,ZIRP_late,0.8940208944856324,False,False,150
OLS,10Y,5,COVID,0.4788114259716266,False,False,150
OLS,10Y,5,Hiking,0.9996214755452758,False,False,150
OLS,15Y,5,GFC,0.9997707288861688,False,False,150
OLS,15Y,5,ZIRP_early,0.9996242514895076,False,False,150
OLS,15Y,5,ZIRP_late,0.9364684086301022,False,False,150
OLS,15Y,5,COVID,0.8447543495906253,False,False,150
OLS,15Y,5,Hiking,0.9993804596497722,False,False,150
OLS,1Y,5,GFC,0.0294963768928477,False,False,150
OLS,1Y,5,ZIRP_early,0.8853174301799316,False,False,150
OLS,1Y,5,ZIRP_late,0.0184967699732073,False,False,150
OLS,1Y,5,COVID,0.1361594584783729,False,False,150
OLS,1Y,5,Hiking,0.0651180608315041,False,False,150
OLS,30Y,5,GFC,0.9994149026480922,False,False,150
OLS,30Y,5,ZIRP_early,0.9970921523155474,False,False,150
OLS,30Y,5,ZIRP_late,0.8760968193860678,False,False,150
OLS,30Y,5,COVID,0.9427450974786644,False,False,150
OLS,30Y,5,Hiking,0.8254443037523895,False,False,150
OLS,5Y,5,GFC,0.6811130788097034,False,False,150
OLS,5Y,5,ZIRP_early,0.9971324419370412,False,False,150
OLS,5Y,5,ZIRP_late,0.8132668493443413,False,False,150
OLS,5Y,5,COVID,0.978721109593459,False,False,150
OLS,5Y,5,Hiking,0.9999967307417597,False,False,150
OLS,10Y,63,GFC,6.86934446389358e-12,True,True,150
OLS,10Y,63,ZIRP_early,0.9999993103590844,False,False,150
OLS,10Y,63,ZIRP_late,0.9710067691708288,False,False,150
OLS,10Y,63,COVID,0.9999999735522804,False,False,150
OLS,10Y,63,Hiking,1.0,False,False,150
OLS,15Y,63,GFC,0.0004303193384205,False,True,150
OLS,15Y,63,ZIRP_early,1.4513788928223634e-12,True,True,150
OLS,15Y,63,ZIRP_late,0.9999899264971857,False,False,150
OLS,15Y,63,COVID,0.9999811274858867,False,False,150
OLS,15Y,63,Hiking,1.0,False,False,150
OLS,1Y,63,GFC,8.330223441421322e-11,True,True,150
OLS,1Y,63,ZIRP_early,0.8322557019568667,False,False,150
OLS,1Y,63,ZIRP_late,3.38767937985648e-10,True,True,150
OLS,1Y,63,COVID,1.1665318775151297e-13,True,True,150
OLS,1Y,63,Hiking,0.999999999964978,False,False,150
OLS,30Y,63,GFC,2.933160576000879e-06,True,True,150
OLS,30Y,63,ZIRP_early,2.240950454188861e-07,True,True,150
OLS,30Y,63,ZIRP_late,0.9999999001806996,False,False,150
OLS,30Y,63,COVID,0.9779120487454388,False,False,150
OLS,30Y,63,Hiking,1.0,False,False,150
OLS,5Y,63,GFC,4.1959205093686395e-21,True,True,150
OLS,5Y,63,ZIRP_early,0.9974610106335204,False,False,150
OLS,5Y,63,ZIRP_late,0.3529883027262789,False,False,150
OLS,5Y,63,COVID,0.9995861295701486,False,False,150
OLS,5Y,63,Hiking,1.0,False,False,150
ElasticNet,10Y,126,GFC,3.4261223735863856e-36,True,True,150
ElasticNet,10Y,126,ZIRP_early,6.914397775510974e-06,True,True,150
ElasticNet,10Y,126,ZIRP_late,1.386616607179794e-05,True,True,150
ElasticNet,10Y,126,COVID,0.9999999987775766,False,False,150
ElasticNet,10Y,126,Hiking,1.0,False,False,150
ElasticNet,15Y,126,GFC,0.9999999997197706,False,False,150
ElasticNet,15Y,126,ZIRP_early,0.9327384759303492,False,False,150
ElasticNet,15Y,126,ZIRP_late,9.98193004022197e-08,True,True,150
ElasticNet,15Y,126,COVID,0.9999811274858867,False,False,150
ElasticNet,15Y,126,Hiking,1.0,False,False,150
ElasticNet,1Y,126,GFC,1.0,False,False,150
ElasticNet,1Y,126,ZIRP_early,1.2889764874096964e-11,True,True,150
ElasticNet,1Y,126,ZIRP_late,1.0,False,False,150
ElasticNet,1Y,126,COVID,0.3661720038066224,False,False,150
ElasticNet,1Y,126,Hiking,0.9999999981821552,False,False,150
ElasticNet,30Y,126,GFC,4.9979132545168024e-14,True,True,150
ElasticNet,30Y,126,ZIRP_early,0.9997888631780402,False,False,150
ElasticNet,30Y,126,ZIRP_late,5.813739518218265e-09,True,True,150
ElasticNet,30Y,126,COVID,0.7297694928892393,False,False,150
ElasticNet,30Y,126,Hiking,1.0,False,False,150
ElasticNet,5Y,126,GFC,5.450681715109127e-44,True,True,150
ElasticNet,5Y,126,ZIRP_early,0.9999999999994986,False,False,150
ElasticNet,5Y,126,ZIRP_late,0.1685728845333956,False,False,150
ElasticNet,5Y,126,COVID,1.0,False,False,150
ElasticNet,5Y,126,Hiking,0.9999999999974856,False,False,150
ElasticNet,10Y,1,GFC,0.5523251070173036,False,False,150
ElasticNet,10Y,1,ZIRP_early,0.2522092428188903,False,False,150
ElasticNet,10Y,1,ZIRP_late,0.7515602293389997,False,False,150
ElasticNet,10Y,1,COVID,0.8536974076402732,False,False,150
ElasticNet,10Y,1,Hiking,0.9364837870618792,False,False,150
ElasticNet,15Y,1,GFC,0.8782508460399275,False,False,150
ElasticNet,15Y,1,ZIRP_early,0.9999647994501896,False,False,150
ElasticNet,15Y,1,ZIRP_late,0.8411512057692504,False,False,150
ElasticNet,15Y,1,COVID,0.6700797282467248,False,False,150
ElasticNet,15Y,1,Hiking,0.9973406459995208,False,False,150
ElasticNet,1Y,1,GFC,0.943008351775506,False,False,150
ElasticNet,1Y,1,ZIRP_early,0.4447598352086719,False,False,150
ElasticNet,1Y,1,ZIRP_late,0.9999063138481084,False,False,150
ElasticNet,1Y,1,COVID,0.9999686372031203,False,False,150
ElasticNet,1Y,1,Hiking,0.9607286490537246,False,False,150
ElasticNet,30Y,1,GFC,0.9622144195293888,False,False,150
ElasticNet,30Y,1,ZIRP_early,0.3759259505573057,False,False,150
ElasticNet,30Y,1,ZIRP_late,0.799348255487893,False,False,150
ElasticNet,30Y,1,COVID,0.7046945608370062,False,False,150
ElasticNet,30Y,1,Hiking,0.99475047594657,False,False,150
ElasticNet,5Y,1,GFC,0.987427218689098,False,False,150
ElasticNet,5Y,1,ZIRP_early,0.8903371626383344,False,False,150
ElasticNet,5Y,1,ZIRP_late,0.9995770020345937,False,False,150
ElasticNet,5Y,1,COVID,0.913440331142218,False,False,150
ElasticNet,5Y,1,Hiking,0.5000000000000008,False,False,150
ElasticNet,10Y,21,GFC,4.952280103969267e-08,True,True,150
ElasticNet,10Y,21,ZIRP_early,5.251953885244645e-05,True,True,150
ElasticNet,10Y,21,ZIRP_late,0.1189748955225075,False,False,150
ElasticNet,10Y,21,COVID,0.3183085795937596,False,False,150
ElasticNet,10Y,21,Hiking,0.9999999998682336,False,False,150
ElasticNet,15Y,21,GFC,0.0004214260609053,False,True,150
ElasticNet,15Y,21,ZIRP_early,0.9886242202379688,False,False,150
ElasticNet,15Y,21,ZIRP_late,0.2263493713982911,False,False,150
ElasticNet,15Y,21,COVID,0.853017524827341,False,False,150
ElasticNet,15Y,21,Hiking,0.9999999716038244,False,False,150
ElasticNet,1Y,21,GFC,0.0002624312242468,True,True,150
ElasticNet,1Y,21,ZIRP_early,0.0019195886891541,False,True,150
ElasticNet,1Y,21,ZIRP_late,0.9999966405230032,False,False,150
ElasticNet,1Y,21,COVID,0.9999999746867,False,False,150
ElasticNet,1Y,21,Hiking,0.995899761039386,False,False,150
ElasticNet,30Y,21,GFC,2.1836805570925405e-05,True,True,150
ElasticNet,30Y,21,ZIRP_early,0.2640697185828667,False,False,150
ElasticNet,30Y,21,ZIRP_late,0.4857384132370147,False,False,150
ElasticNet,30Y,21,COVID,0.7297694928892393,False,False,150
ElasticNet,30Y,21,Hiking,0.9999999895474018,False,False,150
ElasticNet,5Y,21,GFC,2.099081116576884e-09,True,True,150
ElasticNet,5Y,21,ZIRP_early,0.000376212727529,False,True,150
ElasticNet,5Y,21,ZIRP_late,0.9802935850632164,False,False,150
ElasticNet,5Y,21,COVID,0.9999999495915192,False,False,150
ElasticNet,5Y,21,Hiking,0.999690245035932,False,False,150
ElasticNet,10Y,252,GFC,1.0,False,False,150
ElasticNet,10Y,252,ZIRP_early,2.7147764133931943e-32,True,True,150
ElasticNet,10Y,252,ZIRP_late,0.000257516571901,True,True,150
ElasticNet,10Y,252,COVID,1.0,False,False,150
ElasticNet,10Y,252,Hiking,1.0,False,False,150
ElasticNet,15Y,252,GFC,0.9882123594457082,False,False,150
ElasticNet,15Y,252,ZIRP_early,2.4131586990287868e-33,True,True,150
ElasticNet,15Y,252,ZIRP_late,0.5709452287145894,False,False,150
ElasticNet,15Y,252,COVID,0.9999999845203018,False,False,150
ElasticNet,15Y,252,Hiking,1.0,False,False,150
ElasticNet,1Y,252,GFC,1.0,False,False,150
ElasticNet,1Y,252,ZIRP_early,1.757402661462916e-53,True,True,150
ElasticNet,1Y,252,ZIRP_late,1.0,False,False,150
ElasticNet,1Y,252,COVID,1.0,False,False,150
ElasticNet,1Y,252,Hiking,0.1064811690993855,False,False,150
ElasticNet,30Y,252,GFC,0.5599511422078159,False,False,150
ElasticNet,30Y,252,ZIRP_early,1.154532171947019e-28,True,True,150
ElasticNet,30Y,252,ZIRP_late,0.5142615867629853,False,False,150
ElasticNet,30Y,252,COVID,1.0,False,False,150
ElasticNet,30Y,252,Hiking,1.0,False,False,150
ElasticNet,5Y,252,GFC,1.0,False,False,150
ElasticNet,5Y,252,ZIRP_early,1.4473242652147804e-32,True,True,150
ElasticNet,5Y,252,ZIRP_late,1.3213122584395052e-21,True,True,150
ElasticNet,5Y,252,COVID,0.596660716004416,False,False,150
ElasticNet,5Y,252,Hiking,1.0,False,False,150
ElasticNet,10Y,5,GFC,0.99601859339739,False,False,150
ElasticNet,10Y,5,ZIRP_early,0.1968200933442872,False,False,150
ElasticNet,10Y,5,ZIRP_late,0.5551369333231975,False,False,150
ElasticNet,10Y,5,COVID,0.7551721483364444,False,False,150
ElasticNet,10Y,5,Hiking,0.999997722800051,False,False,150
ElasticNet,15Y,5,GFC,0.0107473377803,False,True,150
ElasticNet,15Y,5,ZIRP_early,0.0745781710996326,False,False,150
ElasticNet,15Y,5,ZIRP_late,0.2739677790313593,False,False,150
ElasticNet,15Y,5,COVID,0.4108661036104376,False,False,150
ElasticNet,15Y,5,Hiking,0.999801428148628,False,False,150
ElasticNet,1Y,5,GFC,0.8471821647089208,False,False,150
ElasticNet,1Y,5,ZIRP_early,0.7125489275089889,False,False,150
ElasticNet,1Y,5,ZIRP_late,0.9997504612163084,False,False,150
ElasticNet,1Y,5,COVID,0.9972364827498243,False,False,150
ElasticNet,1Y,5,Hiking,0.7017648079099619,False,False,150
ElasticNet,30Y,5,GFC,0.9998018880441826,False,False,150
ElasticNet,30Y,5,ZIRP_early,0.1460356246235326,False,False,150
ElasticNet,30Y,5,ZIRP_late,0.7839992673269822,False,False,150
ElasticNet,30Y,5,COVID,0.4108661036104376,False,False,150
ElasticNet,30Y,5,Hiking,0.9988415177872316,False,False,150
ElasticNet,5Y,5,GFC,0.0031247824249323,False,True,150
ElasticNet,5Y,5,ZIRP_early,0.2084713678683393,False,False,150
ElasticNet,5Y,5,ZIRP_late,0.7667406967323049,False,False,150
ElasticNet,5Y,5,COVID,0.967948914092967,False,False,150
ElasticNet,5Y,5,Hiking,0.9999989138066536,False,False,150
ElasticNet,10Y,63,GFC,0.0025349008960991,False,True,150
ElasticNet,10Y,63,ZIRP_early,5.807025858060459e-06,True,True,150
ElasticNet,10Y,63,ZIRP_late,0.000196597873592,True,True,150
ElasticNet,10Y,63,COVID,0.999991876316326,False,False,150
ElasticNet,10Y,63,Hiking,1.0,False,False,150
ElasticNet,15Y,63,GFC,8.525240929475528e-07,True,True,150
ElasticNet,15Y,63,ZIRP_early,5.307477667898992e-06,True,True,150
ElasticNet,15Y,63,ZIRP_late,3.7476262950591535e-06,True,True,150
ElasticNet,15Y,63,COVID,0.9998835854333452,False,False,150
ElasticNet,15Y,63,Hiking,1.0,False,False,150
ElasticNet,1Y,63,GFC,4.758344044828501e-08,True,True,150
ElasticNet,1Y,63,ZIRP_early,7.637288426171305e-06,True,True,150
ElasticNet,1Y,63,ZIRP_late,0.9999999999485272,False,False,150
ElasticNet,1Y,63,COVID,0.0001602459487264,True,True,150
ElasticNet,1Y,63,Hiking,0.9999999999988424,False,False,150
ElasticNet,30Y,63,GFC,3.0340538651004484e-12,True,True,150
ElasticNet,30Y,63,ZIRP_early,7.780751357368021e-05,True,True,150
ElasticNet,30Y,63,ZIRP_late,0.000257516571901,True,True,150
ElasticNet,30Y,63,COVID,0.9974574037722616,False,False,150
ElasticNet,30Y,63,Hiking,1.0,False,False,150
ElasticNet,5Y,63,GFC,1.3827734311251657e-19,True,True,150
ElasticNet,5Y,63,ZIRP_early,3.715235532548898e-07,True,True,150
ElasticNet,5Y,63,ZIRP_late,0.0400903041008553,False,False,150
ElasticNet,5Y,63,COVID,0.999999999987792,False,False,150
ElasticNet,5Y,63,Hiking,1.0,False,False,150
momentum,1Y,1,GFC,0.4345529111841986,False,False,150
momentum,1Y,1,ZIRP_early,0.7987639412631353,False,False,150
momentum,1Y,1,ZIRP_late,0.9241153996500936,False,False,150
momentum,1Y,1,COVID,0.0058276136206088,False,True,150
momentum,1Y,1,Hiking,0.0508827891597069,False,False,150
momentum,5Y,1,GFC,0.5144285030137978,False,False,150
momentum,5Y,1,ZIRP_early,0.5496619505826987,False,False,150
momentum,5Y,1,ZIRP_late,0.9999651834445414,False,False,150
momentum,5Y,1,COVID,0.9985005569209414,False,False,150
momentum,5Y,1,Hiking,0.2197350462566707,False,False,150
momentum,10Y,1,GFC,0.991718561613736,False,False,150
momentum,10Y,1,ZIRP_early,0.2765438255627033,False,False,150
momentum,10Y,1,ZIRP_late,0.9287216911182938,False,False,150
momentum,10Y,1,COVID,0.8769370091508295,False,False,150
momentum,10Y,1,Hiking,0.7802649537433293,False,False,150
momentum,15Y,1,GFC,0.998019328931608,False,False,150
momentum,15Y,1,ZIRP_early,0.8613411433028975,False,False,150
momentum,15Y,1,ZIRP_late,0.8143334041930275,False,False,150
momentum,15Y,1,COVID,0.831970428747763,False,False,150
momentum,15Y,1,Hiking,0.9962363591411724,False,False,150
momentum,30Y,1,GFC,0.96856058987702,False,False,150
momentum,30Y,1,ZIRP_early,0.8256292546565215,False,False,150
momentum,30Y,1,ZIRP_late,0.9071193859173108,False,False,150
momentum,30Y,1,COVID,0.9517526906273398,False,False,150
momentum,30Y,1,Hiking,0.998931150031439,False,False,150
momentum,1Y,5,GFC,0.0289738552005178,False,False,150
momentum,1Y,5,ZIRP_early,0.1530852989295755,False,False,150
momentum,1Y,5,ZIRP_late,0.9996263970436962,False,False,150
momentum,1Y,5,COVID,4.042469692197551e-10,True,True,150
momentum,1Y,5,Hiking,0.135088629029231,False,False,150
momentum,5Y,5,GFC,0.6809237374320676,False,False,150
momentum,5Y,5,ZIRP_early,0.1443545569124391,False,False,150
momentum,5Y,5,ZIRP_late,0.7532495691173463,False,False,150
momentum,5Y,5,COVID,0.1890547854710616,False,False,150
momentum,5Y,5,Hiking,0.1417765685241285,False,False,150
momentum,10Y,5,GFC,0.6620687000548,False,False,150
momentum,10Y,5,ZIRP_early,0.3197982059601919,False,False,150
momentum,10Y,5,ZIRP_late,0.6262011261667381,False,False,150
momentum,10Y,5,COVID,0.9609375046816216,False,False,150
momentum,10Y,5,Hiking,0.8297561902114149,False,False,150
momentum,15Y,5,GFC,0.3247383884625691,False,False,150
momentum,15Y,5,ZIRP_early,0.0291294759871247,False,False,150
momentum,15Y,5,ZIRP_late,0.2054104715728738,False,False,150
momentum,15Y,5,COVID,0.9517526906273398,False,False,150
momentum,15Y,5,Hiking,0.9969059245350748,False,False,150
momentum,30Y,5,GFC,0.5,False,False,150
momentum,30Y,5,ZIRP_early,0.353908030857713,False,False,150
momentum,30Y,5,ZIRP_late,0.5427119970911847,False,False,150
momentum,30Y,5,COVID,0.569413310104507,False,False,150
momentum,30Y,5,Hiking,0.9999796632506828,False,False,150
momentum,1Y,21,GFC,0.0001015484230874,True,True,150
momentum,1Y,21,ZIRP_early,1.36454361449535e-06,True,True,150
momentum,1Y,21,ZIRP_late,0.0002194684017408,True,True,150
momentum,1Y,21,COVID,8.56199127937345e-19,True,True,150
momentum,1Y,21,Hiking,0.2842519488343829,False,False,150
momentum,5Y,21,GFC,0.1470442991248015,False,False,150
momentum,5Y,21,ZIRP_early,3.39016923800297e-06,True,True,150
momentum,5Y,21,ZIRP_late,0.9917545910144508,False,False,150
momentum,5Y,21,COVID,0.0008779411291623,False,True,150
momentum,5Y,21,Hiking,0.0358993272796855,False,False,150
momentum,10Y,21,GFC,2.9519693513339085e-07,True,True,150
momentum,10Y,21,ZIRP_early,3.43851417351654e-10,True,True,150
momentum,10Y,21,ZIRP_late,0.295855547434327,False,False,150
momentum,10Y,21,COVID,0.5512584657843719,False,False,150
momentum,10Y,21,Hiking,0.9999999921372634,False,False,150
momentum,15Y,21,GFC,0.7277416996736761,False,False,150
momentum,15Y,21,ZIRP_early,4.4730090048395466e-12,True,True,150
momentum,15Y,21,ZIRP_late,0.2054104715728738,False,False,150
momentum,15Y,21,COVID,0.5000000000000004,False,False,150
momentum,15Y,21,Hiking,1.0,False,False,150
momentum,30Y,21,GFC,0.0591138389684474,False,False,150
momentum,30Y,21,ZIRP_early,6.813277479955061e-05,True,True,150
momentum,30Y,21,ZIRP_late,0.5988201705965797,False,False,150
momentum,30Y,21,COVID,0.7297694928892389,False,False,150
momentum,30Y,21,Hiking,0.9999999999999192,False,False,150
momentum,1Y,63,GFC,8.699576830943633e-06,True,True,150
momentum,1Y,63,ZIRP_early,7.932690185342666e-06,True,True,150
momentum,1Y,63,ZIRP_late,1.0,False,False,150
momentum,1Y,63,COVID,1.1499662128794613e-12,True,True,150
momentum,1Y,63,Hiking,2.910085144357604e-07,True,True,150
momentum,5Y,63,GFC,3.896514136786992e-09,True,True,150
momentum,5Y,63,ZIRP_early,6.340851866950616e-10,True,True,150
momentum,5Y,63,ZIRP_late,0.0751882901702119,False,False,150
momentum,5Y,63,COVID,0.9999999911069836,False,False,150
momentum,5Y,63,Hiking,0.7090129297716381,False,False,150
momentum,10Y,63,GFC,0.9309324179499786,False,False,150
momentum,10Y,63,ZIRP_early,2.4251497318935244e-26,True,True,150
momentum,10Y,63,ZIRP_late,9.342777984682026e-07,True,True,150
momentum,10Y,63,COVID,0.99999914095158,False,False,150
momentum,10Y,63,Hiking,0.9999881228972812,False,False,150
momentum,15Y,63,GFC,0.9999258383029728,False,False,150
momentum,15Y,63,ZIRP_early,4.8243429282889305e-19,True,True,150
momentum,15Y,63,ZIRP_late,4.14999609338693e-10,True,True,150
momentum,15Y,63,COVID,0.9999997194514968,False,False,150
momentum,15Y,63,Hiking,1.0,False,False,150
momentum,30Y,63,GFC,0.9999021790846124,False,False,150
momentum,30Y,63,ZIRP_early,1.0238415607653945e-21,True,True,150
momentum,30Y,63,ZIRP_late,2.147117787241832e-07,True,True,150
momentum,30Y,63,COVID,0.9999811274858867,False,False,150
momentum,30Y,63,Hiking,1.0,False,False,150
momentum,1Y,126,GFC,3.5805154574402767e-51,True,True,150
momentum,1Y,126,ZIRP_early,2.112369462278287e-28,True,True,150
momentum,1Y,126,ZIRP_late,1.0,False,False,150
momentum,1Y,126,COVID,0.9521878492574009,False,False,150
momentum,1Y,126,Hiking,0.0004091943670197,False,True,150
momentum,5Y,126,GFC,1.40497609233542e-18,True,True,150
momentum,5Y,126,ZIRP_early,2.6356976528072485e-23,True,True,150
momentum,5Y,126,ZIRP_late,0.942399225084032,False,False,150
momentum,5Y,126,COVID,1.0,False,False,150
momentum,5Y,126,Hiking,0.9999999963809504,False,False,150
momentum,10Y,126,GFC,0.5151600320816843,False,False,150
momentum,10Y,126,ZIRP_early,8.677506036213044e-18,True,True,150
momentum,10Y,126,ZIRP_late,6.35756029548912e-05,True,True,150
momentum,10Y,126,COVID,1.0,False,False,150
momentum,10Y,126,Hiking,1.0,False,False,150
momentum,15Y,126,GFC,0.5602066106151297,False,False,150
momentum,15Y,126,ZIRP_early,8.276606483830735e-21,True,True,150
momentum,15Y,126,ZIRP_late,0.0003356630070496,False,True,150
momentum,15Y,126,COVID,0.9999999999999998,False,False,150
momentum,15Y,126,Hiking,1.0,False,False,150
momentum,30Y,126,GFC,0.6450040540126356,False,False,150
momentum,30Y,126,ZIRP_early,2.386552322870829e-23,True,True,150
momentum,30Y,126,ZIRP_late,2.0282195775176226e-08,True,True,150
momentum,30Y,126,COVID,0.9999999996323672,False,False,150
momentum,30Y,126,Hiking,1.0,False,False,150
momentum,1Y,252,GFC,4.794214616603929e-95,True,True,150
momentum,1Y,252,ZIRP_early,4.6669797420831865e-56,True,True,150
