pair,model_a,model_b,tenor,horizon,regime,n,dmh_stat,dmh_pval,sig,favours
catboost_vs_xgboost,catboost,xgboost,5Y,252,ZIRP,1864,0.5942266260211315,0.5524326963357885,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,1,COVID,437,-0.14609829957995568,0.8839113113909647,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,1,GFC,520,0.0990553760358948,0.9211325493312552,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,1,Hiking,909,-0.9242432976247335,0.35560520594804135,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,1,ZIRP,1436,-5.626384512452398,2.2094338884296763e-08,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,5,COVID,354,-0.7971426848250066,0.42590400643127857,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,5,GFC,385,-0.5834452777050223,0.5599360983002605,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,5,Hiking,700,-1.3410965341339507,0.18032471200718134,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,5,ZIRP,1074,0.526441389821321,0.5986903632632501,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,21,COVID,542,-0.8144977648438961,0.4157182312864174,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,21,GFC,637,-0.021072005873269347,0.9831948250716127,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,21,Hiking,1111,-1.259237168942584,0.20820941349839248,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,21,ZIRP,1790,-0.3477486059445142,0.7280698990185797,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,63,COVID,541,-0.9993321011938489,0.3180814269884146,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,63,GFC,625,1.3743952262389827,0.1698124106827654,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,63,Hiking,1076,0.06549175295834317,0.9477946492750703,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,63,ZIRP,1790,0.42218524557152626,0.672940540306652,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,126,COVID,541,-0.8277133327428109,0.40819850405959435,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,126,GFC,625,-0.4573256940324416,0.6475961413942938,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,126,Hiking,1023,-0.4130245548950854,0.6796752608794874,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,126,ZIRP,1793,-1.8555623711849971,0.06368005290432989,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,252,COVID,524,2.0530147610846474,0.040568045576846325,True,xgboost
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,252,Hiking,933,-3.829910404464924,0.00013676510177452027,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,10Y,252,ZIRP,1793,0.6561499228593186,0.5118119041650744,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,1,COVID,418,-2.1452397261585796,0.032510652602988736,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,1,GFC,536,-2.2498284909567814,0.02486547190406308,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,1,Hiking,888,0.2557487160215515,0.7982041708167048,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,1,ZIRP,1451,-0.6850166067372063,0.4934429271652998,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,5,COVID,315,-1.0362296348931699,0.3008923704668204,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,5,GFC,401,0.7411769433004379,0.4590210580074431,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,5,Hiking,662,-3.2519886448027027,0.0012042579913799812,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,5,ZIRP,1091,-2.265626151067529,0.023669810474793475,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,21,COVID,523,1.2476226424938286,0.21272868335538342,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,21,GFC,650,0.0779003842981109,0.9379313041825742,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,21,Hiking,1092,0.11476248808462972,0.9086544994971408,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,21,ZIRP,1810,-3.0675963777900908,0.002189872282823088,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,63,COVID,523,-0.9468720698290313,0.3441420803520857,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,63,GFC,622,1.9339458338668205,0.05357382363621156,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,63,Hiking,1062,0.32705701164468776,0.7436892769029094,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,63,ZIRP,1810,0.7302038113509337,0.4653601616340104,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,126,COVID,523,-1.8869390460915476,0.059723172152331715,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,126,GFC,623,0.3976749919093419,0.691006213582531,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,126,Hiking,1017,-0.22125958626139985,0.8249347746091946,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,126,ZIRP,1811,1.8276205125162732,0.0677710813959117,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,252,COVID,523,-1.2766732585244427,0.20228527482908892,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,252,Hiking,927,-2.9870393339938643,0.0028911759928888373,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,15Y,252,ZIRP,1813,0.6424377441700385,0.52067027224225,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,1,COVID,443,-2.0413127219999034,0.041813118643991794,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,1,GFC,463,1.3071942719983312,0.19179694528648952,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,1,Hiking,908,-3.5894784271517794,0.000349100543247614,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,1,ZIRP,1451,0.7873137892676662,0.4312268686876283,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,5,COVID,366,-2.2375916096313,0.025850551845974408,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,5,GFC,344,-1.6529305273678223,0.09925997370460161,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,5,Hiking,699,-3.3090797603064726,0.0009841044254708243,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,5,ZIRP,1089,-2.2300913331170484,0.025944763310144274,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,21,COVID,548,-1.120130120485245,0.26314988599282374,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,21,GFC,561,0.8011768630361256,0.4233690579483015,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,21,Hiking,1109,-4.777901252704376,2.0092518699840433e-06,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,21,ZIRP,1810,-0.20253796249931666,0.839518959099932,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,63,COVID,547,-1.4710417006395324,0.14185590972782527,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,63,GFC,536,0.5810611758343994,0.5614439231181728,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,63,Hiking,1074,-2.5773429855759145,0.010088876002077172,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,63,ZIRP,1810,2.620261086375013,0.00885976797907969,True,xgboost
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,126,COVID,547,-0.9617755822451051,0.33658807901593224,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,126,GFC,514,1.4967260320852367,0.13507953032162864,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,126,Hiking,1021,-2.2147360917523837,0.026998567992179704,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,126,ZIRP,1812,-0.5014283290018268,0.6161306522377492,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,252,COVID,530,-0.5386242090500798,0.5903727532045031,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,252,Hiking,931,-1.5668864421786795,0.11748141059450026,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,1Y,252,ZIRP,1814,1.6148940670240706,0.10650763970968728,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,1,COVID,418,-1.213790792071234,0.2255146314200436,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,1,GFC,559,-0.9231582651209225,0.3563237352560953,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,1,Hiking,883,-7.096896552525353,2.6220208998680658e-12,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,1,ZIRP,1436,2.4782041980332856,0.013318854780694006,True,xgboost
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,5,COVID,315,-1.008882890192155,0.3138076007021764,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,5,GFC,415,-3.6247952471066944,0.0003251977320908199,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,5,Hiking,657,-2.699624046297539,0.0071207028103054855,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,5,ZIRP,1077,-0.8714142166603784,0.3837224112998352,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,21,COVID,523,0.9202412753388635,0.35787175468579735,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,21,GFC,688,-1.8281726400013822,0.06795714046270193,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,21,Hiking,1083,0.32426002815930155,0.7458038518057385,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,21,ZIRP,1787,-0.860363902781075,0.3897039540414696,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,63,COVID,523,-0.7671784350299684,0.4433222782406282,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,63,GFC,670,-1.660737561496255,0.09723472382249697,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,63,Hiking,1053,1.1583696206704548,0.2469761257563537,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,63,ZIRP,1791,-0.10669127688894504,0.9150458586806027,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,126,COVID,523,-1.1780282785849765,0.2393220978964091,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,126,GFC,668,-2.3435070673951683,0.019396141901157987,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,126,Hiking,1009,-1.5571631619590107,0.11974564620300227,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,126,ZIRP,1793,1.7561794879370851,0.07922857211671161,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,252,COVID,522,0.9837739367199123,0.3256832994707116,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,252,Hiking,919,-1.0794031277145661,0.28069157280572726,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,30Y,252,ZIRP,1795,-0.19598780820391778,0.8446419050651106,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,1,COVID,518,-2.8036160590614494,0.005243225368127598,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,1,GFC,604,-0.6878040818725117,0.49184064388091475,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,1,Hiking,909,-0.875553606716001,0.38150430404797764,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,1,ZIRP,1509,1.4118882881820627,0.15818916291641458,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,5,COVID,515,-1.358481732464204,0.17490677435172228,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,5,GFC,451,-0.8475688903605044,0.39712866762198584,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,5,Hiking,700,-2.3356557682081194,0.01979110460918897,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,5,ZIRP,1218,-0.3599415335913187,0.7189533085796602,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,21,COVID,619,-0.07213251595498868,0.9425197873394863,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,21,GFC,747,0.9159984417942219,0.3599637148177328,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,21,Hiking,1111,0.6155894139473271,0.5382917344528586,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,21,ZIRP,1859,-1.4877168873993556,0.13699525803358062,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,63,COVID,618,-1.3016275650927687,0.19352950557152618,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,63,GFC,746,0.39093571890824197,0.6959565209032724,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,63,Hiking,1076,-2.0102820747358927,0.04465075870462187,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,63,ZIRP,1860,0.058081952182942986,0.9536895924647291,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,126,COVID,618,-1.0032313680093246,0.31614251990907183,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,126,GFC,745,1.0821252023272725,0.27954749897604136,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,126,Hiking,1023,-2.0872841084133493,0.037109719990805014,True,htboost_t
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,126,ZIRP,1864,-0.7805919942878998,0.43514167031870554,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,252,COVID,601,-0.5367142198904251,0.5916639806525703,False,tie
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,252,Hiking,933,2.0687466456435146,0.03884513592403812,True,xgboost
htboost_t_vs_xgboost,htboost_t,xgboost,5Y,252,ZIRP,1864,0.13253243605757398,0.894577481282974,False,tie
