validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,notebook,run_ts,model_kind,is_pooled,pca_k,alpha,l1_ratio,n_nonzero
block_cv,level_change,NOR_10Y,NOR,10Y,Block_GFC,GFC,train,2bf248e672cc,108,252,2771,0.8531216167448574,1.0,0.8297135343638327,0.051905626189472795,0.32427251507939375,0.17927383057411342,0.8399320825054679,3.058063944133438,0.001113860171453429,2.539236223225989,0.00558186676282293,36.65619599425718,0.0,0.0,11,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_10Y,NOR,10Y,Block_GFC,GFC,oos,2bf248e672cc,108,252,1398,0.5314735336194564,1.0,-6.894010790559745,1.9091597597977776,0.30806896353361946,1.1303370303414912,-5.197183052454525,1.8201992208237285,0.03436433587001231,-2.009089938095244,0.9776401669275138,-4.441972030463836,0.999995543092548,0.009970704919314377,6,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_10Y,NOR,10Y,Block_ZIRP,ZIRP,train,2bf248e672cc,108,252,2068,0.8694390715667312,1.0,0.8781647772858453,0.041580748362235236,0.35154737194390717,0.15940292319663543,0.8817207816621941,3.7824464524808996,7.764725377557014e-05,3.1611998252790685,0.0007969868197121677,32.96969991496999,0.0,8.598802376035536e-277,8,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_10Y,NOR,10Y,Block_ZIRP,ZIRP,oos,2bf248e672cc,108,252,1793,0.5465699944227551,1.0,-5.114148230850947,1.2511234538054372,0.24456156634132736,0.8282697662265736,-4.115781161048344,-0.419070661846693,0.6624177544064596,-1.45989237779656,0.927752533309761,9.585395075245952,0.0,4.374221565287971e-05,7,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_10Y,NOR,10Y,Block_COVID,COVID,train,2bf248e672cc,108,252,3306,0.8475499092558983,1.0,0.7794887404613369,0.056359804689850634,0.2649766474750454,0.18844521224682093,0.7873027482727193,4.271659583023045,9.70118024656852e-06,3.4602987077999807,0.00027320431443708193,40.29927448977505,0.0,0.0,13,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_10Y,NOR,10Y,Block_COVID,COVID,oos,2bf248e672cc,108,252,524,0.7099236641221374,1.0,-0.41289649193387645,0.5968196329459498,0.7490391758778626,0.6195544357632419,0.20321973514070724,2.8311213332829457,0.0023192560665062922,0.38709962351906535,0.34941996078063253,2.021967188355875,0.02158987085113051,1.3099731155221617e-22,2,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_10Y,NOR,10Y,Block_Hiking,Hiking,train,2bf248e672cc,108,252,3398,0.8422601530311948,1.0,0.7518397716442065,0.06483394822624339,0.29335375556135956,0.20004940104298893,0.7789905634506787,4.422703961825419,4.873662914350874e-06,3.702064408460898,0.00010862401038478687,38.565994272879664,0.0,0.0,13,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_10Y,NOR,10Y,Block_Hiking,Hiking,oos,2bf248e672cc,108,252,933,0.2915326902465166,1.0,-36.018475899380434,7.453464464403407,0.2664490572293676,2.5950668982966003,-26.973318959756096,-2.058793225856248,0.9802429745551242,-5.119088622538027,0.999999813537188,1.8897285723559247,0.029397135359200743,1.0,4,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_15Y,NOR,15Y,Block_GFC,GFC,train,2bf248e672cc,108,252,2771,0.8473475279682425,1.0,0.8070641263744325,0.05268332814632617,0.28811325584272823,0.1817890976237522,0.8171436854155565,3.084296991447271,0.0010201690210684955,2.5778921051919057,0.004995863404337689,35.99503891606759,0.0,2.87e-322,11,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_15Y,NOR,15Y,Block_GFC,GFC,oos,2bf248e672cc,108,252,1387,0.5270367700072098,1.0,-5.7342560703997805,1.5458153264438592,0.2748836751982697,0.9775123671050618,-4.623525388799043,1.7888622773317258,0.03681849913468238,-2.443781803184412,0.9926708978309127,-5.117884617757495,0.9999998455092405,0.023442798057573974,6,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_15Y,NOR,15Y,Block_ZIRP,ZIRP,train,2bf248e672cc,108,252,2053,0.8830979055041402,1.0,0.872317321241783,0.03451727460756121,0.2862433386653678,0.14333663238836172,0.8794128283700828,4.0279722918439695,2.812998601320338e-05,3.3528115523704147,0.0004072413317116337,34.04976606653888,0.0,1.2395014630382551e-298,8,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_15Y,NOR,15Y,Block_ZIRP,ZIRP,oos,2bf248e672cc,108,252,1813,0.4997242140099283,1.0,-5.833152068729207,1.3201061336759743,0.23865948192509648,0.8977247314559016,-4.531337464690764,-0.7344514265315589,0.7686631731064884,-1.646758402682408,0.9501094419451522,9.124816501737874,0.0,0.5187310260120215,7,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_15Y,NOR,15Y,Block_COVID,COVID,train,2bf248e672cc,108,252,3305,0.8465960665658093,1.0,0.7844569613603694,0.050948370559491696,0.24386373706807868,0.1785528507747128,0.7910785294606201,4.44995448085816,4.294424571615885e-06,3.5575296894140767,0.00018980981311658097,40.37620480053244,0.0,0.0,13,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_15Y,NOR,15Y,Block_COVID,COVID,oos,2bf248e672cc,108,252,523,0.8011472275334608,1.0,-0.21704955281694338,0.47631876434450354,0.6497180523326961,0.5060390931044375,0.26688390043286236,2.8677929149523,0.0020667299251883042,0.25484351903454366,0.39947216503550725,1.5529059760373973,0.060222799448733655,4.1853414899157694e-46,2,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_15Y,NOR,15Y,Block_Hiking,Hiking,train,2bf248e672cc,108,252,3399,0.8420123565754634,1.0,0.7410689390861251,0.06160976617941844,0.26844850462789055,0.1950491731882785,0.7704968918906115,4.658459285272156,1.5929239938206052e-06,3.7964750133554257,7.466546486080267e-05,38.714165096384754,0.0,0.0,13,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_15Y,NOR,15Y,Block_Hiking,Hiking,oos,2bf248e672cc,108,252,927,0.24703344120819848,1.0,-149.92715644044432,24.675706598844556,0.2322658423300971,4.85955390528763,-105.23906792017807,-3.160750719886706,0.999213184452342,-8.566122629076247,1.0,,,1.0,4,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_1Y,NOR,1Y,Block_GFC,GFC,train,2bf248e672cc,108,252,2775,0.887927927927928,1.0,0.9242614824849015,0.04066865877392094,0.5778644659434955,0.1528919973926302,0.9296224959817869,2.3956846500340454,0.008294678033738845,2.0898226083252847,0.018362301156090624,40.507929600872316,0.0,0.0,11,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_1Y,NOR,1Y,Block_GFC,GFC,oos,2bf248e672cc,108,252,1185,0.6033755274261603,1.0,-0.5577187242889097,3.4052368279000667,2.4997243530464135,1.4337915606919296,-0.36224493062609286,0.6835925718993354,0.2471162382653147,-0.5290769188564556,0.7015743680338589,0.4116178821199507,0.34030976130763424,5.675655338368009e-13,5,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_1Y,NOR,1Y,Block_ZIRP,ZIRP,train,2bf248e672cc,108,252,1834,0.9083969465648855,1.0,0.948122834162042,0.11334032338236605,2.199139269446565,0.2552681285513683,0.9484615072100963,2.0579891568609083,0.019795587142190096,1.7072873194200613,0.04396900546682251,34.80560254111685,0.0,2.3870177986716e-310,7,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_1Y,NOR,1Y,Block_ZIRP,ZIRP,oos,2bf248e672cc,108,252,1814,0.6350606394707828,1.0,-11.457156662770593,2.6617405903902887,0.2243690200992282,1.3908913114539034,-10.863226880489659,0.3928916135734423,0.34719976796933716,-3.620393304243362,0.9998488828058419,15.606562032538413,0.0,3.5998855740858834e-31,7,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_1Y,NOR,1Y,Block_COVID,COVID,train,2bf248e672cc,108,252,3115,0.8327447833065811,1.0,0.8891710577937775,0.11864372356400732,1.1069568518483146,0.2612972323482109,0.8928199203375409,1.553295913537616,0.06017622804617173,1.3208161619583332,0.09332986180131275,36.066974161647,0.0,0.0,12,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_1Y,NOR,1Y,Block_COVID,COVID,oos,2bf248e672cc,108,252,530,0.7679245283018868,1.0,-30.798493466213884,24.01165408585147,0.9950193943833964,3.5358459292048474,-23.131845290042065,1.8100710036739656,0.035142388462598095,-0.9545684210008041,0.8298840095583834,0.35839366809525186,0.3600243647564365,8.414302885384036e-37,2,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
block_cv,level_change,NOR_1Y,NOR,1Y,Block_Hiking,Hiking,train,2bf248e672cc,108,252,3206,0.8094198378041173,1.0,0.8790588868814114,0.13728845206436782,1.1735744951894884,0.2767707674309498,0.8830168407484001,1.7132503563659294,0.043333245548767274,1.4403847803095382,0.07492812146089818,34.69813606986985,0.0,2.6880674659881696e-289,13,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
