validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,notebook,run_ts,model_kind,is_pooled,pca_k,alpha,l1_ratio,n_nonzero
walk_forward,level_change,NOR_10Y,NOR,10Y,GFC,GFC,train,2bf248e672cc,108,21,952,0.792016806722689,1.0,0.6651357385367418,0.007945072970453257,0.02372632635241597,0.06988634222649255,0.665136825126565,4.795192805578475,8.125922129620378e-07,4.0773768572417035,2.467773287131726e-05,18.369385049236072,0.0,2.7471285389113475e-77,45,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
walk_forward,level_change,NOR_10Y,NOR,10Y,GFC,GFC,oos,2bf248e672cc,108,21,637,0.5808477237048666,1.0,-4.841731031177275,0.11191529398484583,0.019841660078492935,0.28765168836925237,-4.640419881305935,1.8706376985318482,0.030697657801529332,-4.731149271270381,0.9999986236484141,-1.3575705143882353,0.9126999978242494,2.565595878946567e-05,30,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_early,ZIRP,train,2bf248e672cc,108,21,1592,0.7229899497487438,1.0,0.46668285785891295,0.011773464790357839,0.02219740913316583,0.08579448549473669,0.46960184768740676,5.168057433569632,1.1826981427542904e-07,4.201735333258403,1.3979046742350556e-05,18.056088730595945,0.0,2.0729355416669777e-73,76,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_early,ZIRP,oos,2bf248e672cc,108,21,1008,0.45535714285714285,1.0,-13.916552420517403,0.23969491383044916,0.01640845239087302,0.4118332289637752,-13.608014706114286,-0.4318192916975678,0.6670636214177825,-7.381498119165589,0.9999999999998364,0.7616692617710256,0.2231287127135375,0.9979342646711563,48,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_late,ZIRP,train,2bf248e672cc,108,21,2597,0.6984982672314208,1.0,0.3571985877773145,0.012731223188591947,0.019965668228725454,0.08908249922610352,0.3623442479989226,5.968984361814104,1.1936749366725508e-09,4.755908827951169,1.041803946267201e-06,20.32972335229062,0.0,1.2644484907688945e-93,124,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_late,ZIRP,oos,2bf248e672cc,108,21,782,0.4846547314578005,1.0,-12.073282728941361,0.1501459564800663,0.011486096508951407,0.3420580069739906,-12.071974135255935,0.01943588206699956,0.49224669302947344,-8.23590394322155,0.9999999999999997,,,0.8143334041930279,37,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
walk_forward,level_change,NOR_10Y,NOR,10Y,COVID,COVID,train,2bf248e672cc,108,21,3379,0.6555193844332643,1.0,0.2886350995018754,0.012754263271163238,0.01802735955904114,0.08939412558363496,0.2925051930432775,5.967608884907912,1.2037780772189421e-09,4.504961463841996,3.4316508878644695e-06,18.145396189683925,0.0,2.0198983558399847e-74,161,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
walk_forward,level_change,NOR_10Y,NOR,10Y,COVID,COVID,oos,2bf248e672cc,108,21,542,0.45387453874538747,1.0,-3.511491469735253,0.11839778969785257,0.02626074260147601,0.2349430870945027,-3.508546901914263,0.7845266449813896,0.216365576851685,-1.785185710865706,0.9626043354639636,-1.3418970448105179,0.9101853099569703,0.9858073818194031,26,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,train,2bf248e672cc,108,21,3918,0.653649821337417,1.0,0.2574598995455435,0.013952899449380688,0.018878722018887188,0.0931609456427682,0.2609192806895757,6.4961077085101895,4.121236685250551e-11,4.710650072313922,1.2774503844654345e-06,19.618839600528688,0.0,6.266546300815861e-84,187,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,oos,2bf248e672cc,108,21,1111,0.40864086408640865,1.0,-19.051333447878047,0.9083307342710432,0.04649300753375338,0.8960408864448588,-18.536932163650754,-0.7825784443536955,0.7830626481347104,-13.53360976908052,1.0,0.650335378754462,0.2577378045457891,0.9999999995801889,53,linear_v5,2026-06-29T20:05:32.702312+00:00,OLS,False,12,,,108
