security,horizon,scheme,fold,use_categoricals,bucket,shap_abs,shap_share_pct
__POOL__,63,walk_forward,GFC,True,momentum,0.06056278711184859,9.99495815994411
__POOL__,63,walk_forward,GFC,True,carry_roll,0.030261069536209106,4.99412491256361
__POOL__,63,walk_forward,GFC,True,curve,0.10254362830892205,16.923251445209985
__POOL__,63,walk_forward,GFC,True,vol,0.035645879070216324,5.882805050290307
__POOL__,63,walk_forward,GFC,True,macro,0.2552981980588811,42.13304785982057
__POOL__,63,walk_forward,GFC,True,credit,0.0,0.0
__POOL__,63,walk_forward,GFC,True,cross_market,0.02058742451481521,3.397638326429143
__POOL__,63,walk_forward,GFC,True,categorical,0.10103438643272966,16.67417424574227
__POOL__,63,walk_forward,ZIRP_early,True,momentum,0.0029184561280999333,2.143898993270289
__POOL__,63,walk_forward,ZIRP_early,True,carry_roll,0.003094370011240244,2.2731253994291913
__POOL__,63,walk_forward,ZIRP_early,True,curve,0.025835044973064214,18.97843396566845
__POOL__,63,walk_forward,ZIRP_early,True,vol,0.0035314667620696127,2.5942168405655344
__POOL__,63,walk_forward,ZIRP_early,True,macro,0.08420427711917,61.85649433160144
__POOL__,63,walk_forward,ZIRP_early,True,credit,0.0,0.0
__POOL__,63,walk_forward,ZIRP_early,True,cross_market,0.00043781543035947834,0.321619383395351
__POOL__,63,walk_forward,ZIRP_early,True,categorical,0.016107003670185804,11.83221108606974
__POOL__,63,walk_forward,ZIRP_late,True,momentum,0.0013743237773269357,5.550309008026064
__POOL__,63,walk_forward,ZIRP_late,True,carry_roll,0.00010021961497841403,0.4047443848184763
__POOL__,63,walk_forward,ZIRP_late,True,curve,0.005084020951471757,20.5321975428751
__POOL__,63,walk_forward,ZIRP_late,True,vol,0.0002605183472041972,1.0521227625530203
__POOL__,63,walk_forward,ZIRP_late,True,macro,0.015037062729561512,60.728298599671255
__POOL__,63,walk_forward,ZIRP_late,True,credit,0.0,0.0
__POOL__,63,walk_forward,ZIRP_late,True,cross_market,2.2408024960896e-05,0.09049647895522617
__POOL__,63,walk_forward,ZIRP_late,True,categorical,0.002882658503949642,11.641831223100862
__POOL__,63,walk_forward,COVID,True,momentum,0.00794918690007762,2.087265646657498
__POOL__,63,walk_forward,COVID,True,carry_roll,0.011336969211697578,2.9768159524037645
__POOL__,63,walk_forward,COVID,True,curve,0.09694001846946776,25.454121645534293
__POOL__,63,walk_forward,COVID,True,vol,0.005444652968435548,1.4296351616636818
__POOL__,63,walk_forward,COVID,True,macro,0.19916066895939366,52.29481048938597
__POOL__,63,walk_forward,COVID,True,credit,0.0,0.0
__POOL__,63,walk_forward,COVID,True,cross_market,0.013601404207292944,3.5714022207614855
__POOL__,63,walk_forward,COVID,True,categorical,0.04640922701219097,12.185948883593305
__POOL__,63,walk_forward,Hiking,True,momentum,8.63035602378659e-05,1.354490353086777
__POOL__,63,walk_forward,Hiking,True,carry_roll,5.470525138662197e-05,0.8585710144765953
__POOL__,63,walk_forward,Hiking,True,curve,0.001862434993199713,29.229967159957667
__POOL__,63,walk_forward,Hiking,True,vol,0.0001898123591672629,2.9790081507656883
__POOL__,63,walk_forward,Hiking,True,macro,0.0032069037724795635,50.33071881541387
__POOL__,63,walk_forward,Hiking,True,credit,0.0,0.0
__POOL__,63,walk_forward,Hiking,True,cross_market,0.0,0.0
__POOL__,63,walk_forward,Hiking,True,categorical,0.0009715030319057405,15.247244506299408
