security,horizon,scheme,fold,use_categoricals,ntrees,depth,tau_w,xgb_max_depth,xgb_lr,xgb_subsample,xgb_colsample,xgb_reg_lambda,xgb_min_child_weight,importance_type,feature,relevance
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,chg_lag1,0.35179567337036133
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,chg_lag2,0.1428128033876419
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,chg_lag3,0.4465751349925995
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,chg_lag4,1.1039754152297974
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,chg_lag5,1.2060394287109375
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,carry_roll,10.16262435913086
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,mom_63d,2.9369912147521973
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,mom_1m,1.8036125898361206
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,mom_3m,3.0071282386779785
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,mom_6m,1.6161918640136719
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,mom_12m,2.7317750453948975
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,dev_ma_3m,12.506977081298828
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,dev_ma_12m,4.859769344329834
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,vol_20d,2.792973756790161
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,vol_regime,0.2882454991340637
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,vol_zscore,1.1238230466842651
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,level_zscore,7.226403713226318
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,slope_10_1,2.1598379611968994
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,slope_10_5,2.6647725105285645
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,slope_5_1,1.8785855770111084
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,sofr_mom_1m,1.4123562574386597
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,ibor_level,7.7486748695373535
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,ibor_chg_1d,2.214380979537964
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,ibor_mom_1m,1.301179051399231
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,ibor_term_slope,0.7751291394233704
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,swap_ibor_basis,5.6892409324646
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,move_level,1.3410447835922241
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,move_zscore,1.1446622610092163
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,vix_level,0.460762619972229
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,vix_zscore,0.44361770153045654
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,v2x_level,1.4798212051391602
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,vxn_level,2.0788073539733887
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,ovx_level,1.3158584833145142
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,gvz_level,22.379135131835938
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,spx_mom_1m,0.8592681884765625
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,spx_mom_3m,6.4298529624938965
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,sx5e_mom_1m,0.5774009823799133
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,sx5e_mom_3m,1.391780138015747
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,mxwo_mom_1m,1.5147634744644165
__POOL__,63,walk_forward,GFC,True,421,5,,5,0.1,0.8,0.8,5.0,1,gain,ndx_mom_1m,0.5975583791732788
