security,horizon,scheme,fold,use_categoricals,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,min_child_weight,val_mse,best_n_estimators,selected
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,0.8,0.8,10.0,5,0.3657688400185627,62,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,0.8,1.0,1.0,1,0.36686742237605324,56,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,0.8,1.0,1.0,5,0.3667619027801502,69,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,0.8,1.0,5.0,1,0.3700700741830655,68,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,0.8,1.0,5.0,5,0.3680562599543906,65,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,0.8,1.0,10.0,1,0.3708623436326132,66,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,0.8,1.0,10.0,5,0.3690556754818069,65,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,1.0,0.8,1.0,1,0.36381135135211,72,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,1.0,0.8,1.0,5,0.3641034327823405,72,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,1.0,0.8,5.0,1,0.3669274130304438,79,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,1.0,0.8,5.0,5,0.363525722887003,97,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,1.0,0.8,10.0,1,0.3649091521719374,77,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,1.0,0.8,10.0,5,0.3650900586154185,78,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,1.0,1.0,1.0,1,0.370335246861168,79,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,1.0,1.0,1.0,5,0.36980701865604676,72,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,1.0,1.0,5.0,1,0.3732375055865779,64,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,1.0,1.0,5.0,5,0.3703229984210207,66,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,1.0,1.0,10.0,1,0.37500172884923655,63,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,1.0,1.0,10.0,5,0.3728295829031073,66,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,0.8,0.8,1.0,1,0.34242969642871024,54,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,0.8,0.8,1.0,5,0.3427898357638986,44,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,0.8,0.8,5.0,1,0.3416182425629689,56,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,0.8,0.8,5.0,5,0.34094767530344855,56,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,0.8,0.8,10.0,1,0.3438579475245817,45,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,0.8,0.8,10.0,5,0.3438579475245817,45,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,0.8,1.0,1.0,1,0.3500210721554235,43,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,0.8,1.0,1.0,5,0.35002101612522313,43,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,0.8,1.0,5.0,1,0.3519235396080227,42,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,0.8,1.0,5.0,5,0.3519341880036761,42,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,0.8,1.0,10.0,1,0.35267333901501574,41,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,0.8,1.0,10.0,5,0.34786919456240134,49,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,1.0,0.8,1.0,1,0.3491172006009549,48,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,1.0,0.8,1.0,5,0.34908679488705746,48,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,1.0,0.8,5.0,1,0.34657913818989833,51,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,1.0,0.8,5.0,5,0.3458203983757277,55,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,1.0,0.8,10.0,1,0.3484838283371473,43,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,1.0,0.8,10.0,5,0.34848380960743375,43,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,1.0,1.0,1.0,1,0.34970753980508834,56,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,1.0,1.0,1.0,5,0.3497421211165709,56,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,1.0,1.0,5.0,1,0.3548003854794927,35,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,1.0,1.0,5.0,5,0.35480040815902314,35,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,1.0,1.0,10.0,1,0.3560092722159422,47,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,3,1.0,1.0,10.0,5,0.3558870816217884,58,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,0.8,0.8,1.0,1,0.36377386424564845,11,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,0.8,0.8,1.0,5,0.35879219514961586,11,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,0.8,0.8,5.0,1,0.36099829960708546,11,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,0.8,0.8,5.0,5,0.36005576600539796,16,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,0.8,0.8,10.0,1,0.3617919818828713,10,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,0.8,0.8,10.0,5,0.3609990328913585,10,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,0.8,1.0,1.0,1,0.3608317733940483,47,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,0.8,1.0,1.0,5,0.3659724548083463,19,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,0.8,1.0,5.0,1,0.36319208538631764,17,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,0.8,1.0,5.0,5,0.3622274248671277,17,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,0.8,1.0,10.0,1,0.36929922250365677,10,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,0.8,1.0,10.0,5,0.3681874670233179,10,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,1.0,0.8,1.0,1,0.3568771294711596,14,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,1.0,0.8,1.0,5,0.3545286573361005,17,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,1.0,0.8,5.0,1,0.36197824620268954,11,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,1.0,0.8,5.0,5,0.3604586952285848,11,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,1.0,0.8,10.0,1,0.3618830795919357,12,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,1.0,0.8,10.0,5,0.3592793417122356,14,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,1.0,1.0,1.0,1,0.3587307187511523,14,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,1.0,1.0,1.0,5,0.35861570780780383,14,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,1.0,1.0,5.0,1,0.3697469092544639,16,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,1.0,1.0,5.0,5,0.36943427853154465,10,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,1.0,1.0,10.0,1,0.37928678387871734,10,False
__POOL__,126,walk_forward,ZIRP_early,True,0.05,5,1.0,1.0,10.0,5,0.3780577534288493,10,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,0.8,0.8,1.0,1,0.3510106461365901,21,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,0.8,0.8,1.0,5,0.3510108186823295,21,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,0.8,0.8,5.0,1,0.3495478110186025,30,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,0.8,0.8,5.0,5,0.34770167993661455,30,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,0.8,0.8,10.0,1,0.350180150614307,22,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,0.8,0.8,10.0,5,0.3501119120555859,22,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,0.8,1.0,1.0,1,0.34838907874415265,27,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,0.8,1.0,1.0,5,0.3466604696734137,27,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,0.8,1.0,5.0,1,0.35362457429410615,29,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,0.8,1.0,5.0,5,0.35170441112594336,29,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,0.8,1.0,10.0,1,0.3442734714567107,27,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,0.8,1.0,10.0,5,0.34367752467853885,27,False
__POOL__,126,walk_forward,ZIRP_early,True,0.1,3,1.0,0.8,1.0,1,0.35314059411831994,21,False
