security,horizon,scheme,fold,use_categoricals,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,min_child_weight,val_mse,best_n_estimators,selected
__POOL__,126,walk_forward,GFC,True,0.01,3,0.8,0.8,1.0,1,0.8040497015266386,59,False
__POOL__,126,walk_forward,GFC,True,0.01,3,0.8,0.8,1.0,5,0.8040497015266386,59,False
__POOL__,126,walk_forward,GFC,True,0.01,3,0.8,0.8,5.0,1,0.8039075622345401,59,False
__POOL__,126,walk_forward,GFC,True,0.01,3,0.8,0.8,5.0,5,0.8039075622345401,59,False
__POOL__,126,walk_forward,GFC,True,0.01,3,0.8,0.8,10.0,1,0.8054520304808073,59,False
__POOL__,126,walk_forward,GFC,True,0.01,3,0.8,0.8,10.0,5,0.8054520304808073,59,False
__POOL__,126,walk_forward,GFC,True,0.01,3,0.8,1.0,1.0,1,0.8088044220212965,53,False
__POOL__,126,walk_forward,GFC,True,0.01,3,0.8,1.0,1.0,5,0.8088044220212965,53,False
__POOL__,126,walk_forward,GFC,True,0.01,3,0.8,1.0,5.0,1,0.808648544644868,53,False
__POOL__,126,walk_forward,GFC,True,0.01,3,0.8,1.0,5.0,5,0.808648544644868,53,False
__POOL__,126,walk_forward,GFC,True,0.01,3,0.8,1.0,10.0,1,0.8095525432128107,46,False
__POOL__,126,walk_forward,GFC,True,0.01,3,0.8,1.0,10.0,5,0.8095525432128107,46,False
__POOL__,126,walk_forward,GFC,True,0.01,3,1.0,0.8,1.0,1,0.8070929401190026,56,False
__POOL__,126,walk_forward,GFC,True,0.01,3,1.0,0.8,1.0,5,0.8070929401190026,56,False
__POOL__,126,walk_forward,GFC,True,0.01,3,1.0,0.8,5.0,1,0.8107338251073122,51,False
__POOL__,126,walk_forward,GFC,True,0.01,3,1.0,0.8,5.0,5,0.8107338251073122,51,False
__POOL__,126,walk_forward,GFC,True,0.01,3,1.0,0.8,10.0,1,0.8100789663882925,56,False
__POOL__,126,walk_forward,GFC,True,0.01,3,1.0,0.8,10.0,5,0.8100789663882925,56,False
__POOL__,126,walk_forward,GFC,True,0.01,3,1.0,1.0,1.0,1,0.8088395186397704,49,False
__POOL__,126,walk_forward,GFC,True,0.01,3,1.0,1.0,1.0,5,0.8088395186397704,49,False
__POOL__,126,walk_forward,GFC,True,0.01,3,1.0,1.0,5.0,1,0.8078861824515838,52,False
__POOL__,126,walk_forward,GFC,True,0.01,3,1.0,1.0,5.0,5,0.8078861824515838,52,False
__POOL__,126,walk_forward,GFC,True,0.01,3,1.0,1.0,10.0,1,0.8078906187004501,50,False
__POOL__,126,walk_forward,GFC,True,0.01,3,1.0,1.0,10.0,5,0.8078906187004501,50,False
__POOL__,126,walk_forward,GFC,True,0.01,5,0.8,0.8,1.0,1,0.9102141014398781,2,False
__POOL__,126,walk_forward,GFC,True,0.01,5,0.8,0.8,1.0,5,0.9102141014398781,2,False
__POOL__,126,walk_forward,GFC,True,0.01,5,0.8,0.8,5.0,1,0.9098457187927839,2,False
__POOL__,126,walk_forward,GFC,True,0.01,5,0.8,0.8,5.0,5,0.9098457228720984,2,False
__POOL__,126,walk_forward,GFC,True,0.01,5,0.8,0.8,10.0,1,0.8594204278252654,91,False
__POOL__,126,walk_forward,GFC,True,0.01,5,0.8,0.8,10.0,5,0.8625722502610202,91,False
__POOL__,126,walk_forward,GFC,True,0.01,5,0.8,1.0,1.0,1,0.9150934270152092,2,False
__POOL__,126,walk_forward,GFC,True,0.01,5,0.8,1.0,1.0,5,0.9150934270152092,2,False
__POOL__,126,walk_forward,GFC,True,0.01,5,0.8,1.0,5.0,1,0.9155619031942974,2,False
__POOL__,126,walk_forward,GFC,True,0.01,5,0.8,1.0,5.0,5,0.9155619031942974,2,False
__POOL__,126,walk_forward,GFC,True,0.01,5,0.8,1.0,10.0,1,0.9149533610729957,7,False
__POOL__,126,walk_forward,GFC,True,0.01,5,0.8,1.0,10.0,5,0.915050809460226,4,False
__POOL__,126,walk_forward,GFC,True,0.01,5,1.0,0.8,1.0,1,0.8519981925687424,111,False
__POOL__,126,walk_forward,GFC,True,0.01,5,1.0,0.8,1.0,5,0.8540437928713466,104,False
__POOL__,126,walk_forward,GFC,True,0.01,5,1.0,0.8,5.0,1,0.8578308151716966,109,False
__POOL__,126,walk_forward,GFC,True,0.01,5,1.0,0.8,5.0,5,0.8571668683768493,107,False
__POOL__,126,walk_forward,GFC,True,0.01,5,1.0,0.8,10.0,1,0.8647148435996609,82,False
__POOL__,126,walk_forward,GFC,True,0.01,5,1.0,0.8,10.0,5,0.8601679004797407,116,False
__POOL__,126,walk_forward,GFC,True,0.01,5,1.0,1.0,1.0,1,0.9146272412755333,7,False
__POOL__,126,walk_forward,GFC,True,0.01,5,1.0,1.0,1.0,5,0.9146272412755333,7,False
__POOL__,126,walk_forward,GFC,True,0.01,5,1.0,1.0,5.0,1,0.9144385800571027,7,False
__POOL__,126,walk_forward,GFC,True,0.01,5,1.0,1.0,5.0,5,0.9144385800571027,7,False
__POOL__,126,walk_forward,GFC,True,0.01,5,1.0,1.0,10.0,1,0.9138403359330455,7,False
__POOL__,126,walk_forward,GFC,True,0.01,5,1.0,1.0,10.0,5,0.9138920229042157,7,False
__POOL__,126,walk_forward,GFC,True,0.05,3,0.8,0.8,1.0,1,0.8070241676498131,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,0.8,0.8,1.0,5,0.8070241676498131,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,0.8,0.8,5.0,1,0.8056666821902714,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,0.8,0.8,5.0,5,0.8056666821902714,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,0.8,0.8,10.0,1,0.8198944860871025,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,0.8,0.8,10.0,5,0.8198944860871025,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,0.8,1.0,1.0,1,0.8070005876943754,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,0.8,1.0,1.0,5,0.8070005876943754,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,0.8,1.0,5.0,1,0.8050808053683459,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,0.8,1.0,5.0,5,0.8050808053683459,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,0.8,1.0,10.0,1,0.8080095331229615,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,0.8,1.0,10.0,5,0.8080095331229615,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,1.0,0.8,1.0,1,0.8106869289403114,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,1.0,0.8,1.0,5,0.8106869289403114,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,1.0,0.8,5.0,1,0.8106716025397065,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,1.0,0.8,5.0,5,0.8106716025397065,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,1.0,0.8,10.0,1,0.8079053400972985,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,1.0,0.8,10.0,5,0.8079053400972985,12,False
__POOL__,126,walk_forward,GFC,True,0.05,3,1.0,1.0,1.0,1,0.7979860019058428,11,False
__POOL__,126,walk_forward,GFC,True,0.05,3,1.0,1.0,1.0,5,0.7979860019058428,11,False
__POOL__,126,walk_forward,GFC,True,0.05,3,1.0,1.0,5.0,1,0.7970179937330478,11,False
__POOL__,126,walk_forward,GFC,True,0.05,3,1.0,1.0,5.0,5,0.7970179937330478,11,False
__POOL__,126,walk_forward,GFC,True,0.05,3,1.0,1.0,10.0,1,0.7992867752898822,11,False
__POOL__,126,walk_forward,GFC,True,0.05,3,1.0,1.0,10.0,5,0.7992867752898822,11,False
__POOL__,126,walk_forward,GFC,True,0.05,5,0.8,0.8,1.0,1,0.8458820574049524,25,False
__POOL__,126,walk_forward,GFC,True,0.05,5,0.8,0.8,1.0,5,0.8315920869419839,24,False
__POOL__,126,walk_forward,GFC,True,0.05,5,0.8,0.8,5.0,1,0.8280035649740759,25,False
__POOL__,126,walk_forward,GFC,True,0.05,5,0.8,0.8,5.0,5,0.8285526106475458,25,False
__POOL__,126,walk_forward,GFC,True,0.05,5,0.8,0.8,10.0,1,0.8356613815058791,21,False
__POOL__,126,walk_forward,GFC,True,0.05,5,0.8,0.8,10.0,5,0.8362522474156878,21,False
__POOL__,126,walk_forward,GFC,True,0.05,5,0.8,1.0,1.0,1,0.8800501685584213,36,False
__POOL__,126,walk_forward,GFC,True,0.05,5,0.8,1.0,1.0,5,0.8879551750537962,20,False
__POOL__,126,walk_forward,GFC,True,0.05,5,0.8,1.0,5.0,1,0.8874189748232856,23,False
__POOL__,126,walk_forward,GFC,True,0.05,5,0.8,1.0,5.0,5,0.8844067076690698,24,False
__POOL__,126,walk_forward,GFC,True,0.05,5,0.8,1.0,10.0,1,0.8771172916268887,20,False
__POOL__,126,walk_forward,GFC,True,0.05,5,0.8,1.0,10.0,5,0.8766012788883195,24,False
__POOL__,126,walk_forward,GFC,True,0.05,5,1.0,0.8,1.0,1,0.8422552188060984,22,False
__POOL__,126,walk_forward,GFC,True,0.05,5,1.0,0.8,1.0,5,0.8409081829817031,20,False
__POOL__,126,walk_forward,GFC,True,0.05,5,1.0,0.8,5.0,1,0.8331568980925922,20,False
__POOL__,126,walk_forward,GFC,True,0.05,5,1.0,0.8,5.0,5,0.8311945797215068,25,False
__POOL__,126,walk_forward,GFC,True,0.05,5,1.0,0.8,10.0,1,0.8224005266275268,21,False
__POOL__,126,walk_forward,GFC,True,0.05,5,1.0,0.8,10.0,5,0.8239782716250782,21,False
__POOL__,126,walk_forward,GFC,True,0.05,5,1.0,1.0,1.0,1,0.8771484806118324,28,False
__POOL__,126,walk_forward,GFC,True,0.05,5,1.0,1.0,1.0,5,0.8745034171203062,29,False
__POOL__,126,walk_forward,GFC,True,0.05,5,1.0,1.0,5.0,1,0.8906349497538183,28,False
__POOL__,126,walk_forward,GFC,True,0.05,5,1.0,1.0,5.0,5,0.9061625767638087,25,False
__POOL__,126,walk_forward,GFC,True,0.05,5,1.0,1.0,10.0,1,0.9140199775509343,1,False
__POOL__,126,walk_forward,GFC,True,0.05,5,1.0,1.0,10.0,5,0.9140174411238308,1,False
__POOL__,126,walk_forward,GFC,True,0.1,3,0.8,0.8,1.0,1,0.8060697072595144,8,False
__POOL__,126,walk_forward,GFC,True,0.1,3,0.8,0.8,1.0,5,0.8060697072595144,8,False
__POOL__,126,walk_forward,GFC,True,0.1,3,0.8,0.8,5.0,1,0.7948383920083413,53,False
__POOL__,126,walk_forward,GFC,True,0.1,3,0.8,0.8,5.0,5,0.795258629019878,53,False
__POOL__,126,walk_forward,GFC,True,0.1,3,0.8,0.8,10.0,1,0.8192849917299537,6,False
__POOL__,126,walk_forward,GFC,True,0.1,3,0.8,0.8,10.0,5,0.8192849917299537,6,False
__POOL__,126,walk_forward,GFC,True,0.1,3,0.8,1.0,1.0,1,0.809573679844488,4,False
__POOL__,126,walk_forward,GFC,True,0.1,3,0.8,1.0,1.0,5,0.809573679844488,4,False
__POOL__,126,walk_forward,GFC,True,0.1,3,0.8,1.0,5.0,1,0.8102292879346888,4,False
__POOL__,126,walk_forward,GFC,True,0.1,3,0.8,1.0,5.0,5,0.8102292879346888,4,False
__POOL__,126,walk_forward,GFC,True,0.1,3,0.8,1.0,10.0,1,0.8109938644854553,4,False
__POOL__,126,walk_forward,GFC,True,0.1,3,0.8,1.0,10.0,5,0.8109938644854553,4,False
__POOL__,126,walk_forward,GFC,True,0.1,3,1.0,0.8,1.0,1,0.8017461559393366,7,False
__POOL__,126,walk_forward,GFC,True,0.1,3,1.0,0.8,1.0,5,0.8017461559393366,7,False
__POOL__,126,walk_forward,GFC,True,0.1,3,1.0,0.8,5.0,1,0.7841092623064124,37,True
__POOL__,126,walk_forward,GFC,True,0.1,3,1.0,0.8,5.0,5,0.802495968538213,7,False
__POOL__,126,walk_forward,GFC,True,0.1,3,1.0,0.8,10.0,1,0.8269858899264396,4,False
__POOL__,126,walk_forward,GFC,True,0.1,3,1.0,0.8,10.0,5,0.8269858899264396,4,False
__POOL__,126,walk_forward,GFC,True,0.1,3,1.0,1.0,1.0,1,0.8006593319662594,5,False
__POOL__,126,walk_forward,GFC,True,0.1,3,1.0,1.0,1.0,5,0.8006593319662594,5,False
__POOL__,126,walk_forward,GFC,True,0.1,3,1.0,1.0,5.0,1,0.812943958143426,4,False
__POOL__,126,walk_forward,GFC,True,0.1,3,1.0,1.0,5.0,5,0.812943958143426,4,False
__POOL__,126,walk_forward,GFC,True,0.1,3,1.0,1.0,10.0,1,0.8136000647349585,4,False
__POOL__,126,walk_forward,GFC,True,0.1,3,1.0,1.0,10.0,5,0.8136000647349585,4,False
__POOL__,126,walk_forward,GFC,True,0.1,5,0.8,0.8,1.0,1,0.8004750413504871,12,False
__POOL__,126,walk_forward,GFC,True,0.1,5,0.8,0.8,1.0,5,0.8090129740981258,11,False
__POOL__,126,walk_forward,GFC,True,0.1,5,0.8,0.8,5.0,1,0.8130240630526342,11,False
__POOL__,126,walk_forward,GFC,True,0.1,5,0.8,0.8,5.0,5,0.8137221231170989,11,False
__POOL__,126,walk_forward,GFC,True,0.1,5,0.8,0.8,10.0,1,0.8117299736942125,11,False
__POOL__,126,walk_forward,GFC,True,0.1,5,0.8,0.8,10.0,5,0.8128069491203285,11,False
__POOL__,126,walk_forward,GFC,True,0.1,5,0.8,1.0,1.0,1,0.8771640523686002,12,False
__POOL__,126,walk_forward,GFC,True,0.1,5,0.8,1.0,1.0,5,0.8731619728956103,12,False
__POOL__,126,walk_forward,GFC,True,0.1,5,0.8,1.0,5.0,1,0.8573004583366868,12,False
__POOL__,126,walk_forward,GFC,True,0.1,5,0.8,1.0,5.0,5,0.8587062115181346,9,False
__POOL__,126,walk_forward,GFC,True,0.1,5,0.8,1.0,10.0,1,0.8748402156447826,12,False
__POOL__,126,walk_forward,GFC,True,0.1,5,0.8,1.0,10.0,5,0.8710598993291457,12,False
__POOL__,126,walk_forward,GFC,True,0.1,5,1.0,0.8,1.0,1,0.8435067419018726,18,False
__POOL__,126,walk_forward,GFC,True,0.1,5,1.0,0.8,1.0,5,0.8575523581392748,6,False
__POOL__,126,walk_forward,GFC,True,0.1,5,1.0,0.8,5.0,1,0.8565503097789334,5,False
__POOL__,126,walk_forward,GFC,True,0.1,5,1.0,0.8,5.0,5,0.8572294335644592,5,False
__POOL__,126,walk_forward,GFC,True,0.1,5,1.0,0.8,10.0,1,0.836212624808007,9,False
__POOL__,126,walk_forward,GFC,True,0.1,5,1.0,0.8,10.0,5,0.8362094794629689,9,False
__POOL__,126,walk_forward,GFC,True,0.1,5,1.0,1.0,1.0,1,0.8821743030019203,12,False
__POOL__,126,walk_forward,GFC,True,0.1,5,1.0,1.0,1.0,5,0.8817485322424704,12,False
__POOL__,126,walk_forward,GFC,True,0.1,5,1.0,1.0,5.0,1,0.8596602361644687,12,False
__POOL__,126,walk_forward,GFC,True,0.1,5,1.0,1.0,5.0,5,0.8576931505316362,9,False
__POOL__,126,walk_forward,GFC,True,0.1,5,1.0,1.0,10.0,1,0.8639988931739464,13,False
__POOL__,126,walk_forward,GFC,True,0.1,5,1.0,1.0,10.0,5,0.8639737070006068,13,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,0.8,0.8,1.0,1,0.3780450348592013,64,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,0.8,0.8,1.0,5,0.3780450348592013,64,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,0.8,0.8,5.0,1,0.37856026773556534,64,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,0.8,0.8,5.0,5,0.37856026773556534,64,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,0.8,0.8,10.0,1,0.3795940541946964,69,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,0.8,0.8,10.0,5,0.3795940541946964,69,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,0.8,1.0,1.0,1,0.345958941609567,236,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,0.8,1.0,1.0,5,0.34595719969391303,236,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,0.8,1.0,5.0,1,0.34516253472414016,260,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,0.8,1.0,5.0,5,0.3438084812840634,261,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,0.8,1.0,10.0,1,0.34542318741614203,260,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,0.8,1.0,10.0,5,0.3445766942162934,260,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,1.0,0.8,1.0,1,0.37772841912974603,68,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,1.0,0.8,1.0,5,0.37772841912974603,68,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,1.0,0.8,5.0,1,0.3779247629876028,68,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,1.0,0.8,5.0,5,0.3779247629876028,68,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,1.0,0.8,10.0,1,0.3810200631723175,68,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,1.0,0.8,10.0,5,0.3810200631723175,68,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,1.0,1.0,1.0,1,0.34914744721410423,205,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,1.0,1.0,1.0,5,0.3487657075495733,205,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,1.0,1.0,5.0,1,0.3511691590112597,195,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,1.0,1.0,5.0,5,0.35132370101502436,195,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,1.0,1.0,10.0,1,0.35243722935465827,196,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,3,1.0,1.0,10.0,5,0.3520248752048563,197,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,0.8,0.8,1.0,1,0.3642334098334811,62,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,0.8,0.8,1.0,5,0.36318677962347967,63,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,0.8,0.8,5.0,1,0.36545704332162865,72,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,0.8,0.8,5.0,5,0.3636410397411675,54,False
__POOL__,126,walk_forward,ZIRP_early,True,0.01,5,0.8,0.8,10.0,1,0.3665960512775948,62,False
