security,horizon,scheme,fold,use_categoricals,bucket,shap_abs,shap_share_pct
__POOL__,5,walk_forward,GFC,True,momentum,0.017484345674347423,55.50175618483544
__POOL__,5,walk_forward,GFC,True,carry_roll,0.0018552553374320269,5.889264106110746
__POOL__,5,walk_forward,GFC,True,curve,0.0067367785377427936,21.385017594430977
__POOL__,5,walk_forward,GFC,True,vol,0.0029053218313492835,9.222562109293573
__POOL__,5,walk_forward,GFC,True,macro,0.0022992976155364886,7.298817927233799
__POOL__,5,walk_forward,GFC,True,credit,0.0,0.0
__POOL__,5,walk_forward,GFC,True,cross_market,0.00019015789439436048,0.6036312303515126
__POOL__,5,walk_forward,GFC,True,categorical,3.117182131973095e-05,0.09895084774395115
__POOL__,5,walk_forward,ZIRP_early,True,momentum,0.0028493041845649714,11.614051193244753
__POOL__,5,walk_forward,ZIRP_early,True,carry_roll,0.0006187280523590744,2.5219979368022623
__POOL__,5,walk_forward,ZIRP_early,True,curve,0.009462511781748617,38.57015226567997
__POOL__,5,walk_forward,ZIRP_early,True,vol,0.00342800125508802,13.972878811174784
__POOL__,5,walk_forward,ZIRP_early,True,macro,0.006441939900469151,26.257996669203543
__POOL__,5,walk_forward,ZIRP_early,True,credit,0.0,0.0
__POOL__,5,walk_forward,ZIRP_early,True,cross_market,0.0009587000013198121,3.907757885103481
__POOL__,5,walk_forward,ZIRP_early,True,categorical,0.0007740645678495639,3.155165238791203
__POOL__,5,walk_forward,ZIRP_late,True,momentum,0.0002563728688755873,9.380437547219097
__POOL__,5,walk_forward,ZIRP_late,True,carry_roll,0.0,0.0
__POOL__,5,walk_forward,ZIRP_late,True,curve,0.0008835980161165935,32.33000451015221
__POOL__,5,walk_forward,ZIRP_late,True,vol,0.0006559473351899214,24.00048429071414
__POOL__,5,walk_forward,ZIRP_late,True,macro,0.0005037902282438722,18.433201585126472
__POOL__,5,walk_forward,ZIRP_late,True,credit,0.0,0.0
__POOL__,5,walk_forward,ZIRP_late,True,cross_market,0.00021230967468000017,7.7682075047208246
__POOL__,5,walk_forward,ZIRP_late,True,categorical,0.0002210406237281859,8.087664562067259
__POOL__,5,walk_forward,COVID,True,momentum,0.003654451938928105,7.264463827477438
__POOL__,5,walk_forward,COVID,True,carry_roll,0.008294458501040936,16.488052040711217
__POOL__,5,walk_forward,COVID,True,curve,0.019315098237711936,38.395314760436364
__POOL__,5,walk_forward,COVID,True,vol,0.003962001318541297,7.87582262510291
__POOL__,5,walk_forward,COVID,True,macro,0.010817790036526276,21.504030078075406
__POOL__,5,walk_forward,COVID,True,credit,0.0,0.0
__POOL__,5,walk_forward,COVID,True,cross_market,0.00111315667618328,2.2127767839301007
__POOL__,5,walk_forward,COVID,True,categorical,0.0031489161774516106,6.259539884266563
__POOL__,5,walk_forward,Hiking,True,momentum,0.0003199672282789834,9.74154743206835
__POOL__,5,walk_forward,Hiking,True,carry_roll,5.749251795350574e-05,1.7503857930874995
__POOL__,5,walk_forward,Hiking,True,curve,0.0015697154740337282,47.79069977697343
__POOL__,5,walk_forward,Hiking,True,vol,0.0006386844074768305,19.44503655272212
__POOL__,5,walk_forward,Hiking,True,macro,0.0002115212209901074,6.4398595388885544
__POOL__,5,walk_forward,Hiking,True,credit,0.0,0.0
__POOL__,5,walk_forward,Hiking,True,cross_market,5.167321523913415e-05,1.5732144817674945
__POOL__,5,walk_forward,Hiking,True,categorical,0.00043550858390517533,13.259256424492548
