security,horizon,scheme,fold,use_categoricals,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,min_child_weight,val_mse,best_n_estimators,selected
__POOL__,63,walk_forward,GFC,True,0.01,3,0.8,0.8,1.0,1,0.29102843210506424,158,False
__POOL__,63,walk_forward,GFC,True,0.01,3,0.8,0.8,1.0,5,0.29115566866025966,158,False
__POOL__,63,walk_forward,GFC,True,0.01,3,0.8,0.8,5.0,1,0.2899698009135104,210,False
__POOL__,63,walk_forward,GFC,True,0.01,3,0.8,0.8,5.0,5,0.2904611876053028,193,False
__POOL__,63,walk_forward,GFC,True,0.01,3,0.8,0.8,10.0,1,0.28983076818124637,216,False
__POOL__,63,walk_forward,GFC,True,0.01,3,0.8,0.8,10.0,5,0.28983078524663347,216,False
__POOL__,63,walk_forward,GFC,True,0.01,3,0.8,1.0,1.0,1,0.29086669289402406,159,False
__POOL__,63,walk_forward,GFC,True,0.01,3,0.8,1.0,1.0,5,0.2904167989591898,168,False
__POOL__,63,walk_forward,GFC,True,0.01,3,0.8,1.0,5.0,1,0.28959005481605943,168,False
__POOL__,63,walk_forward,GFC,True,0.01,3,0.8,1.0,5.0,5,0.29058797560615773,169,False
__POOL__,63,walk_forward,GFC,True,0.01,3,0.8,1.0,10.0,1,0.29066972102225175,150,False
__POOL__,63,walk_forward,GFC,True,0.01,3,0.8,1.0,10.0,5,0.29089611894771106,169,False
__POOL__,63,walk_forward,GFC,True,0.01,3,1.0,0.8,1.0,1,0.2903728921965416,158,False
__POOL__,63,walk_forward,GFC,True,0.01,3,1.0,0.8,1.0,5,0.2903728921965416,158,False
__POOL__,63,walk_forward,GFC,True,0.01,3,1.0,0.8,5.0,1,0.29043448826831836,155,False
__POOL__,63,walk_forward,GFC,True,0.01,3,1.0,0.8,5.0,5,0.29043448826831836,155,False
__POOL__,63,walk_forward,GFC,True,0.01,3,1.0,0.8,10.0,1,0.29126523352970896,158,False
__POOL__,63,walk_forward,GFC,True,0.01,3,1.0,0.8,10.0,5,0.29126523352970896,158,False
__POOL__,63,walk_forward,GFC,True,0.01,3,1.0,1.0,1.0,1,0.2919962598254702,162,False
__POOL__,63,walk_forward,GFC,True,0.01,3,1.0,1.0,1.0,5,0.2919962598254702,162,False
__POOL__,63,walk_forward,GFC,True,0.01,3,1.0,1.0,5.0,1,0.2912145142621996,160,False
__POOL__,63,walk_forward,GFC,True,0.01,3,1.0,1.0,5.0,5,0.2912145142621996,160,False
__POOL__,63,walk_forward,GFC,True,0.01,3,1.0,1.0,10.0,1,0.29104501344317235,158,False
__POOL__,63,walk_forward,GFC,True,0.01,3,1.0,1.0,10.0,5,0.29104501344317235,158,False
__POOL__,63,walk_forward,GFC,True,0.01,5,0.8,0.8,1.0,1,0.24844914129576698,500,False
__POOL__,63,walk_forward,GFC,True,0.01,5,0.8,0.8,1.0,5,0.25783305075947216,500,False
__POOL__,63,walk_forward,GFC,True,0.01,5,0.8,0.8,5.0,1,0.2619207861470862,500,False
__POOL__,63,walk_forward,GFC,True,0.01,5,0.8,0.8,5.0,5,0.26291546668272625,500,False
__POOL__,63,walk_forward,GFC,True,0.01,5,0.8,0.8,10.0,1,0.26970656917646774,497,False
__POOL__,63,walk_forward,GFC,True,0.01,5,0.8,0.8,10.0,5,0.2702255562024868,500,False
__POOL__,63,walk_forward,GFC,True,0.01,5,0.8,1.0,1.0,1,0.24709102678853542,498,False
__POOL__,63,walk_forward,GFC,True,0.01,5,0.8,1.0,1.0,5,0.2850094176053915,155,False
__POOL__,63,walk_forward,GFC,True,0.01,5,0.8,1.0,5.0,1,0.26111855796774375,500,False
__POOL__,63,walk_forward,GFC,True,0.01,5,0.8,1.0,5.0,5,0.26375324345461637,500,False
__POOL__,63,walk_forward,GFC,True,0.01,5,0.8,1.0,10.0,1,0.26685323410439493,498,False
__POOL__,63,walk_forward,GFC,True,0.01,5,0.8,1.0,10.0,5,0.2807500646090873,214,False
__POOL__,63,walk_forward,GFC,True,0.01,5,1.0,0.8,1.0,1,0.27323027269587224,270,False
__POOL__,63,walk_forward,GFC,True,0.01,5,1.0,0.8,1.0,5,0.2561947996597865,500,False
