security,horizon,scheme,fold,use_categoricals,ntrees,depth,tau_w,xgb_max_depth,xgb_lr,xgb_subsample,xgb_colsample,xgb_reg_lambda,xgb_min_child_weight,importance_type,feature,relevance
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,chg_lag1,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,chg_lag2,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,chg_lag3,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,chg_lag4,31.43988037109375
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,chg_lag5,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,carry_roll,355.6044006347656
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,mom_63d,150.68333435058594
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,mom_1m,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,mom_3m,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,mom_6m,185.3760223388672
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,mom_12m,323.81561279296875
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,dev_ma_3m,714.8838500976562
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,dev_ma_12m,291.2803955078125
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,vol_20d,77.5467758178711
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,vol_regime,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,vol_zscore,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,level_zscore,296.4443664550781
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,slope_10_1,128.61936950683594
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,slope_10_5,107.97940826416016
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,slope_5_1,103.67887115478516
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,sofr_mom_1m,30.243026733398438
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,ibor_level,661.2180786132812
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,ibor_chg_1d,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,ibor_mom_1m,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,ibor_term_slope,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,swap_ibor_basis,544.8793334960938
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,move_level,59.554901123046875
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,move_zscore,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,vix_level,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,vix_zscore,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,v2x_level,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,vxn_level,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,ovx_level,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,gvz_level,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,spx_mom_1m,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,spx_mom_3m,390.46063232421875
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,sx5e_mom_1m,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,sx5e_mom_3m,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,mxwo_mom_1m,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,ndx_mom_1m,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,oil_mom_1m,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,oil_mom_3m,382.34130859375
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,copper_mom_1m,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,opec_prod,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,natgas_mom_1m,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,be5y_level,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,be10y_level,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,be_slope,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,be5y_chg_1m,0.0
__POOL__,126,walk_forward,GFC,True,37,3,,3,0.1,1.0,0.8,5.0,1,gain,ig_spread,0.0
