security,horizon,scheme,fold,use_categoricals,learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,min_child_weight,val_mse,best_n_estimators,selected
__POOL__,5,walk_forward,GFC,True,0.01,3,0.8,0.8,1.0,1,0.11027870425102161,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,0.8,0.8,1.0,5,0.11027870425102161,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,0.8,0.8,5.0,1,0.11027892506520871,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,0.8,0.8,5.0,5,0.11027892506520871,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,0.8,0.8,10.0,1,0.11027889846236094,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,0.8,0.8,10.0,5,0.11027889846236094,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,0.8,1.0,1.0,1,0.11027870425102161,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,0.8,1.0,1.0,5,0.11027870425102161,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,0.8,1.0,5.0,1,0.11027892506520871,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,0.8,1.0,5.0,5,0.11027892506520871,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,0.8,1.0,10.0,1,0.11027889846236094,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,0.8,1.0,10.0,5,0.11027889846236094,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,1.0,0.8,1.0,1,0.11028039393900145,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,1.0,0.8,1.0,5,0.11028039393900145,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,1.0,0.8,5.0,1,0.1102803162554073,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,1.0,0.8,5.0,5,0.1102803162554073,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,1.0,0.8,10.0,1,0.11028022221614184,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,1.0,0.8,10.0,5,0.11028022221614184,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,1.0,1.0,1.0,1,0.11028039393900145,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,1.0,1.0,1.0,5,0.11028039393900145,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,1.0,1.0,5.0,1,0.1102803162554073,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,1.0,1.0,5.0,5,0.1102803162554073,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,1.0,1.0,10.0,1,0.11028022221614184,1,False
__POOL__,5,walk_forward,GFC,True,0.01,3,1.0,1.0,10.0,5,0.11028022221614184,1,False
__POOL__,5,walk_forward,GFC,True,0.01,5,0.8,0.8,1.0,1,0.11027097612544921,5,False
__POOL__,5,walk_forward,GFC,True,0.01,5,0.8,0.8,1.0,5,0.11026937114810052,4,False
__POOL__,5,walk_forward,GFC,True,0.01,5,0.8,0.8,5.0,1,0.1102570158986505,4,False
__POOL__,5,walk_forward,GFC,True,0.01,5,0.8,0.8,5.0,5,0.11026521209235515,2,False
__POOL__,5,walk_forward,GFC,True,0.01,5,0.8,0.8,10.0,1,0.11025136290783426,7,False
__POOL__,5,walk_forward,GFC,True,0.01,5,0.8,0.8,10.0,5,0.11026036793974905,4,False
__POOL__,5,walk_forward,GFC,True,0.01,5,0.8,1.0,1.0,1,0.11026752014434353,12,False
__POOL__,5,walk_forward,GFC,True,0.01,5,0.8,1.0,1.0,5,0.11027583183664329,1,False
__POOL__,5,walk_forward,GFC,True,0.01,5,0.8,1.0,5.0,1,0.1102673879009745,1,False
__POOL__,5,walk_forward,GFC,True,0.01,5,0.8,1.0,5.0,5,0.11026859972872607,2,False
__POOL__,5,walk_forward,GFC,True,0.01,5,0.8,1.0,10.0,1,0.11026701582390551,8,False
__POOL__,5,walk_forward,GFC,True,0.01,5,0.8,1.0,10.0,5,0.11026843138278089,2,False
__POOL__,5,walk_forward,GFC,True,0.01,5,1.0,0.8,1.0,1,0.11025443044417021,4,False
__POOL__,5,walk_forward,GFC,True,0.01,5,1.0,0.8,1.0,5,0.11024982735677877,13,False
__POOL__,5,walk_forward,GFC,True,0.01,5,1.0,0.8,5.0,1,0.11025632945561295,4,False
__POOL__,5,walk_forward,GFC,True,0.01,5,1.0,0.8,5.0,5,0.11026990899165594,1,False
__POOL__,5,walk_forward,GFC,True,0.01,5,1.0,0.8,10.0,1,0.11025368405659652,4,False
__POOL__,5,walk_forward,GFC,True,0.01,5,1.0,0.8,10.0,5,0.11026083191350328,4,False
__POOL__,5,walk_forward,GFC,True,0.01,5,1.0,1.0,1.0,1,0.1102679668098143,2,False
__POOL__,5,walk_forward,GFC,True,0.01,5,1.0,1.0,1.0,5,0.11027024503619005,1,False
__POOL__,5,walk_forward,GFC,True,0.01,5,1.0,1.0,5.0,1,0.11026923984953857,2,False
__POOL__,5,walk_forward,GFC,True,0.01,5,1.0,1.0,5.0,5,0.11027167065330627,1,False
__POOL__,5,walk_forward,GFC,True,0.01,5,1.0,1.0,10.0,1,0.11027005215686184,3,False
__POOL__,5,walk_forward,GFC,True,0.01,5,1.0,1.0,10.0,5,0.11027160175556618,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,0.8,0.8,1.0,1,0.11032498078177408,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,0.8,0.8,1.0,5,0.11032498078177408,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,0.8,0.8,5.0,1,0.11032551168244206,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,0.8,0.8,5.0,5,0.11032551168244206,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,0.8,0.8,10.0,1,0.11032468918854173,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,0.8,0.8,10.0,5,0.11032468918854173,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,0.8,1.0,1.0,1,0.11032498078177408,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,0.8,1.0,1.0,5,0.11032498078177408,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,0.8,1.0,5.0,1,0.11032551168244206,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,0.8,1.0,5.0,5,0.11032551168244206,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,0.8,1.0,10.0,1,0.11032468918854173,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,0.8,1.0,10.0,5,0.11032468918854173,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,1.0,0.8,1.0,1,0.11033244114674944,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,1.0,0.8,1.0,5,0.11033244114674944,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,1.0,0.8,5.0,1,0.11033159793343529,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,1.0,0.8,5.0,5,0.11033159793343529,1,False
__POOL__,5,walk_forward,GFC,True,0.05,3,1.0,0.8,10.0,1,0.11033058950979055,1,False
