security,horizon,scheme,fold,use_categoricals,ntrees,depth,tau_w,xgb_max_depth,xgb_lr,xgb_subsample,xgb_colsample,xgb_reg_lambda,xgb_min_child_weight,importance_type,feature,relevance
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,chg_lag1,20.470054626464844
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,chg_lag2,0.0
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,chg_lag3,4.1830925941467285
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,chg_lag4,0.0
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,chg_lag5,41.14371871948242
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,carry_roll,39.49485397338867
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,mom_63d,15.59763240814209
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,mom_1m,35.495582580566406
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,mom_3m,5.212162017822266
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,mom_6m,4.696210861206055
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,mom_12m,5.374404430389404
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,dev_ma_3m,5.241828441619873
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,dev_ma_12m,15.87955093383789
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,vol_20d,0.0
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,vol_regime,0.0
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,vol_zscore,0.0
__POOL__,5,walk_forward,GFC,True,18,3,,3,0.1,1.0,1.0,1.0,1,gain,level_zscore,0.0
