notebook,run_ts,model_kind,is_pooled,validation_scheme,target_kind,security,country,tenor,horizon,fold,regime,sample,config_hash,feature_count,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,reject_bonferroni,reject_fdr_bh,mtc_N,mtc_family
mean_reversion,2026-06-30T09:07:53.012573+00:00,mean_reversion,False,walk_forward,level_change,NOR_1Y,NOR,1Y,5,COVID,COVID,train,bf4168325708,1,3372,0.46144721233689207,1.0,0.0006912288434323122,0.006635098588718592,0.006643629629300119,0.045121588230026266,0.0012840933431783608,0.6221556405138359,0.2669197657151733,0.3443036766560256,0.36531969787317997,,,0.999996550748882,674,False,False,,
mean_reversion,2026-06-30T09:07:53.012573+00:00,mean_reversion,False,walk_forward,level_change,NOR_1Y,NOR,1Y,5,COVID,COVID,oos,bf4168325708,1,548,0.5,1.0,-0.0029687755852421116,0.0046525688109285215,0.004668730940875911,0.03576297128260655,0.0034617822599041226,1.8351853496823565,0.03323911555352366,1.7981520705699428,0.03635208837316731,-0.36517551694511263,0.6425098035831347,0.5170341967686753,110,False,False,150.0,walk_forward:{horizon×tenor×regime}
mean_reversion,2026-06-30T09:07:53.012573+00:00,mean_reversion,False,walk_forward,level_change,NOR_1Y,NOR,1Y,5,Hiking,Hiking,train,bf4168325708,1,3920,0.4573979591836735,1.0,0.0005982193946013625,0.006355876506774497,0.006366067958061225,0.043866248244755136,0.0016009020566334353,0.8125909521869426,0.20822631037730166,0.43911902318427165,0.330299752377344,,,0.9999999569232098,784,False,False,,
mean_reversion,2026-06-30T09:07:53.012573+00:00,mean_reversion,False,walk_forward,level_change,NOR_1Y,NOR,1Y,5,Hiking,Hiking,oos,bf4168325708,1,1126,0.4325044404973357,1.0,-0.037975312109786774,0.009947201958177,0.00983345325044405,0.07111904324284907,-0.011567524127682693,-2.1549602501736462,0.9844175275458651,-2.554884374278439,0.9946234777829367,,,0.999997517668801,225,False,False,150.0,walk_forward:{horizon×tenor×regime}
mean_reversion,2026-06-30T09:07:53.012573+00:00,mean_reversion,False,walk_forward,level_change,NOR_5Y,NOR,5Y,5,GFC,GFC,train,bf4168325708,1,970,0.5010309278350515,1.0,0.005089382327327585,0.010759244573702975,0.01081429854123711,0.07589469915352598,0.005090849612131909,1.1986220455915266,0.11533747101687641,0.6732319027984696,0.2504801488974929,0.316510417779417,0.37580755953405565,0.48719403627910324,194,False,False,,
mean_reversion,2026-06-30T09:07:53.012573+00:00,mean_reversion,False,walk_forward,level_change,NOR_5Y,NOR,5Y,5,GFC,GFC,oos,bf4168325708,1,764,0.4293193717277487,1.0,-0.060800122273748425,0.009011621479637133,0.008620882964659687,0.07191637903167801,-0.045324651381909886,-1.3450069012110242,0.9106884970321855,-2.465406421754369,0.9930475720068771,,,0.9999608896058193,153,False,False,150.0,walk_forward:{horizon×tenor×regime}
mean_reversion,2026-06-30T09:07:53.012573+00:00,mean_reversion,False,walk_forward,level_change,NOR_5Y,NOR,5Y,5,ZIRP_early,ZIRP,train,bf4168325708,1,1734,0.48788927335640137,1.0,1.0011723993508248e-05,0.009814891056480687,0.009840090346020762,0.07327223428743809,0.0025608798958095536,1.1370243281366357,0.1277640578228696,0.5792991913009962,0.28123130104298827,,,0.8491117588712782,347,False,False,,
mean_reversion,2026-06-30T09:07:53.012573+00:00,mean_reversion,False,walk_forward,level_change,NOR_5Y,NOR,5Y,5,ZIRP_early,ZIRP,oos,bf4168325708,1,1027,0.5170399221032133,1.0,0.00011784400457326427,0.004717330981132673,0.004740670613437196,0.052749220297356715,0.00492327651669533,1.208723440657103,0.11338455650473667,0.6172172131918866,0.26861420543397685,0.0,0.5,0.14435455691243915,205,False,False,150.0,walk_forward:{horizon×tenor×regime}
mean_reversion,2026-06-30T09:07:53.012573+00:00,mean_reversion,False,walk_forward,level_change,NOR_5Y,NOR,5Y,5,ZIRP_late,ZIRP,train,bf4168325708,1,2761,0.4976457805143064,1.0,0.00020448563950126175,0.007923424545072697,0.007948363053241578,0.06571656011239228,0.0031375653077031496,1.4959250541636253,0.06733659327776143,0.7709301435790029,0.22040716421844825,,,0.6050458557171634,552,False,False,,
mean_reversion,2026-06-30T09:07:53.012573+00:00,mean_reversion,False,walk_forward,level_change,NOR_5Y,NOR,5Y,5,ZIRP_late,ZIRP,oos,bf4168325708,1,853,0.48300117233294254,1.0,-0.012011548142451645,0.0027608900231524533,0.0027333470867526373,0.041773395088446616,-0.010076633345726504,-0.599131983897232,0.7254575626314179,-1.1265483468841422,0.8698746581782666,,,0.847833512024945,171,False,False,150.0,walk_forward:{horizon×tenor×regime}
mean_reversion,2026-06-30T09:07:53.012573+00:00,mean_reversion,False,walk_forward,level_change,NOR_5Y,NOR,5Y,5,COVID,COVID,train,bf4168325708,1,3613,0.49986161084970937,1.0,0.0010669017877170672,0.006694660618252658,0.006711493344865763,0.05999662178100316,0.002508044893761552,1.3247923473783318,0.09262001684322108,0.6986588043926555,0.24240513233170677,2.590135811468694,0.0047969037099736545,0.5132713757322546,723,False,False,,
