notebook,run_ts,model_kind,is_pooled,validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,pca_k,xm_pca_evr,cat_n_trees,cat_depth,cat_lr
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_GFC,GFC,train,2b58b69fad5f,108,5,2223,0.5240665766981556,1.0,0.024404013993392426,0.004586539604247705,0.004710776948942871,0.05034021933388421,0.026373005141550054,5.170485969404219,1.1674300226527379e-07,4.776739355189346,9.489216218578663e-07,4.423355837894244,4.858974268717731e-06,0.012270630430953597,445,12,0.7541151611046726,2,6,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_GFC,GFC,oos,2b58b69fad5f,108,5,861,0.4831591173054588,1.0,-0.0061386898313506855,0.005493681182369104,0.005471852822299653,0.054203607903825085,-0.003989208185661175,-0.4237648983738092,0.6641313600676726,-0.9981262195400743,0.8407505452401629,0.9587166637278737,0.16885075070458866,0.846704568268829,172,12,0.7541151611046726,2,6,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_ZIRP,ZIRP,train,c4a3ef086de5,108,5,2012,0.547713717693837,1.0,0.028110980192154966,0.005977735151070723,0.00615917475024851,0.05796794090486969,0.029458426905400903,4.945767826999668,3.7922156215230984e-07,4.706617285259129,1.3451527858158274e-06,6.609613924975851,1.926614423553019e-11,1.0168162936628945e-05,402,12,0.726828290892842,2,6,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_ZIRP,ZIRP,oos,c4a3ef086de5,108,5,1074,0.4590316573556797,1.0,-0.009750920253014383,0.002613335817146336,0.002590232588454377,0.038915611606452745,-0.008919364536968066,-1.3106769879802316,0.9050165417580687,-1.7614637937992583,0.9607776484633089,-1.2511633090832104,0.8945625492146878,0.9967070112138017,215,12,0.726828290892842,2,6,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_COVID,COVID,train,a6c6413798a5,108,5,2726,0.5238444607483492,1.0,0.017286938403961227,0.004942828028426418,0.005031238201577404,0.05192527355323075,0.01757224953556502,3.3643808040302554,0.0003835780678592693,3.2939691259878003,0.0005002333367465654,3.8288235672301503,6.437863395403198e-05,0.006734448762733576,545,12,0.7130600957265246,3,4,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_COVID,COVID,oos,a6c6413798a5,108,5,354,0.4971751412429379,1.0,0.018230578788457907,0.003936755048925213,0.004010246101694915,0.04680914033301402,0.018325821135675713,1.724204471978831,0.04233546855939507,0.7966162742444679,0.2131046784279029,-0.0231606751622343,0.5092389465696687,0.5633276482196329,71,12,0.7130600957265246,3,4,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_Hiking,Hiking,train,81f36cd7fe99,108,5,2388,0.5829145728643216,1.0,0.09675397888766746,0.003464881238972446,0.003839720654313234,0.04414685779320884,0.09762153268095775,3.500927385037348,0.00023182107831065668,3.5147963005185203,0.00022414278472297636,9.000497244731926,0.0,2.7150397090377146e-16,478,12,0.7037388696009567,22,4,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_Hiking,Hiking,oos,81f36cd7fe99,108,5,700,0.47714285714285715,1.0,-0.025825634374552653,0.008644024734398363,0.008556237164285716,0.0727158436820923,-0.010260067413638163,-0.17000372557995308,0.5674963966434525,-1.0364662678088592,0.8498284567817893,1.5479695263918472,0.06081481679677303,0.8938681679176335,140,12,0.7037388696009567,22,4,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_15Y,NOR,15Y,Block_GFC,GFC,train,9257369413c2,108,5,2163,0.627831715210356,1.0,0.10066930587158918,0.003990054807954496,0.004440452242302358,0.04761920366803881,0.1014305322455924,8.07060513173763,3.3306690738754696e-16,7.934826510979998,1.6761067280922057e-15,13.044392606809353,0.0,3.915295690801877e-33,433,12,0.7540466357714252,15,6,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_15Y,NOR,15Y,Block_GFC,GFC,oos,9257369413c2,108,5,866,0.5034642032332564,1.0,-0.003978070805968459,0.005768720901299869,0.005761877309468819,0.05440178822677489,-0.0011877364725907391,0.42474438824900707,0.3355115108350426,-0.14575892336894583,0.5579271686574512,1.6098133486830402,0.05371930509037848,0.432547924990769,173,12,0.7540466357714252,15,6,0.1
