security,horizon,fold,scheme,bucket,shap_share_pct
NOR_10Y,126,GFC,walk_forward,curve,5.288165914191939
NOR_10Y,126,GFC,walk_forward,momentum,7.496556869190667
NOR_10Y,126,GFC,walk_forward,vol,8.050468728942175
NOR_10Y,126,GFC,walk_forward,macro,46.24526831279368
NOR_10Y,126,GFC,walk_forward,credit,0.0
NOR_10Y,126,GFC,walk_forward,cross_market,5.177170739303031
NOR_10Y,126,GFC,walk_forward,norway,27.742369435578507
NOR_10Y,126,GFC,walk_forward,carry_roll,0.0
NOR_10Y,126,ZIRP_early,walk_forward,curve,4.0729434332579695
NOR_10Y,126,ZIRP_early,walk_forward,momentum,0.0
NOR_10Y,126,ZIRP_early,walk_forward,vol,1.752403654336427
NOR_10Y,126,ZIRP_early,walk_forward,macro,53.96154367210052
NOR_10Y,126,ZIRP_early,walk_forward,credit,0.0
NOR_10Y,126,ZIRP_early,walk_forward,cross_market,0.0
NOR_10Y,126,ZIRP_early,walk_forward,norway,40.21310924030508
NOR_10Y,126,ZIRP_early,walk_forward,carry_roll,0.0
NOR_10Y,126,ZIRP_late,walk_forward,curve,28.329472738045187
NOR_10Y,126,ZIRP_late,walk_forward,momentum,0.0
NOR_10Y,126,ZIRP_late,walk_forward,vol,1.9278670386332593
NOR_10Y,126,ZIRP_late,walk_forward,macro,48.06879121064511
NOR_10Y,126,ZIRP_late,walk_forward,credit,0.0
NOR_10Y,126,ZIRP_late,walk_forward,cross_market,0.47565016737691795
NOR_10Y,126,ZIRP_late,walk_forward,norway,21.198218845299532
NOR_10Y,126,ZIRP_late,walk_forward,carry_roll,0.0
NOR_10Y,126,COVID,walk_forward,curve,29.02353582666303
NOR_10Y,126,COVID,walk_forward,momentum,0.0
NOR_10Y,126,COVID,walk_forward,vol,0.0
NOR_10Y,126,COVID,walk_forward,macro,40.090445296356314
NOR_10Y,126,COVID,walk_forward,credit,0.0
NOR_10Y,126,COVID,walk_forward,cross_market,14.355286317846204
NOR_10Y,126,COVID,walk_forward,norway,16.530732559134453
NOR_10Y,126,COVID,walk_forward,carry_roll,0.0
NOR_10Y,126,Hiking,walk_forward,curve,11.075109811170387
NOR_10Y,126,Hiking,walk_forward,momentum,4.423793440366366
NOR_10Y,126,Hiking,walk_forward,vol,0.0
NOR_10Y,126,Hiking,walk_forward,macro,26.092314029290083
NOR_10Y,126,Hiking,walk_forward,credit,0.0
NOR_10Y,126,Hiking,walk_forward,cross_market,0.7967446125812098
