notebook,run_ts,model_kind,is_pooled,validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,pca_k,xm_pca_evr,cat_n_trees,cat_depth,cat_lr
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,GFC,GFC,train,6f9c9a6a787b,108,5,587,0.5689948892674617,1.0,0.058247413403880066,0.005156401102337635,0.005476128781942082,0.05321885835137411,0.05838571230442413,2.5226146951144104,0.005824297817486723,2.498477256719564,0.006372797911955099,4.853151564587504,6.075737449817709e-07,0.00047213335105409764,117,12,0.7591696997991996,3,6,0.05
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,GFC,GFC,oos,6f9c9a6a787b,108,5,385,0.43636363636363634,1.0,-0.019389849897271105,0.004738610614871518,0.004713267292207792,0.05142974594605981,-0.005377017914011573,-1.3766502464304036,0.9156897959638512,-1.5189969781826105,0.9352069308647468,-0.20279472298606288,0.5803522586563821,0.9946336517803954,77,12,0.7591696997991996,3,6,0.05
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_early,ZIRP,train,9a38c76505e1,108,5,971,0.639546858908342,1.0,0.2182300024101239,0.004037900999977214,0.0051717577265705484,0.04858889333014215,0.21924010878699984,3.1921324350084914,0.0007061328182923488,3.3118543341092503,0.0004805062141627857,9.435570242081752,0.0,1.3739832807976993e-18,194,12,0.7172502973665105,37,4,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_early,ZIRP,oos,9a38c76505e1,108,5,606,0.528052805280528,1.0,0.0053696203248913,0.002991670976915243,0.0030159368151815194,0.041452328565713764,0.008045870902907537,2.1754536768507364,0.014798067923725844,0.6498269092703576,0.25802534243170555,1.7095721104626185,0.04367251329586053,0.09001217219300563,121,12,0.7172502973665105,37,4,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_late,ZIRP,train,eb4f37362f78,108,5,1577,0.6182625237793279,1.0,0.13592816943271924,0.0037494117229622246,0.004346384567216235,0.046322864410929705,0.13734929227313142,2.9874740467117387,0.0014064658855340584,3.1020738122170717,0.0009779007183376778,10.79189838381787,0.0,2.447842795253514e-21,315,12,0.7185927969462786,18,6,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_late,ZIRP,oos,eb4f37362f78,108,5,468,0.49572649572649574,1.0,-0.0018160531872686292,0.0020425893729418406,0.002039000192307692,0.03481410243365563,-0.0017602649806944815,0.5244644481458622,0.299977770493154,-0.26141571641665784,0.6030564057405752,0.28197632324121763,0.38898083263157457,0.5913760041172198,94,12,0.7185927969462786,18,6,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,COVID,COVID,train,ebda0799b45b,108,5,2046,0.6617790811339198,1.0,0.21120216497419375,0.0030059014169930426,0.003814986829178887,0.041671071584377786,0.21208078780182493,4.060635427738694,2.4469669940629935e-05,4.351338843260901,7.098672398127821e-06,15.593417862401708,0.0,1.6607438817334136e-49,409,12,0.7132820167701027,52,6,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,COVID,COVID,oos,ebda0799b45b,108,5,354,0.4858757062146893,1.0,-0.015962061803775907,0.004073862650342917,0.004010246101694915,0.0479900381597382,-0.01586350239730039,-0.14392363461043764,0.5572196138666499,-0.90896868863224,0.8180065893082368,-0.30201508314871905,0.618679717578722,0.7205755885191492,71,12,0.7132820167701027,52,6,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,train,7b531d3b6f3d,108,5,2398,0.6205170975813178,1.0,0.15873531387151618,0.0032343080647892785,0.0038474025239783162,0.042990642808998045,0.15935282450121224,4.351241544050593,6.7684412177193565e-06,4.5249914446322155,3.1673022528738126e-06,12.728151022287323,0.0,1.2047254936427102e-32,480,12,0.7035068075045823,25,6,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,oos,7b531d3b6f3d,108,5,700,0.45285714285714285,1.0,-0.03339695937477849,0.008707823803539409,0.008556237164285716,0.0732792660075478,-0.01771650742529962,-0.5032054748267097,0.6925900919951014,-1.8005364556856136,0.963896527812792,0.5007029275233144,0.3082901058225743,0.9943615457457503,140,12,0.7035068075045823,25,6,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,GFC,GFC,train,aa1adc811d6d,108,5,573,0.6335078534031413,1.0,0.3477578319405602,0.004026068362087831,0.006172790575916226,0.0498501261944939,0.34777175532311944,2.5188886890278197,0.00588629334230939,2.623106800999302,0.004472779901368299,6.906569553580672,2.4825697053643125e-12,8.449745712462774e-11,115,12,0.7598647885367369,23,4,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,GFC,GFC,oos,aa1adc811d6d,108,5,401,0.47381546134663344,1.0,-0.02759630157675863,0.0044963603265246194,0.0044287250623441425,0.050144487191423795,-0.01527194920171393,-0.279798651437643,0.6101840068035793,-1.3610372785758797,0.9128659101165297,0.4241512341749593,0.3357277613807117,0.8640448897404728,80,12,0.7598647885367369,23,4,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,ZIRP_early,ZIRP,train,98c4ca49b5e8,108,5,973,0.8180883864337102,1.0,0.6523312909606304,0.0018928000173284675,0.0054543193730729675,0.03466669317363904,0.6529722797911515,4.892996616645237,4.965605722162536e-07,5.5417851253176424,1.9278838113178532e-08,20.88608522002666,0.0,1.388904316915322e-94,195,12,0.7179792065772207,85,6,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,ZIRP_early,ZIRP,oos,98c4ca49b5e8,108,5,623,0.46869983948635635,1.0,-0.16935833169260417,0.0037348189335715595,0.0032041127608346707,0.04716164140439941,-0.16563280144942216,-0.8704256511286586,0.8079660831606886,-3.741428438514945,0.9999000482472222,0.12360272760417274,0.45081491636725324,0.9455219027742203,125,12,0.7179792065772207,85,6,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,ZIRP_late,ZIRP,train,6576be7fe8ba,108,5,1596,0.6322055137844611,1.0,0.21316451654911928,0.003594101795620691,0.00457782894736842,0.04563423825118285,0.2148894515408286,3.455409419756367,0.00027472888891610925,3.601264931841074,0.0001631869893117353,12.229958499698126,0.0,1.4850117634470092e-26,319,12,0.7176986556575926,35,6,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,ZIRP_late,ZIRP,oos,6576be7fe8ba,108,5,468,0.5363247863247863,1.0,-0.007031987786823013,0.0021476196248436863,0.0021326435472222224,0.03490556585070128,-0.007022306958408553,0.6198647302227996,0.2676734239771784,-0.5972898016466164,0.7246983024543965,1.8994316985989235,0.028753869512833652,0.06353159136989779,94,12,0.7176986556575926,35,6,0.1
catboost_v5,2026-06-30T00:02:09.293990+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,COVID,COVID,train,ef937dad5373,108,5,2065,0.6343825665859564,1.0,0.23529490840042344,0.0030693882321583973,0.004020027205859563,0.042179998916130744,0.23647575626242556,3.441320901521425,0.00028944077629222686,3.8258440493561814,6.709883113368726e-05,13.43048841867556,0.0,6.905855128058624e-35,413,12,0.7126753062520521,49,4,0.1
