security,horizon,fold,regime,scheme,feature,importance_type,value,bucket
NOR_10Y,252,GFC,GFC,walk_forward,chg_lag1,PredictionValuesChange,0.0,momentum
NOR_10Y,252,GFC,GFC,walk_forward,chg_lag2,PredictionValuesChange,0.0,momentum
NOR_10Y,252,GFC,GFC,walk_forward,chg_lag3,PredictionValuesChange,0.0,momentum
NOR_10Y,252,GFC,GFC,walk_forward,chg_lag4,PredictionValuesChange,0.0,momentum
NOR_10Y,252,GFC,GFC,walk_forward,chg_lag5,PredictionValuesChange,0.038623216000099776,momentum
NOR_10Y,252,GFC,GFC,walk_forward,carry_roll,PredictionValuesChange,4.592670025502497,carry_roll
NOR_10Y,252,GFC,GFC,walk_forward,mom_63d,PredictionValuesChange,2.2987457436080825,momentum
NOR_10Y,252,GFC,GFC,walk_forward,mom_1m,PredictionValuesChange,0.0,momentum
NOR_10Y,252,GFC,GFC,walk_forward,mom_3m,PredictionValuesChange,1.5486297957315025,momentum
NOR_10Y,252,GFC,GFC,walk_forward,mom_6m,PredictionValuesChange,1.2847366989197213,momentum
NOR_10Y,252,GFC,GFC,walk_forward,mom_12m,PredictionValuesChange,1.1330914315787028,momentum
NOR_10Y,252,GFC,GFC,walk_forward,dev_ma_3m,PredictionValuesChange,0.08945754223863739,curve
NOR_10Y,252,GFC,GFC,walk_forward,dev_ma_12m,PredictionValuesChange,2.3600613555761356,curve
NOR_10Y,252,GFC,GFC,walk_forward,vol_20d,PredictionValuesChange,0.58751354719398,vol
NOR_10Y,252,GFC,GFC,walk_forward,vol_regime,PredictionValuesChange,0.0,vol
NOR_10Y,252,GFC,GFC,walk_forward,vol_zscore,PredictionValuesChange,0.1217417592298698,vol
NOR_10Y,252,GFC,GFC,walk_forward,level_zscore,PredictionValuesChange,1.6164951131748813,curve
NOR_10Y,252,GFC,GFC,walk_forward,slope_10_1,PredictionValuesChange,14.67113339469395,curve
NOR_10Y,252,GFC,GFC,walk_forward,slope_10_5,PredictionValuesChange,0.8556006595654411,curve
NOR_10Y,252,GFC,GFC,walk_forward,slope_5_1,PredictionValuesChange,1.373852781775492,curve
NOR_10Y,252,GFC,GFC,walk_forward,sofr_mom_1m,PredictionValuesChange,1.0865878908953253,macro
NOR_10Y,252,GFC,GFC,walk_forward,ibor_level,PredictionValuesChange,3.667615211886964,macro
NOR_10Y,252,GFC,GFC,walk_forward,ibor_chg_1d,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,ibor_mom_1m,PredictionValuesChange,0.21215197742041086,macro
NOR_10Y,252,GFC,GFC,walk_forward,ibor_term_slope,PredictionValuesChange,0.16154327702653673,macro
NOR_10Y,252,GFC,GFC,walk_forward,swap_ibor_basis,PredictionValuesChange,0.1965499741643601,curve
NOR_10Y,252,GFC,GFC,walk_forward,move_level,PredictionValuesChange,0.0,vol
NOR_10Y,252,GFC,GFC,walk_forward,move_zscore,PredictionValuesChange,0.39824598389530974,vol
NOR_10Y,252,GFC,GFC,walk_forward,vix_level,PredictionValuesChange,0.0,vol
NOR_10Y,252,GFC,GFC,walk_forward,vix_zscore,PredictionValuesChange,0.008542167400923506,vol
NOR_10Y,252,GFC,GFC,walk_forward,v2x_level,PredictionValuesChange,0.0,vol
NOR_10Y,252,GFC,GFC,walk_forward,vxn_level,PredictionValuesChange,0.17421989391303921,vol
NOR_10Y,252,GFC,GFC,walk_forward,ovx_level,PredictionValuesChange,0.14079227993280252,vol
NOR_10Y,252,GFC,GFC,walk_forward,gvz_level,PredictionValuesChange,0.0,vol
NOR_10Y,252,GFC,GFC,walk_forward,spx_mom_1m,PredictionValuesChange,0.017093861678536548,macro
NOR_10Y,252,GFC,GFC,walk_forward,spx_mom_3m,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,sx5e_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,sx5e_mom_3m,PredictionValuesChange,1.387863092019955,macro
NOR_10Y,252,GFC,GFC,walk_forward,mxwo_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,ndx_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,oil_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,oil_mom_3m,PredictionValuesChange,0.5913819939233511,macro
NOR_10Y,252,GFC,GFC,walk_forward,copper_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,opec_prod,PredictionValuesChange,0.10283651595406391,macro
NOR_10Y,252,GFC,GFC,walk_forward,natgas_mom_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,be5y_level,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,be10y_level,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,be_slope,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,be5y_chg_1m,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,ig_spread,PredictionValuesChange,0.0,credit
NOR_10Y,252,GFC,GFC,walk_forward,hy_spread,PredictionValuesChange,0.0,credit
NOR_10Y,252,GFC,GFC,walk_forward,ig_chg_1m,PredictionValuesChange,0.0,credit
NOR_10Y,252,GFC,GFC,walk_forward,hy_chg_1m,PredictionValuesChange,0.0,credit
NOR_10Y,252,GFC,GFC,walk_forward,cpi_yoy,PredictionValuesChange,0.24327751797355993,macro
NOR_10Y,252,GFC,GFC,walk_forward,pce_core_chg,PredictionValuesChange,0.8072713597824129,macro
NOR_10Y,252,GFC,GFC,walk_forward,nfp_change,PredictionValuesChange,0.6827746994264325,macro
NOR_10Y,252,GFC,GFC,walk_forward,pmi_us,PredictionValuesChange,0.15967720011279732,macro
NOR_10Y,252,GFC,GFC,walk_forward,pmi_eur,PredictionValuesChange,10.669484230804626,macro
NOR_10Y,252,GFC,GFC,walk_forward,unemp_eur,PredictionValuesChange,6.501129797105605,macro
NOR_10Y,252,GFC,GFC,walk_forward,cpi_nsa_level,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,pce_core_level,PredictionValuesChange,0.0,macro
NOR_10Y,252,GFC,GFC,walk_forward,eur_3m,PredictionValuesChange,4.413819456371944,macro
NOR_10Y,252,GFC,GFC,walk_forward,eur_1w,PredictionValuesChange,0.5865349460218765,macro
NOR_10Y,252,GFC,GFC,walk_forward,nor_ibor_1m,PredictionValuesChange,1.9019996978112772,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_ibor_6m,PredictionValuesChange,6.7683543940217765,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_ecb_dfr_chg,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_ecb_dfr_level,PredictionValuesChange,0.930380666332669,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_eurnok_chg_1d,PredictionValuesChange,0.0005061944443825647,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_eurnok_level,PredictionValuesChange,0.6349920392430909,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_eurnok_mom_1m,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_eurnok_mom_3m,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_eurnok_rvol_20d,PredictionValuesChange,0.21158387526389194,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_govt_10y,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_govt_3y,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_govt_5y,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_i44_chg_1d,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_i44_level,PredictionValuesChange,0.026052042372847826,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_i44_mom_1m,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_i44_mom_3m,PredictionValuesChange,0.023636183340364304,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_i44_rvol_20d,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_kpi_yoy,PredictionValuesChange,0.6751027613756145,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_kpijae_yoy,PredictionValuesChange,5.435464214795716,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_nibor_nowa_spread,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_nowa_level,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_polrate_chg_1d,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_polrate_days_since_chg,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_polrate_level,PredictionValuesChange,1.0109887791591292,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_rb_rate_chg,PredictionValuesChange,0.0,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_rb_rate_level,PredictionValuesChange,16.314312292297476,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_unemp,PredictionValuesChange,0.0929193773096768,norway
NOR_10Y,252,GFC,GFC,walk_forward,nor_usdnok_chg_1d,PredictionValuesChange,0.0,norway
