notebook,run_ts,model_kind,is_pooled,validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,pca_k,xm_pca_evr,cat_n_trees,cat_depth,cat_lr
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_GFC,GFC,train,930308a426c4,108,252,2771,0.591483219054493,1.0,0.09796091780245664,0.27495375650627435,0.32427251507939375,0.39837062241398713,0.1520904679850661,1.747478535917764,0.04027718246557732,1.1891510868779247,0.11724107192279687,,,2.731850869342063e-22,11,12,0.773931021784585,1,4,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_GFC,GFC,oos,930308a426c4,108,252,1398,0.3426323319027182,1.0,-0.6305712643338102,0.39435226603331747,0.30806896353361946,0.4927841405594205,-0.28007788097187514,-2.7153955014808155,0.9966901668172484,-2.671289589282079,0.9961780890429834,,,1.0,6,12,0.773931021784585,1,4,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_ZIRP,ZIRP,train,8f7dbc69a095,108,252,2068,0.8423597678916828,1.0,0.6715958883616537,0.11207997509221959,0.35154737194390717,0.25348149009847637,0.6811810184429339,3.470503984146892,0.0002597413181577579,3.0174859934606078,0.001289961658982199,31.02578066063789,0.0,1.9272600198520857e-233,8,12,0.7327438063753237,10,6,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_ZIRP,ZIRP,oos,8f7dbc69a095,108,252,1793,0.3424428332403793,1.0,-1.0518480668110701,0.4198647371811254,0.24456156634132736,0.5209881840865836,-0.7168058884409194,-1.3433698957652331,0.9104238851291659,-2.4726353450912577,0.993247852910379,2.8431135403262986,0.002233757608885778,1.0,7,12,0.7327438063753237,10,6,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_COVID,COVID,train,532c26924cf6,108,252,3306,0.9298245614035088,1.0,0.9667019707184952,0.008510542413066653,0.2649766474750454,0.07175790581788033,0.9678819152775787,4.334660451557503,7.299263870552686e-06,4.057889654007731,2.5332016748784946e-05,49.57284546926084,0.0,0.0,13,12,0.7371355939210784,140,4,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_COVID,COVID,oos,532c26924cf6,108,252,524,0.5229007633587787,1.0,-0.7698692108094258,0.7476079803353732,0.7490391758778626,0.6921695957457191,0.0019107085297802584,0.8675260526910521,0.19282692174035876,0.0066228651800784325,0.497359141076006,-3.3478245457587823,0.9995927572068799,0.15750602321244797,2,12,0.7371355939210784,140,4,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_Hiking,Hiking,train,2eb3c921176c,108,252,3398,0.6256621542083579,1.0,0.2101855804966507,0.20634566433830065,0.29335375556135956,0.3696038758882487,0.296597843298651,3.159018604873855,0.0007915069218384918,2.3215876171341363,0.010157009572563408,,,2.723171542688645e-49,13,12,0.7219075591709497,2,6,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_Hiking,Hiking,oos,2eb3c921176c,108,252,933,0.28188638799571275,1.0,-0.9524329226973105,0.3931115221493829,0.2664490572293676,0.4650418755550614,-0.47537216395920767,-2.3341909572744988,0.9902071374023311,-2.6480407128871555,0.9958836172319957,,,1.0,4,12,0.7219075591709497,2,6,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_15Y,NOR,15Y,Block_GFC,GFC,train,72ef2797573a,108,252,2771,0.5904005774088776,1.0,0.011367039021289105,0.26995744088834583,0.28811325584272823,0.39305193331708566,0.06301624304399611,1.2193048621226208,0.11136425195175359,0.6110938867024598,0.2705937842200008,,,8.314512498797844e-22,11,12,0.7739137917613885,1,4,0.01
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_15Y,NOR,15Y,Block_GFC,GFC,oos,72ef2797573a,108,252,1387,0.3698630136986301,1.0,-0.47929856519937686,0.3395657026650392,0.2748836751982697,0.4572722998300363,-0.2353069072585534,-2.27782035420778,0.9886313584468441,-2.384946399039978,0.9913923135516348,,,1.0,6,12,0.7739137917613885,1,4,0.01
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_15Y,NOR,15Y,Block_ZIRP,ZIRP,train,91a341d428de,108,252,2053,0.8947881149537262,1.0,0.8703430349344169,0.03505099604329603,0.2862433386653678,0.14321205621958544,0.8775482559464123,3.8019759413792613,7.177333461327873e-05,3.3768915256469625,0.00037338862085517716,35.20804152561831,0.0,2.6383e-320,8,12,0.7339004632290002,18,6,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_15Y,NOR,15Y,Block_ZIRP,ZIRP,oos,91a341d428de,108,252,1813,0.33149476006618867,1.0,-2.8808511226309728,0.7497470156289395,0.23865948192509648,0.7639943743001288,-2.1414926806228816,-1.1446719338499312,0.8738274590870081,-3.1080619230264666,0.9990437798989026,1.2164730736836904,0.11190238111269535,1.0,7,12,0.7339004632290002,18,6,0.1
catboost_v5,2026-06-30T10:58:10.421615+00:00,per_security,False,block_cv,level_change,NOR_15Y,NOR,15Y,Block_COVID,COVID,train,c9970121bd3e,108,252,3305,0.9010590015128593,1.0,0.9089143350689969,0.021530114073047082,0.24386373706807868,0.11405522440703056,0.9117125230183912,4.347125881072727,6.896653214627513e-06,4.074550615026406,2.3593670011017316e-05,46.32899122216204,0.0,0.0,13,12,0.737455273708619,43,4,0.1
