security,horizon,fold,regime,scheme,feature,importance_type,value,bucket
NOR_10Y,1,GFC,GFC,walk_forward,chg_lag1,gain,0.0009656045585870743,momentum
NOR_10Y,1,GFC,GFC,walk_forward,chg_lag2,gain,0.0033323790412396193,momentum
NOR_10Y,1,GFC,GFC,walk_forward,chg_lag3,gain,0.0061472742818295956,momentum
NOR_10Y,1,GFC,GFC,walk_forward,chg_lag4,gain,0.0016008339589461684,momentum
NOR_10Y,1,GFC,GFC,walk_forward,chg_lag5,gain,0.002651935676112771,momentum
NOR_10Y,1,GFC,GFC,walk_forward,carry_roll,gain,0.006138795055449009,carry_roll
NOR_10Y,1,GFC,GFC,walk_forward,mom_63d,gain,0.0024247784167528152,momentum
NOR_10Y,1,GFC,GFC,walk_forward,mom_1m,gain,0.005534346681088209,momentum
NOR_10Y,1,GFC,GFC,walk_forward,mom_3m,gain,0.012263352051377296,momentum
NOR_10Y,1,GFC,GFC,walk_forward,mom_6m,gain,0.005611213389784098,momentum
NOR_10Y,1,GFC,GFC,walk_forward,mom_12m,gain,0.006680356338620186,momentum
NOR_10Y,1,GFC,GFC,walk_forward,dev_ma_3m,gain,0.015326847322285175,curve
NOR_10Y,1,GFC,GFC,walk_forward,dev_ma_12m,gain,0.0029072421602904797,curve
NOR_10Y,1,GFC,GFC,walk_forward,vol_20d,gain,0.011425375007092953,vol
NOR_10Y,1,GFC,GFC,walk_forward,vol_regime,gain,0.0,vol
NOR_10Y,1,GFC,GFC,walk_forward,vol_zscore,gain,0.008979493752121925,vol
NOR_10Y,1,GFC,GFC,walk_forward,level_zscore,gain,0.0,curve
NOR_10Y,1,GFC,GFC,walk_forward,slope_10_1,gain,0.008008753880858421,curve
NOR_10Y,1,GFC,GFC,walk_forward,slope_10_5,gain,0.0,curve
NOR_10Y,1,GFC,GFC,walk_forward,slope_5_1,gain,0.0,curve
NOR_10Y,1,GFC,GFC,walk_forward,sofr_mom_1m,gain,0.009162855334579945,macro
NOR_10Y,1,GFC,GFC,walk_forward,ibor_level,gain,0.00311894784681499,macro
NOR_10Y,1,GFC,GFC,walk_forward,ibor_chg_1d,gain,0.006485192570835352,macro
NOR_10Y,1,GFC,GFC,walk_forward,ibor_mom_1m,gain,0.016764666885137558,macro
NOR_10Y,1,GFC,GFC,walk_forward,ibor_term_slope,gain,0.010815577581524849,macro
NOR_10Y,1,GFC,GFC,walk_forward,swap_ibor_basis,gain,0.03493567183613777,curve
NOR_10Y,1,GFC,GFC,walk_forward,move_level,gain,0.007767247036099434,vol
NOR_10Y,1,GFC,GFC,walk_forward,move_zscore,gain,0.004020649939775467,vol
NOR_10Y,1,GFC,GFC,walk_forward,vix_level,gain,0.007240068167448044,vol
NOR_10Y,1,GFC,GFC,walk_forward,vix_zscore,gain,0.015479560010135174,vol
NOR_10Y,1,GFC,GFC,walk_forward,v2x_level,gain,0.00680657010525465,vol
NOR_10Y,1,GFC,GFC,walk_forward,vxn_level,gain,0.007789301685988903,vol
NOR_10Y,1,GFC,GFC,walk_forward,ovx_level,gain,0.004856110084801912,vol
NOR_10Y,1,GFC,GFC,walk_forward,gvz_level,gain,0.006484631914645433,vol
NOR_10Y,1,GFC,GFC,walk_forward,spx_mom_1m,gain,0.010618114843964577,macro
NOR_10Y,1,GFC,GFC,walk_forward,spx_mom_3m,gain,0.008284954354166985,macro
NOR_10Y,1,GFC,GFC,walk_forward,sx5e_mom_1m,gain,0.004715613089501858,macro
NOR_10Y,1,GFC,GFC,walk_forward,sx5e_mom_3m,gain,0.014775976538658142,macro
NOR_10Y,1,GFC,GFC,walk_forward,mxwo_mom_1m,gain,0.008482925593852997,macro
NOR_10Y,1,GFC,GFC,walk_forward,ndx_mom_1m,gain,0.01398766040802002,macro
NOR_10Y,1,GFC,GFC,walk_forward,oil_mom_1m,gain,0.010918006300926208,macro
NOR_10Y,1,GFC,GFC,walk_forward,oil_mom_3m,gain,0.005183305591344833,macro
NOR_10Y,1,GFC,GFC,walk_forward,copper_mom_1m,gain,0.0024841921404004097,macro
NOR_10Y,1,GFC,GFC,walk_forward,opec_prod,gain,0.014408503659069538,macro
NOR_10Y,1,GFC,GFC,walk_forward,natgas_mom_1m,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,be5y_level,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,be10y_level,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,be_slope,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,be5y_chg_1m,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,ig_spread,gain,0.0,credit
NOR_10Y,1,GFC,GFC,walk_forward,hy_spread,gain,0.0,credit
NOR_10Y,1,GFC,GFC,walk_forward,ig_chg_1m,gain,0.0,credit
NOR_10Y,1,GFC,GFC,walk_forward,hy_chg_1m,gain,0.0,credit
NOR_10Y,1,GFC,GFC,walk_forward,cpi_yoy,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,pce_core_chg,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,nfp_change,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,pmi_us,gain,0.0074893757700920105,macro
NOR_10Y,1,GFC,GFC,walk_forward,pmi_eur,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,unemp_eur,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,cpi_nsa_level,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,pce_core_level,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,eur_3m,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,eur_1w,gain,0.0,macro
NOR_10Y,1,GFC,GFC,walk_forward,nor_ibor_1m,gain,0.000994169502519071,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_ibor_6m,gain,0.009778995998203754,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_ecb_dfr_chg,gain,0.0,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_ecb_dfr_level,gain,0.0,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_eurnok_chg_1d,gain,0.0037167163100093603,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_eurnok_level,gain,0.018298126757144928,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_eurnok_mom_1m,gain,0.004455148708075285,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_eurnok_mom_3m,gain,0.016467824578285217,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_eurnok_rvol_20d,gain,0.007891892455518246,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_govt_10y,gain,0.0,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_govt_3y,gain,0.0,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_govt_5y,gain,0.0,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_i44_chg_1d,gain,0.0,norway
NOR_10Y,1,GFC,GFC,walk_forward,nor_i44_level,gain,0.02317134663462639,norway
