notebook,run_ts,model_kind,is_pooled,validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,pca_k,xm_pca_evr,xgb_n_trees,xgb_max_depth,xgb_lr
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,GFC,GFC,train,3357b4c803ca,108,252,720,0.9638888888888889,1.0,0.9669664580689732,0.015992543437221028,0.48525609192708336,0.10058298958769794,0.9670430856958223,3.1060479181335996,0.0009480299374661216,2.0487605651761065,0.020424026474712493,24.876301577983654,0.0,5.775236436571487e-170,3,12,0.7966381158656984,23,3,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,GFC,GFC,oos,3357b4c803ca,108,252,663,0.2383107088989442,1.0,-2.3146496829149674,0.5470030922669361,0.2409666421719457,0.6437957941325722,-1.2700365799039233,-2.6513914886637275,0.99599195668029,-1.9930863072346139,0.9766689850660156,-6.971618110152228,0.9999999999984334,1.0,3,12,0.7966381158656984,23,3,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_early,ZIRP,train,2aae908b6c4b,108,252,1343,0.5651526433358154,1.0,0.015023243616221649,0.35857565707946093,0.3861377393503351,0.49751727494550835,0.07137888753698751,1.0177284483812095,0.15440351189040613,0.4627301797430749,0.3218164011205452,,,9.95224154181027e-07,5,12,0.7364132163992775,1,5,0.01
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_early,ZIRP,oos,2aae908b6c4b,108,252,1011,0.6439169139465876,1.0,-0.01777378740081481,0.23713425870041427,0.28086613951533135,0.40435798311646215,0.15570364192131436,1.4092737401474784,0.07937712028095156,0.7031573511078608,0.24105987071874618,,,2.0715629475279468e-20,4,12,0.7364132163992775,1,5,0.01
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_late,ZIRP,train,bad60a891f0c,108,252,2345,0.6511727078891258,1.0,0.01526293397943046,0.27723214216613024,0.33262066805863544,0.4264584954762713,0.1665216001632861,2.142128817932283,0.016091558754442237,1.003096884799948,0.15795882778336628,,,1.9259889385743806e-49,9,12,0.7313112171152826,1,5,0.01
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_late,ZIRP,oos,bad60a891f0c,108,252,782,0.6867007672634271,1.0,-0.021975809894682063,0.17055703682669907,0.19762560281329927,0.33818572501761224,0.13696892306090724,1.062883155620942,0.1439174713571988,0.24886452678950563,0.401765502144552,,,3.092225517581407e-26,3,12,0.7313112171152826,1,5,0.01
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,COVID,COVID,train,0ee43a70ffee,108,252,3127,0.6232811000959386,1.0,0.27473648559917685,0.1864760092536624,0.2782897248920691,0.3484591149123572,0.3299213281195179,3.3521585505591656,0.0004009204172223946,2.7009623574445087,0.003475604731526248,11.83743755404994,0.0,7.255689439201054e-44,12,12,0.729612522214483,2,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,COVID,COVID,oos,0ee43a70ffee,108,252,524,0.15267175572519084,1.0,-0.967492438201534,0.8310857316831145,0.7490391758778626,0.7855244182456314,-0.10953573384074944,-1.8631648743589755,0.968780463429128,-1.0701143246550116,0.8574692689969798,,,1.0,2,12,0.729612522214483,2,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,train,13cc8f9dbf94,108,252,3650,0.8005479452054794,1.0,0.4976692659185139,0.14243797096737212,0.30244953157739723,0.30884687529105964,0.5290521025954307,4.348832945659221,6.843195712313843e-06,3.9098402716194554,4.7017877696927094e-05,37.39894625473927,0.0,4.005527198906254e-309,14,12,0.7195204209270477,7,3,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,oos,13cc8f9dbf94,108,252,933,0.2808145766345123,1.0,-1.4441630712168463,0.49211865572312113,0.2664490572293676,0.5748627335079612,-0.8469521372691144,-2.8938230434072985,0.9980970871064117,-4.7917052785946135,0.9999990382803137,-1.5978104547585368,0.9449574163988395,1.0,4,12,0.7195204209270477,7,3,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,GFC,GFC,train,d36aaa26ee1e,108,252,706,0.9320113314447592,1.0,0.40902010352608265,0.212180223755775,0.35914807967422097,0.36750916016641105,0.40921242305335115,3.5215990894532676,0.00021447616099690148,2.2712831225071315,0.011715248827624977,23.263381089874144,0.0,2.7818286870793267e-138,3,12,0.7978164819797046,3,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,GFC,GFC,oos,d36aaa26ee1e,108,252,657,0.334855403348554,1.0,-0.5571233921403691,0.33469290099984034,0.27713068797564694,0.4680536080663811,-0.20770782710737445,-1.8646068726335179,0.9688817355872519,-1.2934875969569004,0.9018511292087112,0.6766528693124905,0.24931311316311155,1.0,3,12,0.7978164819797046,3,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,ZIRP_early,ZIRP,train,c624b96ded27,108,252,1320,0.5515151515151515,1.0,0.017213215489277345,0.3162933422956604,0.3383422602272727,0.4691618564507275,0.06516749612301309,1.0062362406296812,0.15715097144264567,0.4696307110851518,0.3193482525014988,,,0.00010009828560962475,5,12,0.7364502738274021,1,5,0.01
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,ZIRP_early,ZIRP,oos,c624b96ded27,108,252,1031,0.6556741028128031,1.0,-0.04796332238389933,0.24036469614793324,0.2832644139185257,0.4041611611738469,0.15144760747437747,1.471291094765838,0.07060620529768602,0.7969321707915614,0.2128370418739282,,,4.683636198037353e-24,4,12,0.7364502738274021,1,5,0.01
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,ZIRP_late,ZIRP,train,2a785c196672,108,252,2346,0.6372549019607843,1.0,0.015663781608639682,0.2543050276822662,0.3047193203324808,0.4127674183555373,0.16544501541683443,2.139941119140303,0.016179762753581794,1.0040277824470238,0.15773440599030375,,,5.15506435519882e-41,9,12,0.7318487934323432,1,5,0.01
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,ZIRP_late,ZIRP,oos,2a785c196672,108,252,782,0.6841432225063938,1.0,0.0029071885073278514,0.14398587916979363,0.17985170074194373,0.3106064518088209,0.19941886245274587,1.203123280021521,0.11446430891719528,0.36216069424011993,0.3586649603901045,,,1.4793161528752724e-25,3,12,0.7318487934323432,1,5,0.01
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,COVID,COVID,train,cfba3317b80f,108,252,3128,0.5847186700767263,1.0,0.1949709379826029,0.19060838615182074,0.2569296556106138,0.34969734468229136,0.2581300679408739,2.669971833135553,0.0037928805064813,2.018732751424634,0.021800100769564762,,,1.2589898891792105e-21,12,12,0.7295988156631091,2,3,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,COVID,COVID,oos,cfba3317b80f,108,252,523,0.19694072657743786,1.0,-0.8982782807834717,0.7429324163440948,0.6497180523326961,0.7267702349370341,-0.14346894576305713,-1.952949787558687,0.9745872273305158,-1.104138170954467,0.8649790451657827,,,1.0,2,12,0.7295988156631091,2,3,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,Hiking,Hiking,train,d3bbd4f1ae83,108,252,3651,0.8230621747466448,1.0,0.5257873000945898,0.12274848005517645,0.27680002937556836,0.2815074666664734,0.5565445555331621,4.865288691306721,5.714493007680232e-07,4.32040874398951,7.994426556054753e-06,40.022918044360296,0.0,0.0,14,12,0.7195249260155145,15,3,0.05
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_15Y,NOR,15Y,Hiking,Hiking,oos,d3bbd4f1ae83,108,252,927,0.28047464940668826,1.0,-2.198727631727086,0.5229732434617259,0.2322658423300971,0.633110094279701,-1.2516149521395161,-2.9733092120317544,0.9985269625201576,-4.106142417615425,0.9999781065280623,3.2455709892811835,0.0005860766781230486,1.0,4,12,0.7195249260155145,15,3,0.05
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_1Y,NOR,1Y,GFC,GFC,train,db8cfd0ee39f,108,252,717,1.0,1.0,0.9995954201583206,0.0017488089075809858,4.430474452751046,0.030274833088928265,0.9996052772843561,1.8925817262993527,0.029206757896062197,1.2297030628069747,0.10960611716763302,26.7955480751569,0.0,1.450417759929779e-216,3,12,0.7988492393089281,51,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_1Y,NOR,1Y,GFC,GFC,oos,db8cfd0ee39f,108,252,520,0.026923076923076925,1.0,-24.648219448146833,1.560580064267999,0.2226041267932692,1.1894175459420682,-6.010562143429165,-3.852086202836194,0.9999414421113972,-2.1239927514838413,0.9829284999730312,,,1.0,2,12,0.7988492393089281,51,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_1Y,NOR,1Y,ZIRP_early,ZIRP,train,2a785c196672,108,252,1125,0.4666666666666667,1.0,0.01835837010793029,2.7727748503604572,2.9095924772155555,1.2585447052536012,0.04702295181421112,0.6194966680199864,0.2677946081323469,0.2993713432180893,0.38235603549734826,,,0.9882919649949946,4,12,0.7529419197444106,1,5,0.01
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_1Y,NOR,1Y,ZIRP_early,ZIRP,oos,2a785c196672,108,252,1038,0.7341040462427746,1.0,-0.3595618109561465,0.08040596263990943,0.0802835632273603,0.23892098921208937,-0.0015245886907448991,1.756010912646162,0.039543272626873294,-0.0019171631409859924,0.5007646526017139,,,1.757402661462916e-53,4,12,0.7529419197444106,1,5,0.01
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_1Y,NOR,1Y,ZIRP_late,ZIRP,train,fbec79cf6530,108,252,2162,0.7580943570767807,1.0,0.3047717184986384,1.0371766641172784,1.5644535226769192,0.6262236512016384,0.3370358089369272,1.470563870815836,0.0707045503404452,1.1969196242052569,0.11573458561661254,20.6983265921955,0.0,1.3431884341172029e-133,9,12,0.7389241914262045,4,5,0.05
