learning_rate,max_depth,subsample,colsample_bytree,reg_lambda,min_child_weight,val_mse,best_n_estimators,selected,security,horizon,fold,regime,scheme
0.01,3,0.8,0.8,1.0,1,1.4647301017980259,1,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,0.8,0.8,1.0,5,1.4647301017980259,1,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,0.8,0.8,5.0,1,1.2835861490938356,97,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,0.8,0.8,5.0,5,1.4782300155135062,1,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,0.8,0.8,10.0,1,1.1680416101167777,147,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,0.8,0.8,10.0,5,1.16258611216728,153,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,0.8,1.0,1.0,1,1.4647301017980259,1,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,0.8,1.0,1.0,5,1.4647301017980259,1,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,0.8,1.0,5.0,1,1.3196825729619346,110,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,0.8,1.0,5.0,5,1.252324401707074,224,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,0.8,1.0,10.0,1,1.1766206055678514,153,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,0.8,1.0,10.0,5,1.1676434317155764,147,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,1.0,0.8,1.0,1,1.0422699484570035,174,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,1.0,0.8,1.0,5,0.992840372590519,140,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,1.0,0.8,5.0,1,1.1554109711040033,96,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,1.0,0.8,5.0,5,0.9814107536821933,224,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,1.0,0.8,10.0,1,1.0648889312685592,96,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,1.0,0.8,10.0,5,1.0471263696365014,147,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,1.0,1.0,1.0,1,1.0846846641766712,139,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,1.0,1.0,1.0,5,1.0447213780229188,133,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,1.0,1.0,5.0,1,1.2266165065475603,93,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,1.0,1.0,5.0,5,1.0288447822991729,231,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,1.0,1.0,10.0,1,1.096281350550547,94,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,3,1.0,1.0,10.0,5,1.073502220384791,108,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,5,0.8,0.8,1.0,1,1.464736000064027,1,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,5,0.8,0.8,1.0,5,1.4647301017980259,1,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,5,0.8,0.8,5.0,1,1.4780508959686758,1,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,5,0.8,0.8,5.0,5,1.4784221879861563,1,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,5,0.8,0.8,10.0,1,1.2395563610151337,147,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,5,0.8,0.8,10.0,5,1.2291468372887226,149,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,5,0.8,1.0,1.0,1,1.464736000064027,1,False,NOR_10Y,252,GFC,GFC,walk_forward
0.01,5,0.8,1.0,1.0,5,1.4647301017980259,1,False,NOR_10Y,252,GFC,GFC,walk_forward
