security,horizon,fold,scheme,bucket,shap_share_pct
NOR_10Y,252,GFC,walk_forward,curve,15.827882249401197
NOR_10Y,252,GFC,walk_forward,momentum,11.410218410889922
NOR_10Y,252,GFC,walk_forward,vol,0.304060628860835
NOR_10Y,252,GFC,walk_forward,macro,31.92858466649836
NOR_10Y,252,GFC,walk_forward,credit,0.0
NOR_10Y,252,GFC,walk_forward,cross_market,0.0
NOR_10Y,252,GFC,walk_forward,norway,40.060726344209264
NOR_10Y,252,GFC,walk_forward,carry_roll,0.4685277001404219
NOR_10Y,252,ZIRP_early,walk_forward,curve,15.045947467746162
NOR_10Y,252,ZIRP_early,walk_forward,momentum,8.637091301454086
NOR_10Y,252,ZIRP_early,walk_forward,vol,0.0
NOR_10Y,252,ZIRP_early,walk_forward,macro,57.512647220734976
NOR_10Y,252,ZIRP_early,walk_forward,credit,0.0
NOR_10Y,252,ZIRP_early,walk_forward,cross_market,12.833956191962619
NOR_10Y,252,ZIRP_early,walk_forward,norway,1.971227941779192
NOR_10Y,252,ZIRP_early,walk_forward,carry_roll,3.999129876322962
NOR_10Y,252,ZIRP_late,walk_forward,curve,35.09899932870555
NOR_10Y,252,ZIRP_late,walk_forward,momentum,2.677702022207085
NOR_10Y,252,ZIRP_late,walk_forward,vol,0.0
NOR_10Y,252,ZIRP_late,walk_forward,macro,36.03548438219133
NOR_10Y,252,ZIRP_late,walk_forward,credit,0.0
NOR_10Y,252,ZIRP_late,walk_forward,cross_market,18.719910007085094
NOR_10Y,252,ZIRP_late,walk_forward,norway,2.3884078451563657
NOR_10Y,252,ZIRP_late,walk_forward,carry_roll,5.0794964146545745
NOR_10Y,252,COVID,walk_forward,curve,12.181981469700867
NOR_10Y,252,COVID,walk_forward,momentum,7.889978022947198
NOR_10Y,252,COVID,walk_forward,vol,0.017323397726392593
NOR_10Y,252,COVID,walk_forward,macro,36.034891227038415
NOR_10Y,252,COVID,walk_forward,credit,0.0
NOR_10Y,252,COVID,walk_forward,cross_market,1.3831068130630808
NOR_10Y,252,COVID,walk_forward,norway,42.49271906952405
NOR_10Y,252,COVID,walk_forward,carry_roll,0.0
NOR_10Y,252,Hiking,walk_forward,curve,20.31580231355139
NOR_10Y,252,Hiking,walk_forward,momentum,3.144673047554376
