notebook,run_ts,model_kind,is_pooled,validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,pca_k,xm_pca_evr,xgb_n_trees,xgb_max_depth,xgb_lr
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,GFC,GFC,train,0968b219d0f6,108,1,780,0.7,1.0,0.34137832731664886,0.0012238935920232679,0.001858540474358975,0.026942883039156748,0.34147595443386924,7.358953258881515,9.270362255620057e-14,7.441057414751006,1.3222544384605315e-13,12.08364392759043,0.0,7.265610503285238e-30,780,12,0.7879943230330043,17,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,GFC,GFC,oos,0968b219d0f6,108,1,520,0.49423076923076925,1.0,-0.009572528377112866,0.0017484697309784094,0.0017319007163461527,0.032134939861457365,-0.009566954084534895,0.6784187584573584,0.24875310933799044,-0.6240139596991456,0.7335537031534616,0.5986224826258087,0.27471233003059203,0.6205500030580184,520,12,0.7879943230330043,17,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_early,ZIRP,train,cee85aea59e4,108,1,1300,0.6015384615384616,1.0,0.10606407916575789,0.0016160209100586922,0.0018078845711538463,0.03087556420549918,0.10612605702625189,6.259490550845363,1.931185211745401e-10,6.283271638352975,2.2573889353813407e-10,8.215950726575228,1.1102230246251565e-16,1.2483244879255828e-13,1300,12,0.7497832623050359,5,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_early,ZIRP,oos,cee85aea59e4,108,1,810,0.4666666666666667,1.0,-0.2039746117919219,0.0013632638959397139,0.001133662530864198,0.02766779324393648,-0.20253061102803604,-0.32951713983431513,0.6291175795155626,-5.563953631646475,0.9999999820688509,-1.0078290304882032,0.8432317266809692,0.9733848179267292,810,12,0.7497832623050359,5,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_late,ZIRP,train,68438bf1f57b,108,1,2110,0.6417061611374407,1.0,0.17485055250547432,0.0012778402658253502,0.0015490599964454977,0.02712846068328845,0.17508665335267415,10.402632455154611,0.0,10.47051954404637,2.3982923852591695e-25,14.693953888377717,0.0,1.9933041385873235e-39,2110,12,0.749304533007686,16,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_late,ZIRP,oos,68438bf1f57b,108,1,626,0.4744408945686901,1.0,-0.0063649160338967725,0.0006440592828939265,0.0006399888817891379,0.01952102119198017,-0.006360112215402003,1.3140549472218548,0.09441385695171967,-0.6204635020530491,0.7324105755458921,1.245120535575322,0.10654372331506856,0.9064279659500492,626,12,0.749304533007686,16,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,COVID,COVID,train,55ad63e468ab,108,1,2736,0.5866228070175439,1.0,0.1147720257015491,0.0011869248888544278,0.001341063462171053,0.026018321164483764,0.1149375683288616,6.386807393976843,8.46923642328079e-11,6.439074944346865,7.074304857917738e-11,11.593118156542294,0.0,6.213477132067757e-20,2736,12,0.733410132169045,44,3,0.05
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,COVID,COVID,oos,55ad63e468ab,108,1,437,0.5217391304347826,1.0,-0.004413348062472622,0.0012064340348446993,0.0012013288787185352,0.026607376767474267,-0.004249590779512369,0.6868992315618114,0.24607311561108436,-0.31932224056049274,0.6251824465667792,1.5617517917749733,0.05917323629185034,0.19461522505656698,437,12,0.733410132169045,44,3,0.05
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,train,091719e943b2,108,1,3174,0.5875866414618778,1.0,0.10521160601594826,0.0011824649345383502,0.0013216335105545056,0.02589773207060284,0.10530042928297556,9.397397261385331,0.0,9.198245971525001,3.208062829463199e-20,12.436328595528728,0.0,2.6364930920621976e-23,3174,12,0.723566146940768,50,3,0.05
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,oos,091719e943b2,108,1,909,0.49724972497249725,1.0,-0.006812233092566844,0.002456353776838652,0.0024414659048404854,0.038061858078482606,-0.006097923369992486,-0.15993106644518393,0.5635323119954335,-1.145233329515796,0.8737928615915627,0.4739635960627896,0.31776293360371266,0.5788646725497779,909,12,0.723566146940768,50,3,0.05
