notebook,run_ts,model_kind,is_pooled,validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,pca_k,xm_pca_evr,xgb_n_trees,xgb_max_depth,xgb_lr
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_GFC,GFC,train,c905fb04010c,108,5,2223,0.5748987854251012,1.0,0.055972281948135194,0.0044381286705326185,0.004710776948942871,0.04965546948564718,0.057877560615863355,8.072196889135423,3.3306690738754696e-16,7.707442750104454,9.605485362385386e-15,9.833319249237706,0.0,8.662367762149957e-13,445,12,0.7541151611046726,2,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_GFC,GFC,oos,c905fb04010c,108,5,861,0.48664343786295006,1.0,-0.0033353095954180567,0.005478374269510251,0.005471852822299653,0.054033729292350896,-0.0011918169991746996,0.4715599952923736,0.31862044342737117,-0.1932018587561007,0.5765767493539271,0.038790440845882186,0.48452873309993383,0.7932904213562523,172,12,0.7541151611046726,2,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_ZIRP,ZIRP,train,ef9fb607daae,108,5,2012,0.6207753479125249,1.0,0.08171571532413102,0.005648031961785178,0.00615917475024851,0.0565439744864149,0.08298884334183054,7.614897537810777,1.3211653993039363e-14,7.451402875292029,6.819120474654775e-14,12.670746412611017,0.0,8.40875793562831e-28,402,12,0.726828290892842,3,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_ZIRP,ZIRP,oos,ef9fb607daae,108,5,1074,0.47392923649906893,1.0,-0.0021306219222840816,0.0025936137271084796,0.002590232588454377,0.038864995092983246,-0.001305341716868913,0.555010892830351,0.2894436049098572,-0.24881021131585238,0.5982223967780729,0.13917357767636201,0.44465649362197446,0.9590324003152867,215,12,0.726828290892842,3,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_COVID,COVID,train,20642243e40f,108,5,2726,0.6522377109317682,1.0,0.18502035454431465,0.0040991662689543965,0.005031238201577404,0.04804864716582864,0.18525696762494415,7.7662602339312645,3.9968028886505635e-15,7.901919183792252,1.975282180830287e-15,16.770038026983876,0.0,5.993276375986711e-58,545,12,0.7130600957265246,11,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_COVID,COVID,oos,20642243e40f,108,5,354,0.5677966101694916,1.0,-0.02998875990126937,0.004130107704794616,0.004010246101694915,0.04794089982825401,-0.02988883975201473,1.7196834947457862,0.042744994828671445,-0.659628844854568,0.7450389235446544,3.924114699060939,4.3524628495439366e-05,0.0061900298581575785,71,12,0.7130600957265246,11,5,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_Hiking,Hiking,train,bf87353d8b53,108,5,2388,0.6063651591289783,1.0,0.16572732066529972,0.0032002972470936363,0.003839720654313234,0.04281561367370928,0.1665286266336382,4.470987829522504,3.892956481621468e-06,4.488914291547047,3.7494125086803548e-06,11.310110613312968,0.0,1.06663829117147e-25,478,12,0.7037388696009567,25,3,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_10Y,NOR,10Y,Block_Hiking,Hiking,oos,bf87353d8b53,108,5,700,0.4685714285714286,1.0,-0.03958035348031408,0.008759927601494672,0.008556237164285716,0.07344967122976907,-0.023806076584596436,-1.063776979296741,0.8562851288430149,-2.1175318257066453,0.9827163891087074,0.8840814584727894,0.18832612074939803,0.9555495013031324,140,12,0.7037388696009567,25,3,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_15Y,NOR,15Y,Block_GFC,GFC,train,bc336c4dfed6,108,5,2163,0.5908460471567267,1.0,0.10657130869905174,0.0039638694293034306,0.004440452242302358,0.04758294659392102,0.10732753940211748,7.721740984342078,5.773159728050814e-15,7.5060439263031595,4.4270498305446023e-14,10.08754419876104,0.0,1.4359009543269258e-17,433,12,0.7540466357714252,10,3,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_15Y,NOR,15Y,Block_GFC,GFC,oos,bc336c4dfed6,108,5,866,0.4745958429561201,1.0,-0.0032742091102053728,0.00576467660810857,0.005761877309468819,0.05403624245987673,-0.0004858310042719083,0.9732146436603134,0.16522331716834548,-0.04564893868102879,0.518199700721532,-1.0179799456152971,0.8456562566758898,0.9369122869852291,173,12,0.7540466357714252,10,3,0.1
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_15Y,NOR,15Y,Block_ZIRP,ZIRP,train,a0f250167ff4,108,5,1935,0.6248062015503876,1.0,0.10088338291657706,0.005384919863389572,0.005991634118863048,0.05563208480117236,0.10126023108844373,5.15987920592923,1.2355461331825524e-07,5.207885551348989,1.056596837768452e-07,12.417283838691779,0.0,1.6202813434056174e-28,387,12,0.7267271004418554,9,5,0.05
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_15Y,NOR,15Y,Block_ZIRP,ZIRP,oos,a0f250167ff4,108,5,1091,0.4784601283226398,1.0,-0.0034142100727858615,0.0027507420722674386,0.002744490770027497,0.03955708062355888,-0.0022777639874804745,0.5278839971243547,0.29878992622738554,-0.37277644287493344,0.6453063446494582,0.8616707832076184,0.194434353807311,0.9269346180383367,218,12,0.7267271004418554,9,5,0.05
xgboost_v5,2026-06-29T16:18:15.343317+00:00,per_security,False,block_cv,level_change,NOR_15Y,NOR,15Y,Block_COVID,COVID,train,13e394ec0107,108,5,2713,0.5779579800958349,1.0,0.09989417456789673,0.004417219320769411,0.004907584707003316,0.049588809339235665,0.09991990266294004,5.55917488893135,1.3552649447134968e-08,5.483517281505388,2.2769313310765507e-08,9.698732540462611,0.0,2.3668917492362244e-16,543,12,0.7134542068586507,14,3,0.1
