security,horizon,fold,scheme,bucket,shap_share_pct
NOR_10Y,5,GFC,walk_forward,curve,24.06316197152523
NOR_10Y,5,GFC,walk_forward,momentum,1.2321749773632604
NOR_10Y,5,GFC,walk_forward,vol,23.34323793163585
NOR_10Y,5,GFC,walk_forward,macro,33.79173590515915
NOR_10Y,5,GFC,walk_forward,credit,0.0
NOR_10Y,5,GFC,walk_forward,cross_market,10.76603925197294
NOR_10Y,5,GFC,walk_forward,norway,6.503558390934091
NOR_10Y,5,GFC,walk_forward,carry_roll,0.3000915714094789
NOR_10Y,5,ZIRP_early,walk_forward,curve,15.160402848458174
NOR_10Y,5,ZIRP_early,walk_forward,momentum,5.308797853406319
NOR_10Y,5,ZIRP_early,walk_forward,vol,8.888331820424625
NOR_10Y,5,ZIRP_early,walk_forward,macro,40.20667144523728
NOR_10Y,5,ZIRP_early,walk_forward,credit,0.0
NOR_10Y,5,ZIRP_early,walk_forward,cross_market,2.282325244937981
NOR_10Y,5,ZIRP_early,walk_forward,norway,28.153470787535618
NOR_10Y,5,ZIRP_early,walk_forward,carry_roll,0.0
NOR_10Y,5,ZIRP_late,walk_forward,curve,7.428182597467743
NOR_10Y,5,ZIRP_late,walk_forward,momentum,10.299926082299205
NOR_10Y,5,ZIRP_late,walk_forward,vol,9.74413131500337
NOR_10Y,5,ZIRP_late,walk_forward,macro,39.55422099575067
NOR_10Y,5,ZIRP_late,walk_forward,credit,0.0
NOR_10Y,5,ZIRP_late,walk_forward,cross_market,10.999730814046599
NOR_10Y,5,ZIRP_late,walk_forward,norway,19.10104233631984
NOR_10Y,5,ZIRP_late,walk_forward,carry_roll,2.8727658591125738
NOR_10Y,5,COVID,walk_forward,curve,9.076386881979303
NOR_10Y,5,COVID,walk_forward,momentum,10.095387633186988
NOR_10Y,5,COVID,walk_forward,vol,3.9848763866053245
NOR_10Y,5,COVID,walk_forward,macro,42.005161661830655
NOR_10Y,5,COVID,walk_forward,credit,0.0
NOR_10Y,5,COVID,walk_forward,cross_market,8.030244130721341
NOR_10Y,5,COVID,walk_forward,norway,25.25916643244317
NOR_10Y,5,COVID,walk_forward,carry_roll,1.5487768732332194
NOR_10Y,5,Hiking,walk_forward,curve,8.369128378503481
