,nb_eurnok,nb_usdnok,nb_i44,nb_polrate,nb_nowa,nb_govt_3y,nb_govt_5y,nb_govt_10y,ssb_kpi_yoy,ssb_kpijae_yoy,ssb_unemp,ecb_dfr,rb_polrate
2000-01-03,8.062,7.9901,100.32,5.5,,,,,,,,,3.25
2000-01-04,8.15,7.9088,100.68,5.5,,,,,,,,,3.25
2000-01-05,8.206,7.9147,101.05,5.5,,,,,,,,,3.25
2000-01-06,8.203,7.8966,100.96,5.5,,,,,,,,,
2000-01-07,8.1945,7.9682,101.16,5.5,,,,,,,,,3.25
2000-01-10,8.19,8.0066,101.2,5.5,,,,,,,,,3.25
2000-01-11,8.2075,8.0026,101.19,5.5,,,,,,,,,3.25
2000-01-12,8.216,7.9705,101.17,5.5,,,,,,,,,3.25
2000-01-13,8.1795,7.9598,100.88,5.5,,,,,,,,,3.25
2000-01-14,8.1365,7.9575,100.67,5.5,,,,,,,,,3.25
2000-01-17,8.0965,8.0211,100.67,5.5,,,,,,,,,3.25
2000-01-18,8.1065,8.0318,100.73,5.5,,,,,,,,,3.25
2000-01-19,8.0755,7.9916,100.3,5.5,,,,,,,,,3.25
2000-01-20,8.0865,8.0152,100.56,5.5,,,,,,,,,3.25
2000-01-21,8.077,7.9994,100.53,5.5,,,,,,,,,3.25
2000-01-24,8.0455,8.0238,100.42,5.5,,,,,,,,,3.25
2000-01-25,8.0415,8.0351,100.44,5.5,,,,,,,,,3.25
2000-01-26,8.069,8.0537,100.69,5.5,,,,,,,,,3.25
2000-01-27,8.0815,8.1009,101.01,5.5,,,,,,,,,3.25
2000-01-28,8.044,8.1682,100.96,5.5,,,,,,,,,3.25
2000-01-31,8.0825,8.255,101.35,5.5,,,,,2.9,,,,3.25
2000-02-01,8.073,8.3141,101.39,5.5,,,,,,,,,3.25
2000-02-02,8.0175,8.251,100.74,5.5,,,,,,,,,3.25
2000-02-03,8.0475,8.2555,101.03,5.5,,,,,,,,,3.25
2000-02-04,8.083,8.2186,101.17,5.5,,,,,,,,2.25,3.25
2000-02-07,8.059,8.2513,101.05,5.5,,,,,,,,,3.25
2000-02-08,8.072,8.1511,100.79,5.5,,,,,,,,,3.25
2000-02-09,8.0825,8.1362,100.9,5.5,,,,,,,,,3.75
2000-02-10,8.0695,8.1774,101.0,5.5,,,,,,,,,3.75
2000-02-11,8.0395,8.2027,100.78,5.5,,,,,,,,,3.75
2000-02-14,8.0795,8.1884,101.02,5.5,,,,,,,,,3.75
2000-02-15,8.0685,8.2517,101.1,5.5,,,,,,,,,3.75
2000-02-16,8.1125,8.2747,101.47,5.5,,,,,,,,,3.75
2000-02-17,8.1565,8.2231,101.63,5.5,,,,,,,,,3.75
2000-02-18,8.1455,8.2637,101.71,5.5,,,,,,,,,3.75
2000-02-21,8.17,8.2885,101.78,5.5,,,,,,,,,3.75
2000-02-22,8.1915,8.1735,101.54,5.5,,,,,,,,,3.75
2000-02-23,8.1955,8.1401,101.47,5.5,,,,,,,,,3.75
2000-02-24,8.1475,8.2315,101.49,5.5,,,,,,,,,3.75
2000-02-25,8.1275,8.2824,101.63,5.5,,,,,,,,,3.75
2000-02-28,8.0625,8.3645,101.61,5.5,,,,,,,,,3.75
2000-02-29,8.0805,8.3184,101.53,5.5,,,,,3.2,,,,3.75
2000-03-01,8.0825,8.3609,101.73,5.5,,,,,,,,,3.75
2000-03-02,8.07,8.2982,101.5,5.5,,,,,,,,,3.75
2000-03-03,8.084,8.3694,101.76,5.5,,,,,,,,,3.75
2000-03-06,8.0765,8.3781,101.85,5.5,,,,,,,,,3.75
2000-03-07,8.084,8.427,102.1,5.5,,,,,,,,,3.75
2000-03-08,8.085,8.4722,102.31,5.5,,,,,,,,,3.75
2000-03-09,8.1175,8.4417,102.46,5.5,,,,,,,,,3.75
2000-03-10,8.0995,8.4256,102.23,5.5,,,,,,,,,3.75
2000-03-13,8.1205,8.3579,102.3,5.5,,,,,,,,,3.75
2000-03-14,8.121,8.4418,102.61,5.5,,,,,,,,,3.75
2000-03-15,8.14,8.4379,102.68,5.5,,,,,,,,,3.75
2000-03-16,8.1585,8.443,102.82,5.5,,,,,,,,,3.75
2000-03-17,8.154,8.4305,102.74,5.5,,,,,,,,2.5,3.75
2000-03-20,8.1705,8.4102,102.7,5.5,,,,,,,,,3.75
2000-03-21,8.166,8.4177,102.84,5.5,,,,,,,,,3.75
2000-03-22,8.1475,8.4843,102.9,5.5,,,,,,,,,3.75
2000-03-23,8.106,8.3948,102.29,5.5,,,,,,,,,3.75
2000-03-24,8.13,8.3685,102.46,5.5,,,,,,,,,3.75
2000-03-27,8.127,8.368,102.58,5.5,,,,,,,,,3.75
2000-03-28,8.081,8.3767,102.35,5.5,,,,,,,,,3.75
2000-03-29,8.0625,8.4265,102.52,5.5,,,,,,,,,3.75
2000-03-30,8.0815,8.4579,102.8,5.5,,,,,,,,,3.75
2000-03-31,8.0885,8.467,102.96,5.5,,,,,2.6,,,,3.75
2000-04-03,8.109,8.4787,103.06,5.5,,,,,,,,,3.75
2000-04-04,8.1145,8.5075,103.13,5.5,,,,,,,,,3.75
2000-04-05,8.157,8.4328,103.09,5.5,,,,,,,,,3.75
2000-04-06,8.133,8.4499,103.05,5.5,,,,,,,,,3.75
2000-04-07,8.127,8.4975,103.21,5.5,,,,,,,,,3.75
2000-04-10,8.1465,8.4948,103.32,5.5,,,,,,,,,3.75
2000-04-11,8.1765,8.5225,103.66,5.5,,,,,,,,,3.75
2000-04-12,8.1585,8.5197,103.57,5.5,,,,,,,,,3.75
2000-04-13,8.148,8.5436,103.57,5.75,,,,,,,,,3.75
2000-04-14,8.149,8.5419,103.54,5.75,,,,,,,,,3.75
2000-04-17,8.2075,8.5736,104.14,5.75,,,,,,,,,3.75
2000-04-18,8.1775,8.6078,104.05,5.75,,,,,,,,,3.75
2000-04-19,8.172,8.6321,104.13,5.75,,,,,,,,,3.75
2000-04-20,,,104.13,,,,,,,,,,3.75
2000-04-21,,,104.13,,,,,,,,,,
2000-04-24,,,104.25,,,,,,,,,,
2000-04-25,8.163,8.7755,104.75,5.75,,,,,,,,,3.75
2000-04-26,8.1535,8.8692,105.13,5.75,,,,,,,,,3.75
2000-04-27,8.175,8.9218,105.44,5.75,,,,,,,,,3.75
2000-04-28,8.1475,8.9681,105.38,5.75,,,,,,,,2.75,3.75
2000-04-30,,,,,,,,,2.6,,,,
2000-05-01,,,105.36,,,,,,,,,,
2000-05-02,8.1385,8.9277,105.13,5.75,,,,,,,,,3.75
2000-05-03,8.06,9.043,105.04,5.75,,,,,,,,,3.75
2000-05-04,8.1055,9.0595,105.16,5.75,,,,,,,,,3.75
2000-05-05,8.125,9.0439,105.26,5.75,,,,,,,,,3.75
2000-05-08,8.1375,9.0901,105.46,5.75,,,,,,,,,3.75
2000-05-09,8.1495,9.0772,105.4,5.75,,,,,,,,,3.75
2000-05-10,8.1935,8.9969,105.38,5.75,,,,,,,,,3.75
2000-05-11,8.224,9.0583,105.61,5.75,,,,,,,,,3.75
2000-05-12,8.1715,9.0503,105.19,5.75,,,,,,,,,3.75
2000-05-15,8.199,8.9636,105.02,5.75,,,,,,,,,3.75
2000-05-16,8.175,9.0182,104.98,5.75,,,,,,,,,3.75
2000-05-17,,,105.04,,,,,,,,,,3.75
2000-05-18,8.1565,9.1216,105.24,5.75,,,,,,,,,3.75
2000-05-19,8.1505,9.1837,105.5,5.75,,,,,,,,,3.75
2000-05-22,8.2155,9.1283,105.58,5.75,,,,,,,,,3.75
2000-05-23,8.2665,9.0731,105.72,5.75,,,,,,,,,3.75
2000-05-24,8.2745,9.0949,105.82,5.75,,,,,,,,,3.75
2000-05-25,8.249,9.1849,105.85,5.75,,,,,,,,,3.75
2000-05-26,8.286,9.0627,105.58,5.75,,,,,,,,,3.75
2000-05-29,8.3075,8.9694,105.4,5.75,,,,,,,,,3.75
2000-05-30,8.3425,8.9139,105.63,5.75,,,,,,,,,3.75
2000-05-31,8.305,8.9272,105.35,5.75,,,,,2.9,,,,3.75
2000-06-01,,,105.31,,,,,,,,,,
2000-06-02,8.312,8.8851,105.19,5.75,,,,,,,,,3.75
2000-06-05,8.287,8.7851,104.88,5.75,,,,,,,,,3.75
2000-06-06,8.279,8.7285,104.55,5.75,,,,,,,,,3.75
2000-06-07,8.2715,8.6576,104.32,5.75,,,,,,,,,3.75
2000-06-08,8.3095,8.5948,104.46,5.75,,,,,,,,,3.75
2000-06-09,8.3245,8.7719,105.06,5.75,,,,,,,,3.25,3.75
2000-06-12,,,104.96,,,,,,,,,,
2000-06-13,8.284,8.6445,104.33,5.75,,,,,,,,,3.75
2000-06-14,8.2485,8.5601,103.88,5.75,,,,,,,,,3.75
2000-06-15,8.224,8.635,103.95,6.25,,,,,,,,,3.75
2000-06-16,8.2485,8.6236,103.99,6.25,,,,,,,,,3.75
2000-06-19,8.267,8.5757,103.98,6.25,,,,,,,,,3.75
2000-06-20,8.2265,8.625,103.98,6.25,,,,,,,,,3.75
2000-06-21,8.223,8.6832,104.14,6.25,,,,,,,,,3.75
2000-06-22,8.2135,8.7331,104.23,6.25,,,,,,,,,3.75
2000-06-23,8.2025,8.714,104.16,6.25,,,,,,,,,
2000-06-26,8.179,8.7692,104.01,6.25,,,,,,,,,3.75
2000-06-27,8.2125,8.7358,103.94,6.25,,,,,,,,,3.75
2000-06-28,8.175,8.683,103.42,6.25,,,,,,,,3.25,3.75
2000-06-29,8.1785,8.6053,103.24,6.25,,,,,,,,,3.75
2000-06-30,8.185,8.5653,103.07,6.25,,,,,3.3,,,,3.75
2000-07-03,8.169,8.6053,103.2,6.25,,,,,,,,,3.75
2000-07-04,8.18,8.6223,103.32,6.25,,,,,,,,,3.75
2000-07-05,8.187,8.5845,103.14,6.25,,,,,,,,,3.75
2000-07-06,8.18,8.5726,103.0,6.25,,,,,,,,,3.75
2000-07-07,8.173,8.6186,103.07,6.25,,,,,,,,,3.75
2000-07-10,8.1655,8.5745,102.9,6.25,,,,,,,,,3.75
2000-07-11,8.1755,8.5814,103.04,6.25,,,,,,,,,3.75
2000-07-12,8.1515,8.5814,103.0,6.25,,,,,,,,,3.75
2000-07-13,8.1475,8.7148,103.45,6.25,,,,,,,,,3.75
2000-07-14,8.1515,8.7238,103.46,6.25,,,,,,,,,3.75
2000-07-17,8.166,8.7318,103.52,6.25,,,,,,,,,3.75
2000-07-18,8.1895,8.756,103.93,6.25,,,,,,,,,3.75
2000-07-19,8.1735,8.8688,104.18,6.25,,,,,,,,,3.75
2000-07-20,8.189,8.8818,104.19,6.25,,,,,,,,,3.75
2000-07-21,8.1835,8.7403,103.87,6.25,,,,,,,,,3.75
2000-07-24,8.1915,8.7779,103.9,6.25,,,,,,,,,3.75
2000-07-25,8.168,8.6801,103.46,6.25,,,,,,,,,3.75
2000-07-26,8.1825,8.7141,103.69,6.25,,,,,,,,,3.75
2000-07-27,8.195,8.7283,103.83,6.25,,,,,,,,,3.75
2000-07-28,8.1835,8.8222,103.99,6.25,,,,,,,,,3.75
2000-07-31,8.199,8.8705,104.08,6.25,,,,,3.2,,,,3.75
2000-08-01,8.1985,8.8498,104.14,6.25,,,,,,,,,3.75
2000-08-02,8.18,8.9477,104.39,6.25,,,,,,,,,3.75
2000-08-03,8.1585,9.0369,104.54,6.25,,,,,,,,,3.75
2000-08-04,8.1215,8.9929,104.17,6.25,,,,,,,,,3.75
2000-08-07,8.0945,8.9107,103.78,6.25,,,,,,,,,3.75
2000-08-08,8.1165,8.9715,104.27,6.25,,,,,,,,,3.75
2000-08-09,8.067,8.9903,103.97,6.25,,,,,,,,,3.75
2000-08-10,8.087,8.9547,103.91,6.75,,,,,,,,,3.75
2000-08-11,8.1195,8.8913,103.98,6.75,,,,,,,,,3.75
2000-08-14,8.07,8.9557,103.81,6.75,,,,,,,,,3.75
2000-08-15,8.114,8.8989,103.9,6.75,,,,,,,,,3.75
2000-08-16,8.099,8.9275,103.73,6.75,,,,,,,,,3.75
2000-08-17,8.09,8.8512,103.32,6.75,,,,,,,,,3.75
2000-08-18,8.061,8.832,103.12,6.75,,,,,,,,,3.75
2000-08-21,8.0435,8.9144,103.26,6.75,,,,,,,,,3.75
2000-08-22,8.0435,8.9651,103.5,6.75,,,,,,,,,3.75
2000-08-23,8.0525,9.0295,103.8,6.75,,,,,,,,,3.75
2000-08-24,8.1015,8.9897,104.03,6.75,,,,,,,,,3.75
2000-08-25,8.0955,8.9741,103.86,6.75,,,,,,,,,3.75
2000-08-28,8.0745,8.9647,103.61,6.75,,,,,,,,,3.75
2000-08-29,8.0715,9.0033,103.62,6.75,,,,,,,,,3.75
2000-08-30,8.0715,9.0599,103.77,6.75,,,,,,,,,3.75
2000-08-31,8.0745,9.0664,103.9,6.75,,,,,3.6,,,,3.75
2000-09-01,8.0725,9.0682,103.88,6.75,,,,,,,,3.5,3.75
2000-09-04,8.0815,8.9794,103.82,6.75,,,,,,,,,3.75
2000-09-05,8.074,9.0862,104.09,6.75,,,,,,,,,3.75
2000-09-06,8.0515,9.1308,104.05,6.75,,,,,,,,,3.75
2000-09-07,8.0155,9.2387,104.11,6.75,,,,,,,,,3.75
2000-09-08,8.0385,9.2026,104.17,6.75,,,,,,,,,3.75
2000-09-11,8.024,9.3205,104.28,6.75,,,,,,,,,3.75
2000-09-12,7.98,9.264,103.62,6.75,,,,,,,,,3.75
2000-09-13,8.0435,9.2945,104.12,6.75,,,,,,,,,3.75
2000-09-14,8.0405,9.2494,104.06,6.75,,,,,,,,,3.75
2000-09-15,8.018,9.307,104.06,6.75,,,,,,,,,3.75
2000-09-18,7.991,9.3725,103.96,6.75,,,,,,,,,3.75
2000-09-19,8.0055,9.373,104.15,6.75,,,,,,,,,3.75
2000-09-20,7.9665,9.3989,104.01,6.75,,,,,,,,,3.75
2000-09-21,7.992,9.3759,103.88,7.0,,,,,,,,,3.75
2000-09-22,8.0345,9.0377,103.39,7.0,,,,,,,,,3.75
2000-09-25,8.027,9.1528,103.62,7.0,,,,,,,,,3.75
2000-09-26,8.0215,9.1601,103.5,7.0,,,,,,,,,3.75
2000-09-27,8.044,9.078,103.41,7.0,,,,,,,,,3.75
2000-09-28,8.0125,9.0721,103.17,7.0,,,,,,,,,3.75
2000-09-29,8.0255,9.1563,103.52,7.0,,,,,,,,,3.75
2000-09-30,,,,,,,,,3.5,,,,
2000-10-02,8.043,9.1377,103.63,7.0,,,,,,,,,3.75
2000-10-03,8.0345,9.1687,103.59,7.0,,,,,,,,,3.75
2000-10-04,8.035,9.2039,103.54,7.0,,,,,,,,,3.75
2000-10-05,8.048,9.16,103.61,7.0,,,,,,,,,3.75
2000-10-06,8.0355,9.233,103.76,7.0,,,,,,,,3.75,3.75
2000-10-09,8.045,9.2524,103.83,7.0,,,,,,,,,3.75
2000-10-10,8.0575,9.2392,103.92,7.0,,,,,,,,,3.75
2000-10-11,8.073,9.258,104.15,7.0,,,,,,,,,3.75
2000-10-12,8.054,9.3131,104.26,7.0,,,,,,,,,3.75
2000-10-13,8.047,9.3277,104.41,7.0,,,,,,,,,3.75
2000-10-16,8.009,9.4102,104.25,7.0,,,,,,,,,3.75
2000-10-17,8.0375,9.4603,104.58,7.0,,,,,,,,,3.75
2000-10-18,8.0465,9.4387,104.65,7.0,,,,,,,,,3.75
2000-10-19,8.007,9.5197,104.58,7.0,,,,,,,,,3.75
2000-10-20,8.004,9.4699,104.36,7.0,,,,,,,,,3.75
2000-10-23,7.9415,9.4801,103.98,7.0,,,,,,,,,3.75
2000-10-24,7.9465,9.4759,104.18,7.0,,,,,,,,,3.75
2000-10-25,7.946,9.5654,104.35,7.0,,,,,,,,,3.75
2000-10-26,7.927,9.6062,104.05,7.0,,,,,,,,,3.75
2000-10-27,7.9265,9.5225,103.73,7.0,,,,,,,,,3.75
2000-10-30,7.933,9.3527,103.38,7.0,,,,,,,,,3.75
2000-10-31,7.8735,9.3543,102.68,7.0,,,,,3.1,,,,3.75
2000-11-01,7.8765,9.208,102.6,7.0,,,,,,,,,3.75
2000-11-02,7.9395,9.1829,102.64,7.0,,,,,,,,,3.75
2000-11-03,7.977,9.1375,102.87,7.0,,,,,,,,,3.75
2000-11-06,7.977,9.2039,103.08,7.0,,,,,,,,,3.75
2000-11-07,7.9785,9.2914,103.18,7.0,,,,,,,,,3.75
2000-11-08,7.9635,9.3042,103.08,7.0,,,,,,,,,3.75
2000-11-09,7.939,9.3061,102.8,7.0,,,,,,,,,3.75
2000-11-10,8.0,9.224,103.09,7.0,,,,,,,,,3.75
2000-11-13,7.989,9.268,103.16,7.0,,,,,,,,,3.75
2000-11-14,8.0225,9.347,103.62,7.0,,,,,,,,,3.75
2000-11-15,8.0365,9.3491,103.69,7.0,,,,,,,,,3.75
2000-11-16,8.0135,9.3517,103.49,7.0,,,,,,,,,3.75
2000-11-17,8.0035,9.3773,103.42,7.0,,,,,,,,,3.75
2000-11-20,7.9865,9.4092,103.46,7.0,,,,,,,,,3.75
2000-11-21,8.0345,9.4814,103.93,7.0,,,,,,,,,3.75
2000-11-22,8.0085,9.5011,103.8,7.0,,,,,,,,,3.75
2000-11-23,8.009,9.504,103.72,7.0,,,,,,,,,3.75
2000-11-24,8.022,9.5092,103.8,7.0,,,,,,,,,3.75
2000-11-27,8.015,9.5349,103.71,7.0,,,,,,,,,3.75
2000-11-28,8.019,9.3669,103.26,7.0,,,,,,,,,3.75
2000-11-29,8.028,9.2809,103.1,7.0,,,,,,,,,3.75
2000-11-30,8.0525,9.2728,103.07,7.0,,,,,3.2,,,,3.75
2000-12-01,8.0815,9.2519,103.27,7.0,,,,,,,,,3.75
2000-12-04,8.1075,9.1014,103.32,7.0,,,,,,,,,3.75
2000-12-05,8.1035,9.1981,103.64,7.0,,,,,,,,,3.75
2000-12-06,8.0655,9.1363,103.05,7.0,,,,,,,,,3.75
2000-12-07,8.115,9.0741,103.25,7.0,,,,,,,,,3.75
2000-12-08,8.112,9.1197,103.49,7.0,,,,,,,,,3.75
2000-12-11,8.0905,9.1896,103.74,7.0,,,,,,,,,3.75
2000-12-12,8.072,9.1915,103.67,7.0,,,,,,,,,3.75
2000-12-13,8.1085,9.269,103.98,7.0,,,,,,,,,4.0
2000-12-14,8.1115,9.1624,103.68,7.0,,,,,,,,,4.0
2000-12-15,8.14,9.0606,103.58,7.0,,,,,,,,,4.0
2000-12-18,8.08,9.0118,102.91,7.0,,,,,,,,,4.0
2000-12-19,8.1085,9.1076,103.17,7.0,,,,,,,,,4.0
2000-12-20,8.1365,8.9817,102.93,7.0,,,,,,,,,4.0
2000-12-21,8.177,8.9405,103.1,7.0,,,,,,,,,4.0
2000-12-22,8.1915,8.8653,102.81,7.0,,,,,,,,,4.0
2000-12-25,,,102.81,,,,,,,,,,
2000-12-26,,,102.8,,,,,,,,,,
2000-12-27,8.2485,8.8598,103.11,7.0,,,,,,,,,4.0
2000-12-28,8.2525,8.888,103.18,7.0,,,,,,,,,4.0
2000-12-29,8.2335,8.8485,102.93,7.0,,,,,,,,,4.0
2000-12-31,,,,,,,,,3.0,,,,
2001-01-01,,,102.9,,,,,,,,,,
2001-01-02,8.3065,8.8151,103.2,7.0,,,,,,,,,4.0
2001-01-03,8.3145,8.7246,102.99,7.0,,,,,,,,,4.0
2001-01-04,8.271,8.745,102.67,7.0,,,,,,,,,4.0
2001-01-05,8.291,8.6862,102.6,,,,,,,,,,4.0
2001-01-08,8.298,8.7375,102.86,7.0,,,,,,,,,4.0
2001-01-09,8.2495,8.7751,102.44,7.0,,,,,,,,,4.0
2001-01-10,8.205,8.7176,101.86,7.0,,,,,,,,,4.0
2001-01-11,8.2,8.6107,101.48,7.0,,,,,,,,,4.0
2001-01-12,8.185,8.5752,101.34,7.0,,,,,,,,,4.0
2001-01-15,8.211,8.7092,101.83,7.0,,,,,,,,,4.0
2001-01-16,8.208,8.7208,101.75,7.0,,,,,,,,,4.0
2001-01-17,8.223,8.7516,102.02,7.0,,,,,,,,,4.0
2001-01-18,8.227,8.7484,102.01,7.0,,,,,,,,,4.0
2001-01-19,8.227,8.7521,102.22,7.0,,,,,,,,,4.0
2001-01-22,8.211,8.8385,102.17,7.0,,,,,,,,,4.0
2001-01-23,8.2755,8.7972,102.68,7.0,,,,,,,,,4.0
2001-01-24,8.256,8.8832,102.91,7.0,,,,,,,,,4.0
2001-01-25,8.226,8.9941,102.9,7.0,,,,,,,,,4.0
2001-01-26,8.21,8.8968,102.55,7.0,,,,,,,,,4.0
2001-01-29,8.195,8.9144,102.57,7.0,,,,,,,,,4.0
2001-01-30,8.1865,8.9013,102.46,7.0,,,,,,,,,4.0
2001-01-31,8.205,8.8292,102.31,7.0,,,,,3.2,,,,4.0
2001-02-01,8.213,8.7317,102.08,7.0,,,,,,,,,4.0
2001-02-02,8.205,8.7222,101.98,7.0,,,,,,,,,4.0
2001-02-05,8.204,8.7045,101.87,7.0,,,,,,,,,4.0
2001-02-06,8.175,8.7696,101.83,7.0,,,,,,,,,4.0
2001-02-07,8.1875,8.7802,101.98,7.0,,,,,,,,,4.0
2001-02-08,8.1715,8.8628,102.11,7.0,,,,,,,,,4.0
2001-02-09,8.1855,8.8712,102.06,7.0,,,,,,,,,4.0
2001-02-12,8.202,8.8307,102.04,7.0,,,,,,,,,4.0
2001-02-13,8.2165,8.8588,102.29,,,,,,,,,,4.0
2001-02-14,8.219,8.9551,102.66,7.0,,,,,,,,,4.0
2001-02-15,8.2075,9.0292,102.76,7.0,,,,,,,,,4.0
2001-02-16,8.195,8.9926,102.62,7.0,,,,,,,,,4.0
2001-02-19,8.206,8.907,102.46,7.0,,,,,,,,,4.0
2001-02-20,8.2195,9.0623,103.01,7.0,,,,,,,,,4.0
2001-02-21,8.2425,9.0121,103.02,7.0,,,,,,,,,4.0
2001-02-22,8.26,9.121,103.22,7.0,,,,,,,,,4.0
2001-02-23,8.2455,9.097,102.92,7.0,,,,,,,,,4.0
2001-02-26,8.223,9.0313,102.67,7.0,,,,,,,,,4.0
2001-02-27,8.2285,8.9801,102.45,7.0,,,,,,,,,4.0
2001-02-28,8.244,8.9144,102.28,7.0,,,,,3.6,,,,4.0
2001-03-01,8.232,8.8812,101.99,7.0,,,,,,,,,4.0
2001-03-02,8.2195,8.7787,101.69,7.0,,,,,,,,,4.0
2001-03-05,8.226,8.8404,101.94,7.0,,,,,,,,,4.0
2001-03-06,8.2315,8.8711,102.13,7.0,,,,,,,,,4.0
2001-03-07,8.2155,8.8272,101.69,,,,,,,,,,4.0
2001-03-08,8.221,8.8284,101.71,7.0,,,,,,,,,4.0
2001-03-09,8.207,8.771,101.48,7.0,,,,,,,,,4.0
2001-03-12,8.222,8.8676,101.85,7.0,,,,,,,,,4.0
2001-03-13,8.2345,8.9486,102.01,7.0,,,,,,,,,4.0
2001-03-14,8.213,8.9447,101.88,7.0,,,,,,,,,4.0
2001-03-15,8.1835,9.0286,101.87,7.0,,,,,,,,,4.0
2001-03-16,8.1695,9.131,101.85,7.0,,,,,,,,,4.0
2001-03-19,8.123,9.0296,101.15,7.0,,,,,,,,,4.0
2001-03-20,8.1265,9.0094,101.12,7.0,,,,,,,,,4.0
2001-03-21,8.1235,9.0362,101.12,7.0,,,,,,,,,4.0
2001-03-22,8.1165,9.1309,101.1,7.0,,,,,,,,,4.0
2001-03-23,8.0855,9.0624,100.81,7.0,,,,,,,,,4.0
2001-03-26,8.083,9.0464,100.88,7.0,,,,,,,,,4.0
2001-03-27,8.085,9.0315,100.96,7.0,,,,,,,,,4.0
2001-03-28,8.081,9.1208,101.2,7.0,,,,,,,,,4.0
2001-03-29,8.065,9.1233,100.91,7.0,,,,,,,,,4.0
2001-03-30,8.057,9.1225,100.81,7.0,,,,,,,,,4.0
2001-03-31,,,,,,,,,3.7,,,,
2001-04-02,8.058,9.186,100.86,7.0,,,,,,,,,4.0
2001-04-03,8.0975,9.1549,100.94,7.0,,,,,,,,,4.0
2001-04-04,8.1815,9.0583,101.25,7.0,,,,,,,,,4.0
2001-04-05,8.167,9.0543,101.3,7.0,,,,,,,,,4.0
2001-04-06,8.1285,9.0923,101.14,7.0,,,,,,,,,4.0
2001-04-09,8.141,9.0275,101.21,7.0,,,,,,,,,4.0
2001-04-10,8.1045,9.0604,101.13,7.0,,,,,,,,,4.0
2001-04-11,8.09,9.0899,101.23,7.0,,,,,,,,,4.0
2001-04-12,,,101.23,,,,,,,,,,4.0
2001-04-13,,,101.23,,,,,,,,,,
2001-04-16,,,101.26,,,,,,,,,,
2001-04-17,8.048,9.1548,101.09,7.0,,,,,,,,,4.0
2001-04-18,8.059,9.1809,101.15,7.0,,,,,,,,,4.0
2001-04-19,8.0605,9.1316,101.13,7.0,,,,,,,,,4.0
2001-04-20,8.123,9.0366,101.17,7.0,,,,,,,,,4.0
2001-04-23,8.1465,9.0497,101.33,7.0,,,,,,,,,4.0
2001-04-24,8.147,9.0795,101.42,7.0,,,,,,,,,4.0
2001-04-25,8.1625,9.1232,101.62,7.0,,,,,,,,,4.0
2001-04-26,8.1665,9.0608,101.44,7.0,,,,,,,,,4.0
2001-04-27,8.155,9.038,101.41,7.0,,,,,,,,,4.0
2001-04-30,8.0925,9.1173,101.14,7.0,,,,,3.9,,,,4.0
2001-05-01,,,101.15,,,,,,,,,,
2001-05-02,8.103,9.0973,101.11,7.0,,,,,,,,,4.0
2001-05-03,8.099,9.0969,101.16,7.0,,,,,,,,,4.0
2001-05-04,8.0925,9.053,101.01,7.0,,,,,,,,,4.0
2001-05-07,8.079,9.0582,101.0,7.0,,,,,,,,,4.0
2001-05-08,8.054,9.0841,100.83,7.0,,,,,,,,,4.0
2001-05-09,8.04,9.1084,100.72,7.0,,,,,,,,,4.0
2001-05-10,8.071,9.1198,101.07,7.0,,,,,,,,,4.0
2001-05-11,8.0185,9.14,100.88,7.0,,,,,,,,3.5,4.0
2001-05-14,7.99,9.1366,100.51,7.0,,,,,,,,,4.0
2001-05-15,8.019,9.1458,100.7,7.0,,,,,,,,,4.0
2001-05-16,8.0335,9.0938,100.59,7.0,,,,,,,,,4.0
2001-05-17,,,100.57,,,,,,,,,,4.0
2001-05-18,7.9605,9.0697,100.07,7.0,,,,,,,,,4.0
2001-05-21,7.931,9.0599,99.96,7.0,,,,,,,,,4.0
2001-05-22,7.9315,9.1324,100.27,7.0,,,,,,,,,4.0
2001-05-23,7.944,9.2533,100.64,7.0,,,,,,,,,4.0
2001-05-24,,,100.58,,,,,,,,,,
2001-05-25,7.901,9.1968,100.08,7.0,,,,,,,,,4.0
2001-05-28,7.9115,9.2166,100.18,7.0,,,,,,,,,4.0
2001-05-29,7.8865,9.2218,100.06,7.0,,,,,,,,,4.0
2001-05-30,7.908,9.2405,100.31,7.0,,,,,,,,,4.0
2001-05-31,7.93,9.3514,100.85,7.0,,,,,4.3,,,,4.0
2001-06-01,7.982,9.415,101.41,7.0,,,,,,,,,4.0
2001-06-04,,,101.41,,,,,,,,,,
2001-06-05,7.969,9.4141,101.01,7.0,,,,,,,,,4.0
2001-06-06,7.9675,9.3263,100.74,7.0,,,,,,,,,4.0
2001-06-07,7.9555,9.397,100.58,7.0,,,,,,,,,4.0
2001-06-08,7.951,9.3895,100.49,7.0,,,,,,,,,4.0
2001-06-11,7.9535,9.3637,100.47,7.0,,,,,,,,,4.0
2001-06-12,7.9835,9.4212,100.76,7.0,,,,,,,,,4.0
2001-06-13,7.995,9.3596,100.74,7.0,,,,,,,,,4.0
2001-06-14,7.9545,9.3671,100.43,7.0,,,,,,,,,4.0
2001-06-15,7.998,9.2334,100.69,7.0,,,,,,,,,4.0
2001-06-18,7.9225,9.2326,100.01,7.0,,,,,,,,,4.0
2001-06-19,7.9,9.2257,99.81,7.0,,,,,,,,,4.0
2001-06-20,7.8565,9.2288,99.31,7.0,,,,,,,,,4.0
