,nb_eurnok,nb_usdnok,nb_i44,nb_polrate,nb_nowa,nb_govt_3y,nb_govt_5y,nb_govt_10y,ssb_kpi_yoy,ssb_kpijae_yoy,ssb_unemp,ecb_dfr,rb_polrate
2016-02-05,9.5665,8.54,107.7,0.75,0.74,,,,,,,,-0.35
2016-02-08,9.5885,8.6375,108.08,0.75,0.74,,,,,,,,-0.35
2016-02-09,9.6705,8.6067,108.4,0.75,0.73,,,,,,,,-0.35
2016-02-10,9.6195,8.5453,107.93,0.75,0.74,,,,,,,,-0.35
2016-02-11,9.7085,8.556,108.43,0.75,0.73,,,,,,,,-0.35
2016-02-12,9.6773,8.583,108.5,0.75,0.72,,,,,,,,-0.35
2016-02-15,9.6313,8.6148,108.48,0.75,0.76,,,,,,,,-0.35
2016-02-16,9.6049,8.6019,108.12,0.75,0.74,,,,,,,,-0.35
2016-02-17,9.5955,8.6166,108.07,0.75,0.74,,,,,,,,-0.5
2016-02-18,9.5235,8.5921,107.72,0.75,0.74,,,,,,,,-0.5
2016-02-19,9.5358,8.5939,107.73,0.75,0.75,,,,,,,,-0.5
2016-02-22,9.493,8.6096,107.55,0.75,0.75,,,,,,,,-0.5
2016-02-23,9.459,8.5975,107.32,0.75,0.74,,,,,,,,-0.5
2016-02-24,9.5858,8.7294,108.57,0.75,0.75,,,,,,,,-0.5
2016-02-25,9.5413,8.6527,108.01,0.75,0.73,,,,,,,,-0.5
2016-02-26,9.5245,8.6539,107.93,0.75,0.74,,,,,,,,-0.5
2016-02-29,9.5043,8.7292,108.09,0.75,0.74,,,,3.2,3.4,158.0,,-0.5
2016-03-01,9.407,8.6525,107.16,0.75,0.73,,,,,,,,-0.5
2016-03-02,9.422,8.6791,107.52,0.75,0.74,,,,,,,,-0.5
2016-03-03,9.4245,8.6455,107.48,0.75,0.73,,,,,,,,-0.5
2016-03-04,9.383,8.5533,106.97,0.75,0.73,,,,,,,,-0.5
2016-03-07,9.3583,8.5441,106.78,0.75,0.74,,,,,,,,-0.5
2016-03-08,9.4285,8.5496,107.29,0.75,0.75,,,,,,,,-0.5
2016-03-09,9.3964,8.5632,107.27,0.75,0.73,,,,,,,,-0.5
2016-03-10,9.2926,8.5591,106.69,0.75,0.74,,,,,,,,-0.5
2016-03-11,9.436,8.5086,107.48,0.75,0.75,,,,,,,,-0.5
2016-03-14,9.414,8.4666,107.22,0.75,0.74,,,,,,,,-0.5
2016-03-15,9.48,8.5336,107.86,0.75,0.78,,,,,,,,-0.5
2016-03-16,9.502,8.5882,108.1,0.75,0.76,,,,,,,-0.4,-0.5
2016-03-17,9.4768,8.3784,107.5,0.75,0.78,,,,,,,,-0.5
2016-03-18,9.4111,8.3439,107.02,0.5,0.49,,,,,,,,-0.5
2016-03-21,9.4428,8.378,107.33,0.5,0.49,,,,,,,,-0.5
2016-03-22,9.447,8.4258,107.52,0.5,0.5,,,,,,,,-0.5
2016-03-23,9.442,8.4364,107.5,0.5,0.51,,,,,,,,-0.5
2016-03-24,,,,,,,,,,,,,-0.5
2016-03-29,9.4839,8.4723,107.83,0.5,0.48,,,,,,,,-0.5
2016-03-30,9.43,8.3274,107.07,0.5,0.5,,,,,,,,-0.5
2016-03-31,9.4145,8.2692,106.8,0.5,0.69,,,,3.3,3.4,134.0,,-0.5
2016-04-01,9.4401,8.2576,106.81,0.5,0.47,,,,,,,,-0.5
2016-04-04,9.4359,8.2917,106.96,0.5,0.48,,,,,,,,-0.5
2016-04-05,9.4995,8.3571,107.53,0.5,0.51,,,,,,,,-0.5
2016-04-06,9.476,8.3592,107.22,0.5,0.48,,,,,,,,-0.5
2016-04-07,9.4546,8.3198,107.01,0.5,0.49,,,,,,,,-0.5
2016-04-08,9.4183,8.2886,106.59,0.5,0.48,,,,,,,,-0.5
2016-04-11,9.3809,8.2361,106.3,0.5,0.52,,,,,,,,-0.5
2016-04-12,9.3515,8.2059,106.16,0.5,0.48,,,,,,,,-0.5
2016-04-13,9.3113,8.2415,106.06,0.5,0.48,,,,,,,,-0.5
2016-04-14,9.264,8.2332,105.62,0.5,0.5,,,,,,,,-0.5
2016-04-15,9.3044,8.2457,105.96,0.5,0.5,,,,,,,,-0.5
2016-04-18,9.3325,8.2545,106.13,0.5,0.49,,,,,,,,-0.5
2016-04-19,9.2578,8.1617,105.43,0.5,0.51,,,,,,,,-0.5
2016-04-20,9.2336,8.1146,105.08,0.5,0.51,,,,,,,,-0.5
2016-04-21,9.2015,8.1035,104.78,0.5,0.51,,,,,,,,-0.5
2016-04-22,9.2443,8.2077,105.44,0.5,0.5,,,,,,,,-0.5
2016-04-25,9.2735,8.2329,105.76,0.5,0.5,,,,,,,,-0.5
2016-04-26,9.2278,8.1756,105.19,0.5,0.49,,,,,,,,-0.5
2016-04-27,9.2013,8.1406,104.89,0.5,0.49,,,,,,,,-0.5
2016-04-28,9.246,8.1405,105.34,0.5,0.49,,,,,,,,-0.5
2016-04-29,9.215,8.0812,104.89,0.5,0.48,,,,,,,,-0.5
2016-04-30,,,,,,,,,3.3,3.2,140.0,,
2016-05-02,9.233,8.0336,104.85,0.5,0.49,,,,,,,,-0.5
2016-05-03,9.309,8.0465,105.17,0.5,0.48,,,,,,,,-0.5
2016-05-04,9.341,8.1191,105.49,0.5,0.47,,,,,,,,-0.5
2016-05-06,9.3513,8.1835,105.73,0.5,0.49,,,,,,,,-0.5
2016-05-09,9.333,8.1904,105.58,0.5,0.5,,,,,,,,-0.5
2016-05-10,9.352,8.2215,105.8,0.5,0.49,,,,,,,,-0.5
2016-05-11,9.3475,8.1931,105.69,0.5,0.49,,,,,,,,-0.5
2016-05-12,9.232,8.1061,104.48,0.5,0.49,,,,,,,,-0.5
2016-05-13,9.2678,8.1669,104.93,0.5,0.49,,,,,,,,-0.5
2016-05-16,,,,,,,,,,,,,-0.5
2016-05-17,,,,,,,,,,,,,-0.5
2016-05-18,9.2785,8.2263,105.19,0.5,0.55,,,,,,,,-0.5
2016-05-19,9.3593,8.3588,106.25,0.5,0.53,,,,,,,,-0.5
2016-05-20,9.3355,8.3212,105.89,0.5,0.5,,,,,,,,-0.5
2016-05-23,9.3658,8.3511,106.22,0.5,0.48,,,,,,,,-0.5
2016-05-24,9.3355,8.3592,106.16,0.5,0.47,,,,,,,,-0.5
2016-05-25,9.2945,8.3389,105.94,0.5,0.47,,,,,,,,-0.5
2016-05-26,9.247,8.2799,105.37,0.5,0.49,,,,,,,,-0.5
2016-05-27,9.282,8.3112,105.73,0.5,0.48,,,,,,,,-0.5
2016-05-30,9.3025,8.3513,105.91,0.5,0.49,,,,,,,,-0.5
2016-05-31,9.32,8.3557,106.11,0.5,0.48,,,,3.4,3.2,143.0,,-0.5
2016-06-01,9.3083,8.3303,105.79,0.5,0.49,,,,,,,,-0.5
2016-06-02,9.336,8.3447,106.02,0.5,0.5,,,,,,,,-0.5
2016-06-03,9.2853,8.3246,105.64,0.5,0.48,,,,,,,,-0.5
2016-06-06,9.2935,8.1888,105.34,0.5,0.5,,,,,,,,
2016-06-07,9.2225,8.127,104.75,0.5,0.49,,,,,,,,-0.5
2016-06-08,9.2055,8.0906,104.62,0.5,0.47,,,,,,,,-0.5
2016-06-09,9.2489,8.1538,105.13,0.5,0.49,,,,,,,,-0.5
2016-06-10,9.2725,8.2028,105.3,0.5,0.49,,,,,,,,-0.5
2016-06-13,9.3265,8.277,105.8,0.5,0.49,,,,,,,,-0.5
2016-06-14,9.3655,8.3434,106.25,0.5,0.49,,,,,,,,-0.5
2016-06-15,9.3415,8.3183,106.03,0.5,0.49,,,,,,,,-0.5
2016-06-16,9.3798,8.3943,106.53,0.5,0.49,,,,,,,,-0.5
2016-06-17,9.431,8.3801,106.98,0.5,0.49,,,,,,,,-0.5
2016-06-20,9.3575,8.2576,106.31,0.5,0.48,,,,,,,,-0.5
2016-06-21,9.3718,8.2834,106.62,0.5,0.49,,,,,,,,-0.5
2016-06-22,9.3555,8.2917,106.52,0.5,0.5,,,,,,,,-0.5
2016-06-23,9.2993,8.1652,105.69,0.5,0.48,,,,,,,,-0.5
2016-06-24,9.42,8.5126,107.1,0.5,0.49,,,,,,,,
2016-06-27,9.4045,8.5511,106.94,0.5,0.5,,,,,,,,-0.5
2016-06-28,9.3785,8.4697,106.5,0.5,0.49,,,,,,,,-0.5
2016-06-29,9.3065,8.3918,105.8,0.5,0.48,,,,,,,,-0.5
2016-06-30,9.3008,8.3776,105.73,0.5,0.48,,,,3.7,3.1,130.0,,-0.5
2016-07-01,9.2975,8.3498,105.61,0.5,0.48,,,,,,,,-0.5
2016-07-04,9.2538,8.3083,105.05,0.5,0.48,,,,,,,,-0.5
2016-07-05,9.3197,8.3615,105.52,0.5,0.49,,,,,,,,-0.5
2016-07-06,9.3517,8.4486,105.96,0.5,0.49,,,,,,,,-0.5
2016-07-07,9.3782,8.4641,106.33,0.5,0.5,,,,,,,,-0.5
2016-07-08,9.393,8.4851,106.51,0.5,0.49,,,,,,,,-0.5
2016-07-11,9.4061,8.5131,106.72,0.5,0.49,,,,,,,,-0.5
2016-07-12,9.3499,8.4294,106.08,0.5,0.49,,,,,,,,-0.5
2016-07-13,9.3145,8.4127,105.81,0.5,0.49,,,,,,,,-0.5
2016-07-14,9.3247,8.3577,105.76,0.5,0.49,,,,,,,,-0.5
2016-07-15,9.3183,8.3737,105.76,0.5,0.51,,,,,,,,-0.5
2016-07-18,9.3627,8.4707,106.41,0.5,0.49,,,,,,,,-0.5
2016-07-19,9.3489,8.472,106.2,0.5,0.5,,,,,,,,-0.5
2016-07-20,9.3552,8.4947,106.38,0.5,0.52,,,,,,,,-0.5
2016-07-21,9.3541,8.4921,106.34,0.5,0.51,,,,,,,,-0.5
2016-07-22,9.3847,8.5207,106.6,0.5,0.49,,,,,,,,-0.5
2016-07-25,9.4102,8.5687,106.99,0.5,0.51,,,,,,,,-0.5
2016-07-26,9.437,8.5814,107.2,0.5,0.49,,,,,,,,-0.5
2016-07-27,9.4387,8.5877,107.17,0.5,0.49,,,,,,,,-0.5
2016-07-28,9.4405,8.5126,106.92,0.5,0.49,,,,,,,,-0.5
2016-07-29,9.5092,8.5568,107.63,0.5,0.48,,,,,,,,-0.5
2016-07-31,,,,,,,,,4.4,3.7,137.0,,
2016-08-01,9.4455,8.4607,106.9,0.5,0.52,,,,,,,,-0.5
2016-08-02,9.4363,8.4305,106.8,0.5,0.51,,,,,,,,-0.5
2016-08-03,9.4236,8.4139,106.7,0.5,0.52,,,,,,,,-0.5
2016-08-04,9.4118,8.4517,106.75,0.5,0.48,,,,,,,,-0.5
2016-08-05,9.4022,8.4279,106.67,0.5,0.51,,,,,,,,-0.5
2016-08-08,9.4065,8.4843,106.83,0.5,0.49,,,,,,,,-0.5
2016-08-09,9.357,8.4465,106.34,0.5,0.5,,,,,,,,-0.5
2016-08-10,9.2571,8.2771,105.07,0.5,0.49,,,,,,,,-0.5
2016-08-11,9.2293,8.2752,104.81,0.5,0.5,,,,,,,,-0.5
2016-08-12,9.1635,8.2125,104.01,0.5,0.49,,,,,,,,-0.5
2016-08-15,9.1752,8.2068,104.07,0.5,0.49,,,,,,,,-0.5
2016-08-16,9.2101,8.1541,104.24,0.5,0.49,,,,,,,,-0.5
2016-08-17,9.2812,8.2309,104.89,0.5,0.49,,,,,,,,-0.5
2016-08-18,9.2389,8.1609,104.38,0.5,0.5,,,,,,,,-0.5
2016-08-19,9.3048,8.2154,104.97,0.5,0.5,,,,,,,,-0.5
2016-08-22,9.3281,8.2506,105.28,0.5,0.5,,,,,,,,-0.5
2016-08-23,9.2875,8.1908,104.82,0.5,0.52,,,,,,,,-0.5
2016-08-24,9.246,8.2055,104.54,0.5,0.53,,,,,,,,-0.5
2016-08-25,9.2771,8.2171,104.75,0.5,0.51,,,,,,,,-0.5
2016-08-26,9.2501,8.1932,104.45,0.5,0.5,,,,,,,,-0.5
2016-08-29,9.2731,8.3018,104.89,0.5,0.51,,,,,,,,-0.5
2016-08-30,9.2873,8.316,105.12,0.5,0.5,,,,,,,,-0.5
2016-08-31,9.2765,8.3332,105.03,0.5,0.5,,,,4.0,3.3,145.0,,-0.5
2016-09-01,9.305,8.3483,105.27,0.5,0.5,,,,,,,,-0.5
2016-09-02,9.317,8.324,105.17,0.5,0.52,,,,,,,,-0.5
2016-09-05,9.2458,8.2877,104.77,0.5,0.52,,,,,,,,-0.5
2016-09-06,9.2113,8.2546,104.41,0.5,0.49,,,,,,,,-0.5
2016-09-07,9.1943,8.1822,104.19,0.5,0.51,,,,,,,,-0.5
2016-09-08,9.195,8.14,104.0,0.5,0.48,,,,,,,,-0.5
2016-09-09,9.247,8.2064,104.42,0.5,0.49,,,,,,,,-0.5
2016-09-12,9.2713,8.2588,104.63,0.5,0.51,,,,,,,,-0.5
2016-09-13,9.2315,8.208,104.1,0.5,0.51,,,,,,,,-0.5
2016-09-14,9.2748,8.2678,104.59,0.5,0.53,,,,,,,,-0.5
2016-09-15,9.2648,8.2325,104.36,0.5,0.5,,,,,,,,-0.5
2016-09-16,9.2625,8.2509,104.46,0.5,0.48,,,,,,,,-0.5
2016-09-19,9.2505,8.2853,104.58,0.5,0.53,,,,,,,,-0.5
2016-09-20,9.2648,8.284,104.59,0.5,0.52,,,,,,,,-0.5
2016-09-21,9.2318,8.2796,104.49,0.5,0.48,,,,,,,,-0.5
2016-09-22,9.1073,8.104,102.91,0.5,0.48,,,,,,,,-0.5
2016-09-23,9.1028,8.1174,102.89,0.5,0.49,,,,,,,,-0.5
2016-09-26,9.1318,8.1085,102.87,0.5,0.51,,,,,,,,-0.5
2016-09-27,9.1108,8.1201,102.86,0.5,0.51,,,,,,,,-0.5
2016-09-28,9.0888,8.0969,102.61,0.5,0.49,,,,,,,,-0.5
2016-09-29,9.0403,8.0566,102.06,0.5,0.51,,,,,,,,-0.5
2016-09-30,8.9865,8.0517,101.61,0.5,2.03,,,,3.6,3.0,132.0,,-0.5
2016-10-03,8.9625,7.9766,101.12,0.5,0.49,,,,,,,,-0.5
2016-10-04,8.9175,7.9899,100.75,0.5,0.49,,,,,,,,-0.5
2016-10-05,8.9872,8.0164,101.21,0.5,0.5,,,,,,,,-0.5
2016-10-06,8.9938,8.0409,101.34,0.5,0.49,,,,,,,,-0.5
2016-10-07,9.001,8.0799,101.41,0.5,0.49,,,,,,,,-0.5
2016-10-10,9.0448,8.1047,101.79,0.5,0.5,,,,,,,,-0.5
2016-10-11,9.0395,8.1591,101.82,0.5,0.5,,,,,,,,-0.5
2016-10-12,9.029,8.1933,101.88,0.5,0.49,,,,,,,,-0.5
2016-10-13,9.0768,8.2232,102.24,0.5,0.49,,,,,,,,-0.5
2016-10-14,9.0248,8.2029,101.89,0.5,0.5,,,,,,,,-0.5
2016-10-17,9.0315,8.2149,101.88,0.5,0.48,,,,,,,,-0.5
2016-10-18,8.9565,8.1475,101.2,0.5,0.5,,,,,,,,-0.5
2016-10-19,8.9585,8.1597,101.35,0.5,0.5,,,,,,,,-0.5
2016-10-20,8.9625,8.1626,101.36,0.5,0.49,,,,,,,,-0.5
2016-10-21,8.9538,8.2251,101.49,0.5,0.49,,,,,,,,-0.5
2016-10-24,8.9855,8.2504,101.85,0.5,0.49,,,,,,,,-0.5
2016-10-25,8.9868,8.266,101.95,0.5,0.49,,,,,,,,-0.5
2016-10-26,9.0425,8.2769,102.31,0.5,0.5,,,,,,,,-0.5
2016-10-27,8.9858,8.2235,101.49,0.5,0.49,,,,,,,,-0.5
2016-10-28,9.0445,8.281,101.98,0.5,0.5,,,,,,,,-0.5
2016-10-31,9.0345,8.2537,101.79,0.5,0.48,,,,3.7,3.0,137.0,,-0.5
2016-11-01,9.0213,8.1826,101.42,0.5,0.5,,,,,,,,-0.5
2016-11-02,9.0735,8.178,101.75,0.5,0.49,,,,,,,,-0.5
2016-11-03,9.0575,8.1865,101.75,0.5,0.49,,,,,,,,-0.5
2016-11-04,9.1098,8.2122,102.14,0.5,0.5,,,,,,,,-0.5
2016-11-07,9.1035,8.2295,102.1,0.5,0.5,,,,,,,,-0.5
2016-11-08,9.0753,8.2219,101.95,0.5,0.5,,,,,,,,-0.5
2016-11-09,9.1193,8.2737,102.31,0.5,0.52,,,,,,,,-0.5
2016-11-10,9.0733,8.3279,102.19,0.5,0.49,,,,,,,,-0.5
2016-11-11,9.1148,8.3591,102.6,0.5,0.51,,,,,,,,-0.5
2016-11-14,9.135,8.4764,103.12,0.5,0.51,,,,,,,,-0.5
2016-11-15,9.0848,8.4392,102.54,0.5,0.51,,,,,,,,-0.5
2016-11-16,9.072,8.4769,102.55,0.5,0.51,,,,,,,,-0.5
2016-11-17,9.0878,8.4798,102.73,0.5,0.51,,,,,,,,-0.5
2016-11-18,9.1038,8.5651,103.16,0.5,0.49,,,,,,,,-0.5
2016-11-21,9.0843,8.5451,103.01,0.5,0.5,,,,,,,,-0.5
2016-11-22,9.0563,8.53,102.83,0.5,0.49,,,,,,,,-0.5
2016-11-23,9.068,8.5531,102.92,0.5,0.49,,,,,,,,-0.5
2016-11-24,9.0858,8.6138,103.25,0.5,0.48,,,,,,,,-0.5
2016-11-25,9.069,8.5621,102.86,0.5,0.49,,,,,,,,-0.5
2016-11-28,9.0848,8.5803,103.12,0.5,0.48,,,,,,,,-0.5
2016-11-29,9.0765,8.5822,103.09,0.5,0.49,,,,,,,,-0.5
2016-11-30,9.019,8.4805,102.27,0.5,0.48,,,,3.6,2.6,135.0,,-0.5
2016-12-01,8.9628,8.434,101.65,0.5,0.5,,,,,,,,-0.5
2016-12-02,8.986,8.4439,101.79,0.5,0.48,,,,,,,,-0.5
2016-12-05,8.984,8.3947,101.59,0.5,0.5,,,,,,,,-0.5
2016-12-06,8.9803,8.3662,101.53,0.5,0.49,,,,,,,,-0.5
2016-12-07,8.9908,8.3791,101.72,0.5,0.48,,,,,,,,-0.5
2016-12-08,9.0145,8.3762,101.96,0.5,0.49,,,,,,,,-0.5
2016-12-09,8.9805,8.5051,102.31,0.5,0.49,,,,,,,,-0.5
2016-12-12,8.9498,8.4464,101.81,0.5,0.51,,,,,,,,-0.5
2016-12-13,8.9495,8.435,101.92,0.5,0.5,,,,,,,,-0.5
2016-12-14,9.0223,8.4764,102.55,0.5,0.51,,,,,,,,-0.5
2016-12-15,8.9993,8.6374,102.76,0.5,0.49,,,,,,,,-0.5
2016-12-16,9.0623,8.6812,103.36,0.5,0.49,,,,,,,,-0.5
2016-12-19,9.0485,8.6821,103.26,0.5,0.49,,,,,,,,-0.5
2016-12-20,9.0343,8.717,103.35,0.5,0.5,,,,,,,,-0.5
2016-12-21,9.026,8.6614,103.23,0.5,0.48,,,,,,,,-0.5
2016-12-22,9.0975,8.7107,103.9,0.5,0.48,,,,,,,,-0.5
2016-12-23,9.0928,8.7046,103.76,0.5,0.48,,,,,,,,-0.5
2016-12-27,9.1078,8.7198,103.89,0.5,0.49,,,,,,,,-0.5
2016-12-28,9.0777,8.7277,103.78,0.5,0.48,,,,,,,,-0.5
2016-12-29,9.0758,8.6825,103.65,0.5,0.48,,,,,,,,-0.5
2016-12-30,9.0863,8.62,103.47,0.5,0.93,,,,,,,,-0.5
2016-12-31,,,,,,,,,3.5,2.5,116.0,,
2017-01-02,9.0543,8.652,103.38,0.5,0.48,,,,,,,,-0.5
2017-01-03,9.0013,8.6676,103.11,0.5,0.48,,,,,,,,-0.5
2017-01-04,8.9905,8.6141,102.92,0.5,0.48,,,,,,,,-0.5
2017-01-05,9.0215,8.5911,103.19,0.5,0.49,,,,,,,,-0.5
2017-01-06,8.9868,8.4869,102.44,0.5,0.49,,,,,,,,
2017-01-09,9.0193,8.5767,102.81,0.5,0.48,,,,,,,,-0.5
2017-01-10,9.075,8.5881,103.27,0.5,0.48,,,,,,,,-0.5
2017-01-11,9.0633,8.6292,103.3,0.5,0.49,,,,,,,,-0.5
2017-01-12,9.0625,8.4863,103.11,0.5,0.5,,,,,,,,-0.5
2017-01-13,9.058,8.4964,103.03,0.5,0.5,,,,,,,,-0.5
2017-01-16,9.0558,8.548,103.17,0.5,0.49,,,,,,,,-0.5
2017-01-17,9.036,8.4575,102.88,0.5,0.5,,,,,,,,-0.5
2017-01-18,9.033,8.4706,102.86,0.5,0.49,,,,,,,,-0.5
2017-01-19,9.0193,8.4545,102.56,0.5,0.49,,,,,,,,-0.5
2017-01-20,8.999,8.4641,102.45,0.5,0.49,,,,,,,,-0.5
2017-01-23,8.994,8.3938,102.31,0.5,0.5,,,,,,,,-0.5
2017-01-24,8.9578,8.3344,101.82,0.5,0.51,,,,,,,,-0.5
2017-01-25,8.9453,8.3266,101.78,0.5,0.5,,,,,,,,-0.5
2017-01-26,8.9215,8.3379,101.62,0.5,0.5,,,,,,,,-0.5
2017-01-27,8.919,8.3503,101.62,0.5,0.49,,,,,,,,-0.5
2017-01-30,8.8758,8.3498,101.41,0.5,0.49,,,,,,,,-0.5
2017-01-31,8.888,8.2641,101.18,0.5,0.5,,,,2.8,2.1,116.0,,-0.5
2017-02-01,8.883,8.2326,101.07,0.5,0.49,,,,,,,,-0.5
2017-02-02,8.8575,8.1953,100.82,0.5,0.5,,,,,,,,-0.5
2017-02-03,8.8568,8.2458,101.0,0.5,0.49,,,,,,,,-0.5
2017-02-06,8.846,8.258,101.1,0.5,0.49,,,,,,,,-0.5
2017-02-07,8.8838,8.3221,101.43,0.5,0.49,,,,,,,,-0.5
2017-02-08,8.8835,8.3296,101.63,0.5,0.49,,,,,,,,-0.5
2017-02-09,8.886,8.3109,101.59,0.5,0.49,,,,,,,,-0.5
2017-02-10,8.9065,8.3794,101.97,0.5,0.49,,,,,,,,-0.5
2017-02-13,8.9018,8.375,101.96,0.5,0.49,,,,,,,,-0.5
2017-02-14,8.879,8.3583,101.89,0.5,0.51,,,,,,,,-0.5
2017-02-15,8.8523,8.3868,101.76,0.5,0.49,,,,,,,,-0.5
2017-02-16,8.869,8.3261,101.68,0.5,0.5,,,,,,,,-0.5
2017-02-17,8.8645,8.3235,101.48,0.5,0.49,,,,,,,,-0.5
2017-02-20,8.8568,8.3429,101.51,0.5,0.5,,,,,,,,-0.5
2017-02-21,8.8138,8.3646,101.33,0.5,0.49,,,,,,,,-0.5
2017-02-22,8.8153,8.3851,101.53,0.5,0.5,,,,,,,,-0.5
2017-02-23,8.807,8.3297,101.24,0.5,0.49,,,,,,,,-0.5
2017-02-24,8.8365,8.3292,101.47,0.5,0.48,,,,,,,,-0.5
2017-02-27,8.8383,8.3483,101.42,0.5,0.49,,,,,,,,-0.5
2017-02-28,8.8693,8.3696,101.73,0.5,0.5,,,,2.5,1.6,126.0,,-0.5
2017-03-01,8.8618,8.4134,101.74,0.5,0.5,,,,,,,,-0.5
2017-03-02,8.883,8.4487,102.0,0.5,0.49,,,,,,,,-0.5
2017-03-03,8.9303,8.4527,102.18,0.5,0.52,,,,,,,,-0.5
2017-03-06,8.9673,8.4661,102.57,0.5,0.5,,,,,,,,-0.5
2017-03-07,8.9443,8.4572,102.35,0.5,0.48,,,,,,,,-0.5
2017-03-08,8.9513,8.4798,102.4,0.5,0.48,,,,,,,,-0.5
2017-03-09,9.0458,8.5734,103.35,0.5,0.48,,,,,,,,-0.5
2017-03-10,9.1405,8.6182,104.14,0.5,0.49,,,,,,,,-0.5
2017-03-13,9.1298,8.5621,103.92,0.5,0.48,,,,,,,,-0.5
2017-03-14,9.151,8.6078,104.32,0.5,0.49,,,,,,,,-0.5
2017-03-15,9.1353,8.6004,104.18,0.5,0.5,,,,,,,,-0.5
2017-03-16,9.1588,8.5389,104.51,0.5,0.49,,,,,,,,-0.5
2017-03-17,9.1023,8.4775,103.84,0.5,0.5,,,,,,,,-0.5
2017-03-20,9.1278,8.4894,104.11,0.5,0.49,,,,,,,,-0.5
2017-03-21,9.1253,8.4478,104.02,0.5,0.49,,,,,,,,-0.5
2017-03-22,9.1463,8.4633,104.16,0.5,0.49,,,,,,,,-0.5
2017-03-23,9.1478,8.4812,104.33,0.5,0.49,,,,,,,,-0.5
2017-03-24,9.1793,8.4954,104.55,0.5,0.48,,,,,,,,-0.5
2017-03-27,9.2188,8.4662,104.83,0.5,0.49,,,,,,,,-0.5
2017-03-28,9.238,8.5072,105.12,0.5,0.49,,,,,,,,-0.5
2017-03-29,9.1908,8.5512,104.92,0.5,0.48,,,,,,,,-0.5
2017-03-30,9.1695,8.5401,104.77,0.5,0.49,,,,,,,,-0.5
2017-03-31,9.1683,8.5757,104.95,0.5,0.5,,,,2.4,1.7,132.0,,-0.5
2017-04-03,9.1468,8.5797,104.89,0.5,0.48,,,,,,,,-0.5
2017-04-04,9.179,8.618,105.06,0.5,0.49,,,,,,,,-0.5
2017-04-05,9.1665,8.5845,104.91,0.5,0.48,,,,,,,,-0.5
2017-04-06,9.1688,8.5963,104.91,0.5,0.5,,,,,,,,-0.5
2017-04-07,9.1583,8.6155,104.87,0.5,0.49,,,,,,,,-0.5
2017-04-10,9.1443,8.6446,104.84,0.5,0.49,,,,,,,,-0.5
2017-04-11,9.1245,8.595,104.53,0.5,0.5,,,,,,,,-0.5
2017-04-12,9.1035,8.5842,104.46,0.5,0.51,,,,,,,,-0.5
2017-04-13,,,,,,,,,,,,,-0.5
2017-04-18,9.1093,8.5277,104.33,0.5,0.49,,,,,,,,-0.5
2017-04-19,9.1528,8.5341,104.7,0.5,0.49,,,,,,,,-0.5
2017-04-20,9.212,8.5733,105.24,0.5,0.5,,,,,,,,-0.5
2017-04-21,9.2478,8.6444,105.79,0.5,0.48,,,,,,,,-0.5
2017-04-24,9.245,8.5223,105.3,0.5,0.48,,,,,,,,-0.5
2017-04-25,9.3158,8.5537,105.88,0.5,0.48,,,,,,,,-0.5
2017-04-26,9.3485,8.5821,106.21,0.5,0.49,,,,,,,,-0.5
2017-04-27,9.3367,8.5807,106.05,0.5,0.48,,,,,,,,-0.5
2017-04-28,9.3243,8.5309,105.7,0.5,0.49,,,,,,,,-0.5
2017-04-30,,,,,,,,,2.2,1.7,130.0,,
2017-05-02,9.378,8.5918,106.39,0.5,0.49,,,,,,,,-0.5
2017-05-03,9.3878,8.5977,106.63,0.5,0.49,,,,,,,,-0.5
2017-05-04,9.4803,8.676,107.48,0.5,0.48,,,,,,,,-0.5
2017-05-05,9.5023,8.6692,107.49,0.5,0.49,,,,,,,,-0.5
2017-05-08,9.4465,8.6364,107.06,0.5,0.49,,,,,,,,-0.5
2017-05-09,9.4138,8.646,106.76,0.5,0.51,,,,,,,,-0.5
2017-05-10,9.4435,8.6781,107.17,0.5,0.48,,,,,,,,-0.5
2017-05-11,9.333,8.5939,106.07,0.5,0.49,,,,,,,,-0.5
2017-05-12,9.3665,8.6121,106.38,0.5,0.5,,,,,,,,-0.5
2017-05-15,9.3325,8.5057,105.82,0.5,0.49,,,,,,,,-0.5
2017-05-16,9.3918,8.4924,106.06,0.5,0.48,,,,,,,,-0.5
2017-05-17,,,,,,,,,,,,,-0.5
2017-05-18,9.4113,8.4566,105.85,0.5,0.48,,,,,,,,-0.5
2017-05-19,9.3923,8.4017,105.43,0.5,0.49,,,,,,,,-0.5
2017-05-22,9.3723,8.3361,105.04,0.5,0.49,,,,,,,,-0.5
2017-05-23,9.376,8.3602,105.21,0.5,0.49,,,,,,,,-0.5
2017-05-24,9.3843,8.3841,105.4,0.5,0.52,,,,,,,,-0.5
2017-05-26,9.4018,8.3975,105.64,0.5,0.49,,,,,,,,-0.5
2017-05-29,9.4065,8.4077,105.72,0.5,0.49,,,,,,,,-0.5
2017-05-30,9.4398,8.4488,106.1,0.5,0.49,,,,,,,,-0.5
2017-05-31,9.4388,8.4117,106.01,0.5,0.49,,,,2.1,1.6,130.0,,-0.5
2017-06-01,9.4895,8.4584,106.58,0.5,0.5,,,,,,,,-0.5
