validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,notebook,run_ts,model_kind,is_pooled,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,pca_k,xm_pca_evr,htb_ntrees,htb_depth,lambda_grid_value
walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_early,ZIRP,oos,94eefbb154b1,108,v5,2026-06-30T17:59:54.741824+00:00,per_security,False,1,810,0.5123456790123457,1.0,-0.0009506230891174194,0.0011333792529435712,0.001133662530864198,0.025129480505814362,0.0002498785246177748,0.4927797151250845,0.31108412257250806,0.3806916495018172,0.3517660026049706,1.1538766560088,0.12427537048554327,0.2522092428188903,810,12,0.7497832623050359,1,2,0.05
walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_late,ZIRP,oos,94eefbb154b1,108,v5,2026-06-30T17:59:54.741824+00:00,per_security,False,1,626,0.49201277955271566,1.0,0.0023854207642508563,0.0006384591913630077,0.0006399888817891379,0.01924416362751445,0.0023901828135730607,1.148152241683577,0.12545286044812176,0.5903956761735852,0.2775694076723695,0.8843465158958546,0.18825459262132826,0.6698869679616366,626,12,0.749304533007686,9,2,0.05
walk_forward,level_change,NOR_10Y,NOR,10Y,COVID,COVID,oos,94eefbb154b1,108,v5,2026-06-30T17:59:54.741824+00:00,per_security,False,1,437,0.5102974828375286,1.0,0.003873879931934554,0.0011964799716830967,0.0012013288787185352,0.026308767507578677,0.004036286083966334,1.2558860313464353,0.10457864688177398,0.5385846507133218,0.2952241710576666,1.2066045613363172,0.11379223464392108,0.35099729631661564,437,12,0.733410132169045,92,3,0.05
walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,oos,94eefbb154b1,108,v5,2026-06-30T17:59:54.741824+00:00,per_security,False,1,909,0.5368536853685368,1.0,0.0005350931475631704,0.002438428257097823,0.0024414659048404854,0.03778580545068326,0.0012441901140786138,1.284867033603171,0.09941937634302711,0.3054836249514003,0.38003392815006465,2.8118458680635916,0.0024629050489005655,0.014267772848941658,909,12,0.723566146940768,24,6,0.05
walk_forward,level_change,NOR_10Y,NOR,10Y,GFC,GFC,oos,bd50ee1ef41d,108,v5,2026-06-30T17:59:54.741824+00:00,per_security,False,1,520,0.47115384615384615,1.0,-0.011665798213822631,0.0017520950464910458,0.0017319007163461527,0.03215002096537868,-0.011660212363383993,-0.9127369381912606,0.8193095440922511,-1.7589769979119998,0.9604146704947334,-1.0510478480443097,0.8533816926663701,0.9130255975890833,520,12,0.7879943230330043,26,1,0.1
walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_early,ZIRP,oos,bd50ee1ef41d,108,v5,2026-06-30T17:59:54.741824+00:00,per_security,False,1,810,0.49382716049382713,1.0,-0.002700378160948036,0.0011353605056151816,0.001133662530864198,0.025187493378717396,-0.0014977779583922324,0.030507518031927024,0.4878311488254162,-0.5083235383713838,0.6943174782599422,0.979213986184608,0.16373712971305432,0.650424472979403,810,12,0.7497832623050359,1,2,0.1
walk_forward,level_change,NOR_10Y,NOR,10Y,ZIRP_late,ZIRP,oos,bd50ee1ef41d,108,v5,2026-06-30T17:59:54.741824+00:00,per_security,False,1,626,0.48562300319488816,1.0,0.0028011701962684654,0.0006381931176189983,0.0006399888817891379,0.019250727701328255,0.0028059302610372594,1.1983211892794465,0.11539600029687436,0.611348035827097,0.2705957424593446,0.6836125023671036,0.2471099438998855,0.7761783034157014,626,12,0.749304533007686,4,3,0.1
walk_forward,level_change,NOR_10Y,NOR,10Y,COVID,COVID,oos,bd50ee1ef41d,108,v5,2026-06-30T17:59:54.741824+00:00,per_security,False,1,437,0.5148741418764302,1.0,-0.0002950667939931595,0.0012014874312407736,0.0012013288787185352,0.026430180287520495,-0.0001319809463062871,0.35549014067048823,0.3611112149148904,-0.0319013765796305,0.5127173504845456,1.4963503471607433,0.06728119071771921,0.2829960519274316,437,12,0.733410132169045,98,2,0.1
walk_forward,level_change,NOR_10Y,NOR,10Y,Hiking,Hiking,oos,bd50ee1ef41d,108,v5,2026-06-30T17:59:54.741824+00:00,per_security,False,1,909,0.5093509350935094,1.0,-0.0028500418535519767,0.002446687085180947,0.0024414659048404854,0.03787676517395294,-0.0021385432129565896,0.631487787336104,0.2638608160188657,-0.4613114484416551,0.6776571719284694,0.9656516742378305,0.16710925438086655,0.2978301595296958,909,12,0.723566146940768,33,3,0.1
walk_forward,level_change,NOR_10Y,NOR,10Y,GFC,GFC,oos,25524bf871ef,108,v5,2026-06-30T17:59:54.741824+00:00,per_security,False,1,520,0.4846153846153846,1.0,-0.014249952761995255,0.0017565705208929822,0.0017319007163461527,0.03217986685754626,-0.014244352643306257,-0.7726490585679996,0.7801349488388563,-1.7781122970984413,0.9620146023676662,-0.15800065689555215,0.5627718594549093,0.7719989012293722,520,12,0.7879943230330043,1,2,0.2
