validation_scheme,target_kind,security,country,tenor,fold,regime,sample,config_hash,feature_count,notebook,run_ts,model_kind,is_pooled,horizon,n_obs,dir_acc,dir_coverage,r2_raw,mse_model,mse_rw,mae,ct_r2_oos,cw_stat,cw_pval,dmh_stat,dmh_pval,pt_stat,pt_pval,binom_pval,n_eff,pca_k,xm_pca_evr,htb_ntrees,htb_depth
block_cv,level_change,NOR_10Y,NOR,10Y,Block_GFC,GFC,train,bd50ee1ef41d,108,v5,2026-06-28T20:15:42.068891+00:00,per_security,False,21,3548,0.6003382187147689,1.0,0.07151512045272113,0.024033615044925873,0.025928787977733937,0.11858354788718002,0.07309145859172139,5.557356545652709,1.3694546052711587e-08,4.729925658294074,1.166764732465221e-06,12.44283271276595,0.0,2.3514273156955816e-33,169,12,0.757420936174279,27,2
block_cv,level_change,NOR_10Y,NOR,10Y,Block_GFC,GFC,oos,bd50ee1ef41d,108,v5,2026-06-28T20:15:42.068891+00:00,per_security,False,21,1422,0.5168776371308017,1.0,0.007757313504893171,0.022570820986826078,0.022990421592827007,0.11725121041577156,0.01825110532691776,1.6115425656098408,0.05353075874020807,1.029101544100142,0.15180354592524956,2.826433988449953,0.002353472222054842,0.10630632196801212,68,12,0.757420936174279,27,2
block_cv,level_change,NOR_10Y,NOR,10Y,Block_ZIRP,ZIRP,train,bd50ee1ef41d,108,v5,2026-06-28T20:15:42.068891+00:00,per_security,False,21,3184,0.6378768844221105,1.0,0.11057440039090016,0.02728011352941547,0.03077986361494975,0.12748975294131504,0.11370258586313076,6.64714939938752,1.4941159420800432e-11,5.755866118208079,4.719254970501472e-09,16.271594782522698,0.0,1.8586063328229215e-55,152,12,0.7390066457222813,16,4
block_cv,level_change,NOR_10Y,NOR,10Y,Block_ZIRP,ZIRP,oos,bd50ee1ef41d,108,v5,2026-06-28T20:15:42.068891+00:00,per_security,False,21,1790,0.5022346368715084,1.0,-0.03767400933807186,0.014693347820696456,0.014258015351955306,0.0982737872903755,-0.03053247299817574,-0.16081680366997464,0.5638811549576785,-1.3143473997153818,0.9055510964451127,1.6923865615770302,0.04528614646643714,0.4342971388053833,85,12,0.7390066457222813,16,4
block_cv,level_change,NOR_10Y,NOR,10Y,Block_COVID,COVID,train,bd50ee1ef41d,108,v5,2026-06-28T20:15:42.068891+00:00,per_security,False,21,4421,0.5736258764985297,1.0,0.04134064969522555,0.023982595371890434,0.025016922334313504,0.11899777203265836,0.041345092277972784,4.412879275687345,5.1002440994984966e-06,2.8426560167317882,0.0022472242973504376,10.44746316363279,0.0,6.010418035723148e-23,211,12,0.7268439189514931,253,2
block_cv,level_change,NOR_10Y,NOR,10Y,Block_COVID,COVID,oos,bd50ee1ef41d,108,v5,2026-06-28T20:15:42.068891+00:00,per_security,False,21,542,0.5018450184501845,1.0,0.028243527335049978,0.025502390785826633,0.02626074260147601,0.12595879961396567,0.02887777497985733,1.057619043735319,0.14511457841571052,0.6291856618270951,0.26474654982744167,0.19869830038305902,0.42124937680695573,0.48287186401308463,26,12,0.7268439189514931,253,2
block_cv,level_change,NOR_10Y,NOR,10Y,Block_Hiking,Hiking,train,bd50ee1ef41d,108,v5,2026-06-28T20:15:42.068891+00:00,per_security,False,21,3892,0.6187050359712231,1.0,0.13618846819398145,0.016188694796046593,0.018818983304213773,0.10007750348018253,0.13976783260008685,5.195508100306811,1.0208072276363112e-07,4.618823647643848,1.992001431541252e-06,14.959951176830021,0.0,2.761289566657008e-50,185,12,0.7138158112075502,19,3
block_cv,level_change,NOR_10Y,NOR,10Y,Block_Hiking,Hiking,oos,bd50ee1ef41d,108,v5,2026-06-28T20:15:42.068891+00:00,per_security,False,21,1111,0.44734473447344736,1.0,-0.12396653320589013,0.05091598267301402,0.04649300753375338,0.1801392598009557,-0.09513205047123718,-0.9894974026448712,0.838790079986956,-1.811774225484638,0.9648543781063929,2.4793433168486887,0.00658122726919097,0.9998023875251869,53,12,0.7138158112075502,19,3
block_cv,level_change,NOR_15Y,NOR,15Y,Block_GFC,GFC,train,bd50ee1ef41d,108,v5,2026-06-28T20:15:42.068891+00:00,per_security,False,21,3530,0.56657223796034,1.0,0.019284464515606503,0.02329624916535331,0.023767988022719545,0.11807344860093359,0.01984765630625973,4.002421941383804,3.134867817045084e-05,3.530002926248031,0.00021043192106097696,9.709954854822294,0.0,1.3365815142265211e-15,168,12,0.7575050905926912,43,1
block_cv,level_change,NOR_15Y,NOR,15Y,Block_GFC,GFC,oos,bd50ee1ef41d,108,v5,2026-06-28T20:15:42.068891+00:00,per_security,False,21,1425,0.5003508771929824,1.0,-0.0021800415042931842,0.022307057810471414,0.022347653508771926,0.11537459538105231,0.0018165530571062627,0.5606029331096805,0.2875341257740396,0.22197881681496207,0.4121811016589543,2.031853138648538,0.021084262891919447,0.5,68,12,0.7575050905926912,43,1
block_cv,level_change,NOR_15Y,NOR,15Y,Block_ZIRP,ZIRP,train,bd50ee1ef41d,108,v5,2026-06-28T20:15:42.068891+00:00,per_security,False,21,3140,0.5888535031847134,1.0,0.05135335410623998,0.026620162921070493,0.028161630041401275,0.12644650968201085,0.054736431025641075,5.520436969070256,1.690788398178711e-08,4.317823900034592,8.122588565018448e-06,10.168159912526361,0.0,1.0714681916431201e-23,150,12,0.73926080915894,8,2
