security,country,tenor,horizon,fold,regime,tau_w,tau_w_band
NOR_10Y,NOR,10Y,5,Block_GFC,GFC,2.4972982355634232,strong
NOR_10Y,NOR,10Y,5,Block_ZIRP,ZIRP,2.820422780668453,strong
NOR_10Y,NOR,10Y,5,Block_COVID,COVID,3.9134706980871092,strong
NOR_10Y,NOR,10Y,5,Block_Hiking,Hiking,2.2742200736718226,strong
NOR_15Y,NOR,15Y,5,Block_GFC,GFC,2.305999154904737,strong
NOR_15Y,NOR,15Y,5,Block_ZIRP,ZIRP,40.0,none
NOR_15Y,NOR,15Y,5,Block_COVID,COVID,1.9271246656920877,strong
NOR_15Y,NOR,15Y,5,Block_Hiking,Hiking,2.2763125424884354,strong
NOR_1Y,NOR,1Y,5,Block_GFC,GFC,1.6745333935984563,strong
NOR_1Y,NOR,1Y,5,Block_ZIRP,ZIRP,1.536246147574274,strong
NOR_1Y,NOR,1Y,5,Block_COVID,COVID,2.2003797203209987,strong
NOR_1Y,NOR,1Y,5,Block_Hiking,Hiking,2.2438909420214728,strong
NOR_30Y,NOR,30Y,5,Block_GFC,GFC,4.268274384536931,strong
NOR_30Y,NOR,30Y,5,Block_ZIRP,ZIRP,2.6888965737067227,strong
NOR_30Y,NOR,30Y,5,Block_COVID,COVID,1.9010557136460218,strong
NOR_30Y,NOR,30Y,5,Block_Hiking,Hiking,0.31576913595199585,strong
NOR_5Y,NOR,5Y,5,Block_GFC,GFC,2.0543602572595456,strong
NOR_5Y,NOR,5Y,5,Block_ZIRP,ZIRP,2.2931063422451126,strong
NOR_5Y,NOR,5Y,5,Block_COVID,COVID,4.30164143619432,strong
NOR_5Y,NOR,5Y,5,Block_Hiking,Hiking,1.2897841574978248,strong
NOR_10Y,NOR,10Y,5,LORO_GFC,GFC,2.4972982355634232,strong
NOR_10Y,NOR,10Y,5,LORO_ZIRP,ZIRP,2.820422780668453,strong
NOR_10Y,NOR,10Y,5,LORO_COVID,COVID,3.9134706980871092,strong
NOR_10Y,NOR,10Y,5,LORO_Hiking,Hiking,2.2742200736718226,strong
NOR_15Y,NOR,15Y,5,LORO_GFC,GFC,2.305999154904737,strong
NOR_15Y,NOR,15Y,5,LORO_ZIRP,ZIRP,40.0,none
NOR_15Y,NOR,15Y,5,LORO_COVID,COVID,1.9271246656920877,strong
NOR_15Y,NOR,15Y,5,LORO_Hiking,Hiking,2.2763125424884354,strong
NOR_1Y,NOR,1Y,5,LORO_GFC,GFC,1.6745333935984563,strong
NOR_1Y,NOR,1Y,5,LORO_ZIRP,ZIRP,1.4051065501312265,strong
NOR_1Y,NOR,1Y,5,LORO_COVID,COVID,2.1703037169209325,strong
NOR_1Y,NOR,1Y,5,LORO_Hiking,Hiking,2.2438909420214728,strong
NOR_30Y,NOR,30Y,5,LORO_GFC,GFC,4.268274384536931,strong
NOR_30Y,NOR,30Y,5,LORO_ZIRP,ZIRP,2.6888965737067227,strong
NOR_30Y,NOR,30Y,5,LORO_COVID,COVID,1.9010557136460218,strong
NOR_30Y,NOR,30Y,5,LORO_Hiking,Hiking,0.31576913595199585,strong
