security,country,tenor,horizon,fold,regime,tau_w,tau_w_band
NOR_10Y,NOR,10Y,63,Block_GFC,GFC,0.5017249841400563,strong
NOR_10Y,NOR,10Y,63,Block_ZIRP,ZIRP,11.23348699462152,mild
NOR_10Y,NOR,10Y,63,Block_COVID,COVID,40.0,none
NOR_10Y,NOR,10Y,63,Block_Hiking,Hiking,5.421360850088807,strong
NOR_15Y,NOR,15Y,63,Block_GFC,GFC,28.801106452941898,none
NOR_15Y,NOR,15Y,63,Block_ZIRP,ZIRP,40.0,none
NOR_15Y,NOR,15Y,63,Block_COVID,COVID,40.00000095367432,none
NOR_15Y,NOR,15Y,63,Block_Hiking,Hiking,5.883843882183911,strong
NOR_1Y,NOR,1Y,63,Block_GFC,GFC,4.772306914006993,strong
NOR_1Y,NOR,1Y,63,Block_ZIRP,ZIRP,1.4999998807907104,strong
NOR_1Y,NOR,1Y,63,Block_COVID,COVID,1.4999999701976776,strong
NOR_1Y,NOR,1Y,63,Block_Hiking,Hiking,3.234204124900556,strong
NOR_30Y,NOR,30Y,63,Block_GFC,GFC,25.645112991333008,none
NOR_30Y,NOR,30Y,63,Block_ZIRP,ZIRP,1.7974035812731208,strong
NOR_30Y,NOR,30Y,63,Block_COVID,COVID,33.14143753051757,none
NOR_30Y,NOR,30Y,63,Block_Hiking,Hiking,4.433076339690517,strong
NOR_5Y,NOR,5Y,63,Block_GFC,GFC,10.19029795683498,mild
NOR_5Y,NOR,5Y,63,Block_ZIRP,ZIRP,1.6984641611081215,strong
NOR_5Y,NOR,5Y,63,Block_COVID,COVID,2.9423575867372915,strong
NOR_5Y,NOR,5Y,63,Block_Hiking,Hiking,2.4908128168244312,strong
NOR_10Y,NOR,10Y,63,LORO_GFC,GFC,0.5017249841400563,strong
NOR_10Y,NOR,10Y,63,LORO_ZIRP,ZIRP,11.23348699462152,mild
NOR_10Y,NOR,10Y,63,LORO_COVID,COVID,40.0,none
NOR_10Y,NOR,10Y,63,LORO_Hiking,Hiking,5.421360850088807,strong
NOR_15Y,NOR,15Y,63,LORO_GFC,GFC,28.801106452941898,none
NOR_15Y,NOR,15Y,63,LORO_ZIRP,ZIRP,40.0,none
NOR_15Y,NOR,15Y,63,LORO_COVID,COVID,40.00000095367432,none
NOR_15Y,NOR,15Y,63,LORO_Hiking,Hiking,5.883843882183911,strong
NOR_1Y,NOR,1Y,63,LORO_GFC,GFC,4.772306914006993,strong
NOR_1Y,NOR,1Y,63,LORO_ZIRP,ZIRP,1.4999998807907104,strong
NOR_1Y,NOR,1Y,63,LORO_COVID,COVID,1.4999999701976776,strong
NOR_1Y,NOR,1Y,63,LORO_Hiking,Hiking,3.234204124900556,strong
NOR_30Y,NOR,30Y,63,LORO_GFC,GFC,25.645112991333008,none
NOR_30Y,NOR,30Y,63,LORO_ZIRP,ZIRP,1.7974035812731208,strong
NOR_30Y,NOR,30Y,63,LORO_COVID,COVID,33.14143753051757,none
NOR_30Y,NOR,30Y,63,LORO_Hiking,Hiking,4.433076339690517,strong
NOR_5Y,NOR,5Y,63,LORO_GFC,GFC,10.19029795683498,mild
NOR_5Y,NOR,5Y,63,LORO_ZIRP,ZIRP,1.6984641611081215,strong
NOR_5Y,NOR,5Y,63,LORO_COVID,COVID,2.9423575867372915,strong
NOR_5Y,NOR,5Y,63,LORO_Hiking,Hiking,2.4908128168244312,strong
