security,country,tenor,horizon,fold,regime,tau_w,tau_w_band
NOR_10Y,NOR,10Y,21,Block_GFC,GFC,2.5575461898902705,strong
NOR_10Y,NOR,10Y,21,Block_ZIRP,ZIRP,3.3468787036637697,strong
NOR_10Y,NOR,10Y,21,Block_COVID,COVID,5.599362371442414,strong
NOR_10Y,NOR,10Y,21,Block_Hiking,Hiking,2.061970468380454,strong
NOR_15Y,NOR,15Y,21,Block_GFC,GFC,2.070258296767663,strong
NOR_15Y,NOR,15Y,21,Block_ZIRP,ZIRP,2.090052718820331,strong
NOR_15Y,NOR,15Y,21,Block_COVID,COVID,5.5696720736865135,strong
NOR_15Y,NOR,15Y,21,Block_Hiking,Hiking,3.614819679778459,strong
NOR_1Y,NOR,1Y,21,Block_GFC,GFC,2.3717804682430343,strong
NOR_1Y,NOR,1Y,21,Block_ZIRP,ZIRP,1.9710333800876516,strong
NOR_1Y,NOR,1Y,21,Block_COVID,COVID,2.0552867292678445,strong
NOR_1Y,NOR,1Y,21,Block_Hiking,Hiking,2.2256084098834314,strong
NOR_30Y,NOR,30Y,21,Block_GFC,GFC,3.0046352590410117,strong
NOR_30Y,NOR,30Y,21,Block_ZIRP,ZIRP,3.3606179965454763,strong
NOR_30Y,NOR,30Y,21,Block_COVID,COVID,40.00000047683715,none
NOR_30Y,NOR,30Y,21,Block_Hiking,Hiking,2.525635401045684,strong
NOR_5Y,NOR,5Y,21,Block_GFC,GFC,6.34637386480297,strong
NOR_5Y,NOR,5Y,21,Block_ZIRP,ZIRP,2.910892477628486,strong
NOR_5Y,NOR,5Y,21,Block_COVID,COVID,0.9374599265924766,strong
NOR_5Y,NOR,5Y,21,Block_Hiking,Hiking,1.485394594017396,strong
NOR_10Y,NOR,10Y,21,LORO_GFC,GFC,2.5575461898902705,strong
NOR_10Y,NOR,10Y,21,LORO_ZIRP,ZIRP,3.3468787036637697,strong
NOR_10Y,NOR,10Y,21,LORO_COVID,COVID,5.599362371442414,strong
NOR_10Y,NOR,10Y,21,LORO_Hiking,Hiking,2.061970468380454,strong
NOR_15Y,NOR,15Y,21,LORO_GFC,GFC,2.070258296767663,strong
NOR_15Y,NOR,15Y,21,LORO_ZIRP,ZIRP,2.090052718820331,strong
NOR_15Y,NOR,15Y,21,LORO_COVID,COVID,5.5696720736865135,strong
NOR_15Y,NOR,15Y,21,LORO_Hiking,Hiking,3.614819679778459,strong
NOR_1Y,NOR,1Y,21,LORO_GFC,GFC,2.3717804682430343,strong
NOR_1Y,NOR,1Y,21,LORO_ZIRP,ZIRP,1.9710333800876516,strong
NOR_1Y,NOR,1Y,21,LORO_COVID,COVID,2.0552867292678445,strong
NOR_1Y,NOR,1Y,21,LORO_Hiking,Hiking,2.2256084098834314,strong
NOR_30Y,NOR,30Y,21,LORO_GFC,GFC,3.0046352590410117,strong
NOR_30Y,NOR,30Y,21,LORO_ZIRP,ZIRP,3.3606179965454763,strong
NOR_30Y,NOR,30Y,21,LORO_COVID,COVID,40.00000047683715,none
NOR_30Y,NOR,30Y,21,LORO_Hiking,Hiking,2.525635401045684,strong
NOR_5Y,NOR,5Y,21,LORO_GFC,GFC,6.34637386480297,strong
NOR_5Y,NOR,5Y,21,LORO_ZIRP,ZIRP,2.910892477628486,strong
NOR_5Y,NOR,5Y,21,LORO_COVID,COVID,0.9374599265924766,strong
NOR_5Y,NOR,5Y,21,LORO_Hiking,Hiking,1.485394594017396,strong
