security,country,tenor,horizon,fold,regime,tau_w,tau_w_band
NOR_10Y,NOR,10Y,63,GFC,GFC,3.0174173471119454,strong
NOR_10Y,NOR,10Y,63,ZIRP_early,ZIRP,10.944115470743991,mild
NOR_10Y,NOR,10Y,63,ZIRP_late,ZIRP,40.0,none
NOR_10Y,NOR,10Y,63,COVID,COVID,1.5410684633478906,strong
NOR_10Y,NOR,10Y,63,Hiking,Hiking,1.6217074267623772,strong
NOR_15Y,NOR,15Y,63,GFC,GFC,3.550988953120765,strong
NOR_15Y,NOR,15Y,63,ZIRP_early,ZIRP,2.5383694822420755,strong
NOR_15Y,NOR,15Y,63,ZIRP_late,ZIRP,0.4075764872493811,strong
NOR_15Y,NOR,15Y,63,COVID,COVID,7.80170001701235,mild
NOR_15Y,NOR,15Y,63,Hiking,Hiking,1.0120298556403968,strong
NOR_1Y,NOR,1Y,63,GFC,GFC,20.921077755883562,weak
NOR_1Y,NOR,1Y,63,ZIRP_early,ZIRP,3.2081391528885126,strong
NOR_1Y,NOR,1Y,63,ZIRP_late,ZIRP,2.200000047683716,strong
NOR_1Y,NOR,1Y,63,COVID,COVID,1.218276562537256,strong
NOR_1Y,NOR,1Y,63,Hiking,Hiking,2.5664316804156373,strong
NOR_30Y,NOR,30Y,63,GFC,GFC,3.927539239243049,strong
NOR_30Y,NOR,30Y,63,ZIRP_early,ZIRP,2.264043132389093,strong
NOR_30Y,NOR,30Y,63,ZIRP_late,ZIRP,2.616757611494343,strong
NOR_30Y,NOR,30Y,63,COVID,COVID,1.0,strong
NOR_30Y,NOR,30Y,63,Hiking,Hiking,0.6737510062755376,strong
NOR_5Y,NOR,5Y,63,GFC,GFC,3.836771497042312,strong
NOR_5Y,NOR,5Y,63,ZIRP_early,ZIRP,3.771572002225721,strong
NOR_5Y,NOR,5Y,63,ZIRP_late,ZIRP,40.0,none
NOR_5Y,NOR,5Y,63,COVID,COVID,1.6467923664303765,strong
NOR_5Y,NOR,5Y,63,Hiking,Hiking,1.177584172564876,strong
