security,country,tenor,horizon,fold,regime,tau_w,tau_w_band
NOR_10Y,NOR,10Y,5,GFC,GFC,6.474086151426698,strong
NOR_10Y,NOR,10Y,5,ZIRP_early,ZIRP,2.74361209450901,strong
NOR_10Y,NOR,10Y,5,ZIRP_late,ZIRP,1.6528721347272468,strong
NOR_10Y,NOR,10Y,5,COVID,COVID,40.0,none
NOR_10Y,NOR,10Y,5,Hiking,Hiking,1.3807505048819677,strong
NOR_15Y,NOR,15Y,5,GFC,GFC,1.7513336323205708,strong
NOR_15Y,NOR,15Y,5,ZIRP_early,ZIRP,2.047833666448778,strong
NOR_15Y,NOR,15Y,5,ZIRP_late,ZIRP,1.6124848124357536,strong
NOR_15Y,NOR,15Y,5,COVID,COVID,40.000001192092896,none
NOR_15Y,NOR,15Y,5,Hiking,Hiking,40.0,none
NOR_1Y,NOR,1Y,5,GFC,GFC,2.514126790739418,strong
NOR_1Y,NOR,1Y,5,ZIRP_early,ZIRP,1.7880646562924787,strong
NOR_1Y,NOR,1Y,5,ZIRP_late,ZIRP,12.0,mild
NOR_1Y,NOR,1Y,5,COVID,COVID,3.6380987373556906,strong
NOR_1Y,NOR,1Y,5,Hiking,Hiking,2.769855131292991,strong
NOR_30Y,NOR,30Y,5,GFC,GFC,3.135488926829108,strong
NOR_30Y,NOR,30Y,5,ZIRP_early,ZIRP,1.594652791537588,strong
NOR_30Y,NOR,30Y,5,ZIRP_late,ZIRP,1.983553839178774,strong
NOR_30Y,NOR,30Y,5,COVID,COVID,40.0,none
NOR_30Y,NOR,30Y,5,Hiking,Hiking,40.0,none
NOR_5Y,NOR,5Y,5,GFC,GFC,3.5332009798236292,strong
NOR_5Y,NOR,5Y,5,ZIRP_early,ZIRP,11.391703834939282,mild
NOR_5Y,NOR,5Y,5,ZIRP_late,ZIRP,40.0,none
NOR_5Y,NOR,5Y,5,COVID,COVID,2.200000047683716,strong
NOR_5Y,NOR,5Y,5,Hiking,Hiking,1.2946909046832014,strong
