security,country,tenor,horizon,fold,regime,tau_w,tau_w_band
NOR_10Y,NOR,10Y,126,Block_GFC,GFC,5.643082040530947,strong
NOR_10Y,NOR,10Y,126,Block_ZIRP,ZIRP,4.602399238683862,strong
NOR_10Y,NOR,10Y,126,Block_COVID,COVID,40.0,none
NOR_10Y,NOR,10Y,126,Block_Hiking,Hiking,1.8274451776351586,strong
NOR_15Y,NOR,15Y,126,Block_GFC,GFC,15.982854941868588,weak
NOR_15Y,NOR,15Y,126,Block_ZIRP,ZIRP,1.1607633613160926,strong
NOR_15Y,NOR,15Y,126,Block_COVID,COVID,4.1231568887287615,strong
NOR_15Y,NOR,15Y,126,Block_Hiking,Hiking,3.2999999523162837,strong
NOR_1Y,NOR,1Y,126,Block_GFC,GFC,2.2428210861783695,strong
NOR_1Y,NOR,1Y,126,Block_ZIRP,ZIRP,2.097617864608764,strong
NOR_1Y,NOR,1Y,126,Block_COVID,COVID,1.8950100076608134,strong
NOR_1Y,NOR,1Y,126,Block_Hiking,Hiking,3.5512371068299395,strong
NOR_30Y,NOR,30Y,126,Block_GFC,GFC,16.615524472793666,weak
NOR_30Y,NOR,30Y,126,Block_ZIRP,ZIRP,2.0971954369206913,strong
NOR_30Y,NOR,30Y,126,Block_COVID,COVID,2.620901479204698,strong
NOR_30Y,NOR,30Y,126,Block_Hiking,Hiking,1.5,strong
NOR_5Y,NOR,5Y,126,Block_GFC,GFC,5.346186563816772,strong
NOR_5Y,NOR,5Y,126,Block_ZIRP,ZIRP,1.5,strong
NOR_5Y,NOR,5Y,126,Block_COVID,COVID,2.619038947257146,strong
NOR_5Y,NOR,5Y,126,Block_Hiking,Hiking,6.51064441926163,strong
NOR_10Y,NOR,10Y,126,LORO_GFC,GFC,5.643082040530947,strong
NOR_10Y,NOR,10Y,126,LORO_ZIRP,ZIRP,1.5,strong
NOR_10Y,NOR,10Y,126,LORO_COVID,COVID,40.0,none
NOR_10Y,NOR,10Y,126,LORO_Hiking,Hiking,1.8274451776351586,strong
NOR_15Y,NOR,15Y,126,LORO_GFC,GFC,15.982854941868588,weak
NOR_15Y,NOR,15Y,126,LORO_ZIRP,ZIRP,1.49901603089262,strong
NOR_15Y,NOR,15Y,126,LORO_COVID,COVID,4.1231568887287615,strong
NOR_15Y,NOR,15Y,126,LORO_Hiking,Hiking,3.2999999523162837,strong
NOR_1Y,NOR,1Y,126,LORO_GFC,GFC,2.2428210861783695,strong
NOR_1Y,NOR,1Y,126,LORO_ZIRP,ZIRP,2.097617864608764,strong
NOR_1Y,NOR,1Y,126,LORO_COVID,COVID,1.8950100076608134,strong
NOR_1Y,NOR,1Y,126,LORO_Hiking,Hiking,3.5512371068299395,strong
NOR_30Y,NOR,30Y,126,LORO_GFC,GFC,16.615524472793666,weak
NOR_30Y,NOR,30Y,126,LORO_ZIRP,ZIRP,2.0971954369206913,strong
NOR_30Y,NOR,30Y,126,LORO_COVID,COVID,2.620901479204698,strong
NOR_30Y,NOR,30Y,126,LORO_Hiking,Hiking,1.5,strong
NOR_5Y,NOR,5Y,126,LORO_GFC,GFC,5.346186563816772,strong
NOR_5Y,NOR,5Y,126,LORO_ZIRP,ZIRP,1.5,strong
NOR_5Y,NOR,5Y,126,LORO_COVID,COVID,2.619038947257146,strong
NOR_5Y,NOR,5Y,126,LORO_Hiking,Hiking,35.59802246093748,none
