security,country,tenor,horizon,fold,regime,tau_w,tau_w_band
NOR_10Y,NOR,10Y,1,Block_GFC,GFC,2.425110286752581,strong
NOR_10Y,NOR,10Y,1,Block_ZIRP,ZIRP,2.565346930214695,strong
NOR_10Y,NOR,10Y,1,Block_COVID,COVID,2.079677072209675,strong
NOR_10Y,NOR,10Y,1,Block_Hiking,Hiking,2.8464288946943386,strong
NOR_15Y,NOR,15Y,1,Block_GFC,GFC,1.3402062055966995,strong
NOR_15Y,NOR,15Y,1,Block_ZIRP,ZIRP,2.1798350777126063,strong
NOR_15Y,NOR,15Y,1,Block_COVID,COVID,1.9274024501141163,strong
NOR_15Y,NOR,15Y,1,Block_Hiking,Hiking,1.853782748634354,strong
NOR_1Y,NOR,1Y,1,Block_GFC,GFC,2.519920568116148,strong
NOR_1Y,NOR,1Y,1,Block_ZIRP,ZIRP,4.348166824267876,strong
NOR_1Y,NOR,1Y,1,Block_COVID,COVID,5.415144332202716,strong
NOR_1Y,NOR,1Y,1,Block_Hiking,Hiking,4.1115799018098365,strong
NOR_30Y,NOR,30Y,1,Block_GFC,GFC,1.4296727810506595,strong
NOR_30Y,NOR,30Y,1,Block_ZIRP,ZIRP,2.017590759875759,strong
NOR_30Y,NOR,30Y,1,Block_COVID,COVID,1.8659511463663685,strong
NOR_30Y,NOR,30Y,1,Block_Hiking,Hiking,1.7960222904205012,strong
NOR_5Y,NOR,5Y,1,Block_GFC,GFC,1.6901552148331063,strong
NOR_5Y,NOR,5Y,1,Block_ZIRP,ZIRP,3.2426675125805158,strong
NOR_5Y,NOR,5Y,1,Block_COVID,COVID,1.3562087055089298,strong
NOR_5Y,NOR,5Y,1,Block_Hiking,Hiking,2.1583424894080663,strong
NOR_10Y,NOR,10Y,1,LORO_GFC,GFC,2.425110286752581,strong
NOR_10Y,NOR,10Y,1,LORO_ZIRP,ZIRP,2.565346930214695,strong
NOR_10Y,NOR,10Y,1,LORO_COVID,COVID,2.079677072209675,strong
NOR_10Y,NOR,10Y,1,LORO_Hiking,Hiking,2.8464288946943386,strong
NOR_15Y,NOR,15Y,1,LORO_GFC,GFC,1.3402062055966995,strong
NOR_15Y,NOR,15Y,1,LORO_ZIRP,ZIRP,2.1798350777126063,strong
NOR_15Y,NOR,15Y,1,LORO_COVID,COVID,1.9274024501141163,strong
NOR_15Y,NOR,15Y,1,LORO_Hiking,Hiking,1.853782748634354,strong
NOR_1Y,NOR,1Y,1,LORO_GFC,GFC,2.519920568116148,strong
NOR_1Y,NOR,1Y,1,LORO_ZIRP,ZIRP,4.348166824267876,strong
NOR_1Y,NOR,1Y,1,LORO_COVID,COVID,5.415144332202716,strong
NOR_1Y,NOR,1Y,1,LORO_Hiking,Hiking,4.1115799018098365,strong
NOR_30Y,NOR,30Y,1,LORO_GFC,GFC,1.4296727810506595,strong
NOR_30Y,NOR,30Y,1,LORO_ZIRP,ZIRP,2.017590759875759,strong
NOR_30Y,NOR,30Y,1,LORO_COVID,COVID,1.8659511463663685,strong
NOR_30Y,NOR,30Y,1,LORO_Hiking,Hiking,1.7960222904205012,strong
NOR_5Y,NOR,5Y,1,LORO_GFC,GFC,1.6901552148331063,strong
NOR_5Y,NOR,5Y,1,LORO_ZIRP,ZIRP,3.2426675125805158,strong
NOR_5Y,NOR,5Y,1,LORO_COVID,COVID,1.3562087055089298,strong
NOR_5Y,NOR,5Y,1,LORO_Hiking,Hiking,2.1583424894080663,strong
