security,country,tenor,horizon,fold,regime,tau_w,tau_w_band
NOR_10Y,NOR,10Y,21,Block_GFC,GFC,2.433252063823461,strong
NOR_10Y,NOR,10Y,21,Block_ZIRP,ZIRP,2.9000136236420997,strong
NOR_10Y,NOR,10Y,21,Block_COVID,COVID,11.442416026342292,mild
NOR_10Y,NOR,10Y,21,Block_Hiking,Hiking,2.2337975769467544,strong
NOR_15Y,NOR,15Y,21,Block_GFC,GFC,2.68693043044434,strong
NOR_15Y,NOR,15Y,21,Block_ZIRP,ZIRP,2.2195362005422963,strong
NOR_15Y,NOR,15Y,21,Block_COVID,COVID,6.124124158067122,strong
NOR_15Y,NOR,15Y,21,Block_Hiking,Hiking,1.1178514697712738,strong
NOR_1Y,NOR,1Y,21,Block_GFC,GFC,1.8872868858018994,strong
NOR_1Y,NOR,1Y,21,Block_ZIRP,ZIRP,1.50906541363522,strong
NOR_1Y,NOR,1Y,21,Block_COVID,COVID,2.6425261826999833,strong
NOR_1Y,NOR,1Y,21,Block_Hiking,Hiking,1.4157531373419616,strong
NOR_30Y,NOR,30Y,21,Block_GFC,GFC,3.3315869660314616,strong
NOR_30Y,NOR,30Y,21,Block_ZIRP,ZIRP,1.1960620794670476,strong
NOR_30Y,NOR,30Y,21,Block_COVID,COVID,40.0,none
NOR_30Y,NOR,30Y,21,Block_Hiking,Hiking,3.555207219666509,strong
NOR_5Y,NOR,5Y,21,Block_GFC,GFC,5.406294663154184,strong
NOR_5Y,NOR,5Y,21,Block_ZIRP,ZIRP,2.7903488766388658,strong
NOR_5Y,NOR,5Y,21,Block_COVID,COVID,4.4710164884524435,strong
NOR_5Y,NOR,5Y,21,Block_Hiking,Hiking,1.3076573020888929,strong
NOR_10Y,NOR,10Y,21,LORO_GFC,GFC,2.433252063823461,strong
NOR_10Y,NOR,10Y,21,LORO_ZIRP,ZIRP,2.9000136236420997,strong
NOR_10Y,NOR,10Y,21,LORO_COVID,COVID,11.442416026342292,mild
NOR_10Y,NOR,10Y,21,LORO_Hiking,Hiking,2.2337975769467544,strong
NOR_15Y,NOR,15Y,21,LORO_GFC,GFC,2.68693043044434,strong
NOR_15Y,NOR,15Y,21,LORO_ZIRP,ZIRP,2.2195362005422963,strong
NOR_15Y,NOR,15Y,21,LORO_COVID,COVID,6.124124158067122,strong
NOR_15Y,NOR,15Y,21,LORO_Hiking,Hiking,1.1178514697712738,strong
NOR_1Y,NOR,1Y,21,LORO_GFC,GFC,1.8872868858018994,strong
NOR_1Y,NOR,1Y,21,LORO_ZIRP,ZIRP,1.50906541363522,strong
NOR_1Y,NOR,1Y,21,LORO_COVID,COVID,2.6425261826999833,strong
NOR_1Y,NOR,1Y,21,LORO_Hiking,Hiking,1.4157531373419616,strong
NOR_30Y,NOR,30Y,21,LORO_GFC,GFC,3.3315869660314616,strong
NOR_30Y,NOR,30Y,21,LORO_ZIRP,ZIRP,1.1960620794670476,strong
NOR_30Y,NOR,30Y,21,LORO_COVID,COVID,40.0,none
NOR_30Y,NOR,30Y,21,LORO_Hiking,Hiking,3.555207219666509,strong
NOR_5Y,NOR,5Y,21,LORO_GFC,GFC,5.406294663154184,strong
NOR_5Y,NOR,5Y,21,LORO_ZIRP,ZIRP,2.7903488766388658,strong
NOR_5Y,NOR,5Y,21,LORO_COVID,COVID,4.4710164884524435,strong
NOR_5Y,NOR,5Y,21,LORO_Hiking,Hiking,1.3076573020888929,strong
