security,country,tenor,horizon,fold,regime,tau_w,tau_w_band
NOR_10Y,NOR,10Y,63,Block_GFC,GFC,2.4201572723352576,strong
NOR_10Y,NOR,10Y,63,Block_ZIRP,ZIRP,7.065392417792631,mild
NOR_10Y,NOR,10Y,63,Block_COVID,COVID,33.97799301147463,none
NOR_10Y,NOR,10Y,63,Block_Hiking,Hiking,2.096163123412902,strong
NOR_15Y,NOR,15Y,63,Block_GFC,GFC,2.1944762297251033,strong
NOR_15Y,NOR,15Y,63,Block_ZIRP,ZIRP,40.0,none
NOR_15Y,NOR,15Y,63,Block_COVID,COVID,39.9999990463257,none
NOR_15Y,NOR,15Y,63,Block_Hiking,Hiking,5.745368555644278,strong
NOR_1Y,NOR,1Y,63,Block_GFC,GFC,1.7003114462764644,strong
NOR_1Y,NOR,1Y,63,Block_ZIRP,ZIRP,3.0697658643880676,strong
NOR_1Y,NOR,1Y,63,Block_COVID,COVID,2.0897340402032136,strong
NOR_1Y,NOR,1Y,63,Block_Hiking,Hiking,2.845620900797549,strong
NOR_30Y,NOR,30Y,63,Block_GFC,GFC,6.265638939960897,strong
NOR_30Y,NOR,30Y,63,Block_ZIRP,ZIRP,1.742443002770759,strong
NOR_30Y,NOR,30Y,63,Block_COVID,COVID,33.90077018737793,none
NOR_30Y,NOR,30Y,63,Block_Hiking,Hiking,2.098961629215497,strong
NOR_5Y,NOR,5Y,63,Block_GFC,GFC,5.363309512902179,strong
NOR_5Y,NOR,5Y,63,Block_ZIRP,ZIRP,1.7049106211480278,strong
NOR_5Y,NOR,5Y,63,Block_COVID,COVID,40.0,none
NOR_5Y,NOR,5Y,63,Block_Hiking,Hiking,1.6428982742292286,strong
NOR_10Y,NOR,10Y,63,LORO_GFC,GFC,2.4201572723352576,strong
NOR_10Y,NOR,10Y,63,LORO_ZIRP,ZIRP,7.065392417792631,mild
NOR_10Y,NOR,10Y,63,LORO_COVID,COVID,33.97799301147463,none
NOR_10Y,NOR,10Y,63,LORO_Hiking,Hiking,2.096163123412902,strong
NOR_15Y,NOR,15Y,63,LORO_GFC,GFC,2.1944762297251033,strong
NOR_15Y,NOR,15Y,63,LORO_ZIRP,ZIRP,40.0,none
NOR_15Y,NOR,15Y,63,LORO_COVID,COVID,39.9999990463257,none
NOR_15Y,NOR,15Y,63,LORO_Hiking,Hiking,5.745368555644278,strong
NOR_1Y,NOR,1Y,63,LORO_GFC,GFC,1.7003114462764644,strong
NOR_1Y,NOR,1Y,63,LORO_ZIRP,ZIRP,3.0697658643880676,strong
NOR_1Y,NOR,1Y,63,LORO_COVID,COVID,2.0897340402032136,strong
NOR_1Y,NOR,1Y,63,LORO_Hiking,Hiking,2.845620900797549,strong
NOR_30Y,NOR,30Y,63,LORO_GFC,GFC,6.265638939960897,strong
NOR_30Y,NOR,30Y,63,LORO_ZIRP,ZIRP,1.742443002770759,strong
NOR_30Y,NOR,30Y,63,LORO_COVID,COVID,33.90077018737793,none
NOR_30Y,NOR,30Y,63,LORO_Hiking,Hiking,2.098961629215497,strong
NOR_5Y,NOR,5Y,63,LORO_GFC,GFC,5.363309512902179,strong
NOR_5Y,NOR,5Y,63,LORO_ZIRP,ZIRP,1.7049106211480278,strong
NOR_5Y,NOR,5Y,63,LORO_COVID,COVID,40.0,none
NOR_5Y,NOR,5Y,63,LORO_Hiking,Hiking,1.6428982742292286,strong
