security,horizon,fold,feature,relevance
NOR_10Y,63,GFC,chg_lag1,0.0
NOR_10Y,63,GFC,chg_lag2,0.0
NOR_10Y,63,GFC,chg_lag3,0.0
NOR_10Y,63,GFC,chg_lag4,0.0
NOR_10Y,63,GFC,chg_lag5,0.0
NOR_10Y,63,GFC,carry_roll,7.407480716705322
NOR_10Y,63,GFC,mom_63d,0.0
NOR_10Y,63,GFC,mom_1m,0.0
NOR_10Y,63,GFC,mom_3m,0.0
NOR_10Y,63,GFC,mom_6m,0.0
NOR_10Y,63,GFC,mom_12m,0.0
NOR_10Y,63,GFC,dev_ma_3m,0.0
NOR_10Y,63,GFC,dev_ma_12m,0.0
NOR_10Y,63,GFC,vol_20d,0.0
NOR_10Y,63,GFC,vol_regime,20.53211212158203
NOR_10Y,63,GFC,vol_zscore,0.0
NOR_10Y,63,GFC,level_zscore,0.0
NOR_10Y,63,GFC,slope_10_1,0.0
NOR_10Y,63,GFC,slope_10_5,0.0
NOR_10Y,63,GFC,slope_5_1,0.0
NOR_10Y,63,GFC,sofr_mom_1m,0.0
NOR_10Y,63,GFC,ibor_level,0.0
NOR_10Y,63,GFC,ibor_chg_1d,0.0
NOR_10Y,63,GFC,ibor_mom_1m,0.0
NOR_10Y,63,GFC,ibor_term_slope,0.0
NOR_10Y,63,GFC,swap_ibor_basis,0.0
NOR_10Y,63,GFC,move_level,0.0
NOR_10Y,63,GFC,move_zscore,0.0
NOR_10Y,63,GFC,vix_level,0.0
NOR_10Y,63,GFC,vix_zscore,0.0
NOR_10Y,63,GFC,v2x_level,0.0
NOR_10Y,63,GFC,vxn_level,0.0
NOR_10Y,63,GFC,ovx_level,0.0
NOR_10Y,63,GFC,gvz_level,0.0
NOR_10Y,63,GFC,spx_mom_1m,0.0
NOR_10Y,63,GFC,spx_mom_3m,0.0
NOR_10Y,63,GFC,sx5e_mom_1m,0.0
NOR_10Y,63,GFC,sx5e_mom_3m,0.0
NOR_10Y,63,GFC,mxwo_mom_1m,0.0
NOR_10Y,63,GFC,ndx_mom_1m,0.0
NOR_10Y,63,GFC,oil_mom_1m,0.0
NOR_10Y,63,GFC,oil_mom_3m,0.0
NOR_10Y,63,GFC,copper_mom_1m,0.0
NOR_10Y,63,GFC,opec_prod,0.0
NOR_10Y,63,GFC,natgas_mom_1m,0.0
NOR_10Y,63,GFC,be5y_level,0.0
NOR_10Y,63,GFC,be10y_level,0.0
NOR_10Y,63,GFC,be_slope,0.0
NOR_10Y,63,GFC,be5y_chg_1m,0.0
NOR_10Y,63,GFC,ig_spread,0.0
NOR_10Y,63,GFC,hy_spread,0.0
NOR_10Y,63,GFC,ig_chg_1m,0.0
NOR_10Y,63,GFC,hy_chg_1m,0.0
NOR_10Y,63,GFC,cpi_yoy,18.495412826538086
NOR_10Y,63,GFC,pce_core_chg,0.0
NOR_10Y,63,GFC,nfp_change,0.0
NOR_10Y,63,GFC,pmi_us,0.0
NOR_10Y,63,GFC,pmi_eur,14.807113647460938
NOR_10Y,63,GFC,unemp_eur,0.0
NOR_10Y,63,GFC,cpi_nsa_level,0.0
NOR_10Y,63,GFC,pce_core_level,0.0
NOR_10Y,63,GFC,eur_3m,0.0
NOR_10Y,63,GFC,eur_1w,0.0
NOR_10Y,63,GFC,nor_ibor_1m,0.0
NOR_10Y,63,GFC,nor_ibor_6m,0.0
NOR_10Y,63,GFC,nor_ecb_dfr_chg,0.0
NOR_10Y,63,GFC,nor_ecb_dfr_level,20.01811981201172
NOR_10Y,63,GFC,nor_eurnok_chg_1d,0.0
NOR_10Y,63,GFC,nor_eurnok_level,0.0
NOR_10Y,63,GFC,nor_eurnok_mom_1m,0.0
NOR_10Y,63,GFC,nor_eurnok_mom_3m,0.0
NOR_10Y,63,GFC,nor_eurnok_rvol_20d,0.0
NOR_10Y,63,GFC,nor_govt_10y,0.0
NOR_10Y,63,GFC,nor_govt_3y,0.0
NOR_10Y,63,GFC,nor_govt_5y,0.0
NOR_10Y,63,GFC,nor_i44_chg_1d,0.0
NOR_10Y,63,GFC,nor_i44_level,0.0
NOR_10Y,63,GFC,nor_i44_mom_1m,0.0
NOR_10Y,63,GFC,nor_i44_mom_3m,0.0
NOR_10Y,63,GFC,nor_i44_rvol_20d,0.0
NOR_10Y,63,GFC,nor_kpi_yoy,0.0
NOR_10Y,63,GFC,nor_kpijae_yoy,3.4802677631378174
NOR_10Y,63,GFC,nor_nibor_nowa_spread,0.0
NOR_10Y,63,GFC,nor_nowa_level,0.0
NOR_10Y,63,GFC,nor_polrate_chg_1d,0.0
NOR_10Y,63,GFC,nor_polrate_days_since_chg,0.0
NOR_10Y,63,GFC,nor_polrate_level,0.0
NOR_10Y,63,GFC,nor_rb_rate_chg,0.0
NOR_10Y,63,GFC,nor_rb_rate_level,0.0
NOR_10Y,63,GFC,nor_unemp,0.0
NOR_10Y,63,GFC,nor_usdnok_chg_1d,0.0
NOR_10Y,63,GFC,nor_usdnok_level,0.0
NOR_10Y,63,GFC,nor_usdnok_mom_1m,0.0
NOR_10Y,63,GFC,nor_usdnok_mom_3m,15.25949764251709
NOR_10Y,63,GFC,nor_usdnok_rvol_20d,0.0
NOR_10Y,63,GFC,swap_govt_spread,0.0
NOR_10Y,63,GFC,xmpca_01,0.0
NOR_10Y,63,GFC,xmpca_02,0.0
NOR_10Y,63,GFC,xmpca_03,0.0
