security,country,tenor,horizon,fold,regime,tau_w,tau_w_band
NOR_10Y,NOR,10Y,1,Block_GFC,GFC,2.2813280682076136,strong
NOR_10Y,NOR,10Y,1,Block_ZIRP,ZIRP,2.3183376725503755,strong
NOR_10Y,NOR,10Y,1,Block_COVID,COVID,1.3616357993237411,strong
NOR_10Y,NOR,10Y,1,Block_Hiking,Hiking,1.7063450840637522,strong
NOR_15Y,NOR,15Y,1,Block_GFC,GFC,2.4990588441443142,strong
NOR_15Y,NOR,15Y,1,Block_ZIRP,ZIRP,1.1164440781429557,strong
NOR_15Y,NOR,15Y,1,Block_COVID,COVID,1.6758261532306853,strong
NOR_15Y,NOR,15Y,1,Block_Hiking,Hiking,2.2103161378314553,strong
NOR_1Y,NOR,1Y,1,Block_GFC,GFC,0.8796483896506239,strong
NOR_1Y,NOR,1Y,1,Block_ZIRP,ZIRP,2.6177048943789383,strong
NOR_1Y,NOR,1Y,1,Block_COVID,COVID,2.2295043929142864,strong
NOR_1Y,NOR,1Y,1,Block_Hiking,Hiking,2.231374792805374,strong
NOR_30Y,NOR,30Y,1,Block_GFC,GFC,6.7784781718620355,strong
NOR_30Y,NOR,30Y,1,Block_ZIRP,ZIRP,3.674288617603417,strong
NOR_30Y,NOR,30Y,1,Block_COVID,COVID,1.9068547081964304,strong
NOR_30Y,NOR,30Y,1,Block_Hiking,Hiking,2.405984570633927,strong
NOR_5Y,NOR,5Y,1,Block_GFC,GFC,2.7665154217647165,strong
NOR_5Y,NOR,5Y,1,Block_ZIRP,ZIRP,2.8560849145432528,strong
NOR_5Y,NOR,5Y,1,Block_COVID,COVID,1.3720608427077927,strong
NOR_5Y,NOR,5Y,1,Block_Hiking,Hiking,1.4302909655440355,strong
NOR_10Y,NOR,10Y,1,LORO_GFC,GFC,2.2813280682076136,strong
NOR_10Y,NOR,10Y,1,LORO_ZIRP,ZIRP,2.3183376725503755,strong
NOR_10Y,NOR,10Y,1,LORO_COVID,COVID,1.3616357993237411,strong
NOR_10Y,NOR,10Y,1,LORO_Hiking,Hiking,1.7063450840637522,strong
NOR_15Y,NOR,15Y,1,LORO_GFC,GFC,2.4990588441443142,strong
NOR_15Y,NOR,15Y,1,LORO_ZIRP,ZIRP,1.1164440781429557,strong
NOR_15Y,NOR,15Y,1,LORO_COVID,COVID,1.6758261532306853,strong
NOR_15Y,NOR,15Y,1,LORO_Hiking,Hiking,2.2103161378314553,strong
NOR_1Y,NOR,1Y,1,LORO_GFC,GFC,0.8796483896506239,strong
NOR_1Y,NOR,1Y,1,LORO_ZIRP,ZIRP,2.6177048943789383,strong
NOR_1Y,NOR,1Y,1,LORO_COVID,COVID,2.2295043929142864,strong
NOR_1Y,NOR,1Y,1,LORO_Hiking,Hiking,2.231374792805374,strong
NOR_30Y,NOR,30Y,1,LORO_GFC,GFC,6.7784781718620355,strong
NOR_30Y,NOR,30Y,1,LORO_ZIRP,ZIRP,3.674288617603417,strong
NOR_30Y,NOR,30Y,1,LORO_COVID,COVID,1.9068547081964304,strong
NOR_30Y,NOR,30Y,1,LORO_Hiking,Hiking,2.405984570633927,strong
NOR_5Y,NOR,5Y,1,LORO_GFC,GFC,2.7665154217647165,strong
NOR_5Y,NOR,5Y,1,LORO_ZIRP,ZIRP,2.8560849145432528,strong
NOR_5Y,NOR,5Y,1,LORO_COVID,COVID,1.3720608427077927,strong
NOR_5Y,NOR,5Y,1,LORO_Hiking,Hiking,1.4302909655440355,strong
