horizon,scheme,fold,use_categoricals,cat_n_trees,cat_depth,best_n_est,learning_rate,depth,cat_mvs_fraction,rsm,l2_leaf_reg,min_data_in_leaf,val_mse,best_n_estimators,selected
5,walk_forward,GFC,True,71,6,71,0.01,4,0.8,0.8,1.0,1,0.11013023430838656,101,False
5,walk_forward,GFC,True,71,6,71,0.01,4,0.8,0.8,1.0,5,0.11013023430838656,101,False
5,walk_forward,GFC,True,71,6,71,0.01,4,0.8,0.8,5.0,1,0.1101235070714827,85,False
5,walk_forward,GFC,True,71,6,71,0.01,4,0.8,0.8,5.0,5,0.1101235070714827,85,False
5,walk_forward,GFC,True,71,6,71,0.01,4,0.8,0.8,10.0,1,0.11011436830323741,85,False
5,walk_forward,GFC,True,71,6,71,0.01,4,0.8,0.8,10.0,5,0.11011436830323741,85,False
5,walk_forward,GFC,True,71,6,71,0.01,4,0.8,1.0,1.0,1,0.11016136387043697,68,False
5,walk_forward,GFC,True,71,6,71,0.01,4,0.8,1.0,1.0,5,0.11016136387043697,68,False
5,walk_forward,GFC,True,71,6,71,0.01,4,0.8,1.0,5.0,1,0.11015860946773627,68,False
5,walk_forward,GFC,True,71,6,71,0.01,4,0.8,1.0,5.0,5,0.11015860946773627,68,False
5,walk_forward,GFC,True,71,6,71,0.01,4,0.8,1.0,10.0,1,0.1101584722102508,69,False
5,walk_forward,GFC,True,71,6,71,0.01,4,0.8,1.0,10.0,5,0.1101584722102508,69,False
5,walk_forward,GFC,True,71,6,71,0.01,4,1.0,0.8,1.0,1,0.1101583738976751,55,False
5,walk_forward,GFC,True,71,6,71,0.01,4,1.0,0.8,1.0,5,0.1101583738976751,55,False
5,walk_forward,GFC,True,71,6,71,0.01,4,1.0,0.8,5.0,1,0.11015183489448764,78,False
5,walk_forward,GFC,True,71,6,71,0.01,4,1.0,0.8,5.0,5,0.11015183489448764,78,False
5,walk_forward,GFC,True,71,6,71,0.01,4,1.0,0.8,10.0,1,0.1101528226233773,78,False
5,walk_forward,GFC,True,71,6,71,0.01,4,1.0,0.8,10.0,5,0.1101528226233773,78,False
5,walk_forward,GFC,True,71,6,71,0.01,4,1.0,1.0,1.0,1,0.1101662121705946,55,False
5,walk_forward,GFC,True,71,6,71,0.01,4,1.0,1.0,1.0,5,0.1101662121705946,55,False
5,walk_forward,GFC,True,71,6,71,0.01,4,1.0,1.0,5.0,1,0.11013896098486949,86,False
5,walk_forward,GFC,True,71,6,71,0.01,4,1.0,1.0,5.0,5,0.11013896098486949,86,False
5,walk_forward,GFC,True,71,6,71,0.01,4,1.0,1.0,10.0,1,0.11011125045663119,119,False
5,walk_forward,GFC,True,71,6,71,0.01,4,1.0,1.0,10.0,5,0.11011125045663119,119,False
5,walk_forward,GFC,True,71,6,71,0.01,6,0.8,0.8,1.0,1,0.11025200167542082,7,False
5,walk_forward,GFC,True,71,6,71,0.01,6,0.8,0.8,1.0,5,0.11025200167542082,7,False
5,walk_forward,GFC,True,71,6,71,0.01,6,0.8,0.8,5.0,1,0.11009854043863414,114,False
5,walk_forward,GFC,True,71,6,71,0.01,6,0.8,0.8,5.0,5,0.11009854043863414,114,False
5,walk_forward,GFC,True,71,6,71,0.01,6,0.8,0.8,10.0,1,0.11014453909380303,107,False
5,walk_forward,GFC,True,71,6,71,0.01,6,0.8,0.8,10.0,5,0.11014453909380303,107,False
5,walk_forward,GFC,True,71,6,71,0.01,6,0.8,1.0,1.0,1,0.11000518368410776,58,False
5,walk_forward,GFC,True,71,6,71,0.01,6,0.8,1.0,1.0,5,0.11000518368410776,58,False
5,walk_forward,GFC,True,71,6,71,0.01,6,0.8,1.0,5.0,1,0.1101337122371511,138,False
5,walk_forward,GFC,True,71,6,71,0.01,6,0.8,1.0,5.0,5,0.1101337122371511,138,False
5,walk_forward,GFC,True,71,6,71,0.01,6,0.8,1.0,10.0,1,0.11008880289058741,130,False
5,walk_forward,GFC,True,71,6,71,0.01,6,0.8,1.0,10.0,5,0.11008880289058741,130,False
5,walk_forward,GFC,True,71,6,71,0.01,6,1.0,0.8,1.0,1,0.11012778491638418,70,False
5,walk_forward,GFC,True,71,6,71,0.01,6,1.0,0.8,1.0,5,0.11012778491638418,70,False
5,walk_forward,GFC,True,71,6,71,0.01,6,1.0,0.8,5.0,1,0.11007831191602312,105,False
5,walk_forward,GFC,True,71,6,71,0.01,6,1.0,0.8,5.0,5,0.11007831191602312,105,False
5,walk_forward,GFC,True,71,6,71,0.01,6,1.0,0.8,10.0,1,0.11009937123170503,111,False
5,walk_forward,GFC,True,71,6,71,0.01,6,1.0,0.8,10.0,5,0.11009937123170503,111,False
5,walk_forward,GFC,True,71,6,71,0.01,6,1.0,1.0,1.0,1,0.11015111899168852,66,False
5,walk_forward,GFC,True,71,6,71,0.01,6,1.0,1.0,1.0,5,0.11015111899168852,66,False
5,walk_forward,GFC,True,71,6,71,0.01,6,1.0,1.0,5.0,1,0.11011939097238034,104,False
5,walk_forward,GFC,True,71,6,71,0.01,6,1.0,1.0,5.0,5,0.11011939097238034,104,False
5,walk_forward,GFC,True,71,6,71,0.01,6,1.0,1.0,10.0,1,0.11017659867091392,46,False
5,walk_forward,GFC,True,71,6,71,0.01,6,1.0,1.0,10.0,5,0.11017659867091392,46,False
5,walk_forward,GFC,True,71,6,71,0.05,4,0.8,0.8,1.0,1,0.10944753645021708,88,False
