security,horizon,scheme,fold,use_categoricals,importance_type,feature,relevance,bucket,ntrees,depth,tau_w
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,chg_lag1,0.4632962493275636,momentum,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,chg_lag2,0.0,momentum,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,chg_lag3,0.11945229227774586,momentum,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,chg_lag4,0.7753165670071983,momentum,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,chg_lag5,0.0,momentum,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,carry_roll,8.170525149175859,carry_roll,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,mom_63d,1.089236578141586,momentum,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,mom_1m,0.5836380763208415,momentum,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,mom_3m,1.3553983150584046,momentum,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,mom_6m,0.7743622063631452,momentum,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,mom_12m,0.799836364175386,momentum,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,dev_ma_3m,5.200632973867616,curve,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,dev_ma_12m,3.4287409807555704,curve,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,vol_20d,6.057705480924895,vol,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,vol_regime,0.0,vol,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,vol_zscore,0.6871795333555567,vol,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,level_zscore,3.6014450010891137,curve,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,slope_10_1,1.3053401574420649,curve,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,slope_10_5,2.2370254086439703,curve,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,slope_5_1,2.806916363009502,curve,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,sofr_mom_1m,0.2971602489377024,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,ibor_level,4.735427582983115,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,ibor_chg_1d,0.0,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,ibor_mom_1m,0.5890006915560189,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,ibor_term_slope,0.15989152958813088,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,swap_ibor_basis,8.04067400634312,curve,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,move_level,0.21133014997943292,vol,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,move_zscore,0.13330941812084565,vol,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,vix_level,0.01133996059339869,vol,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,vix_zscore,0.0,vol,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,v2x_level,0.33599307740792306,vol,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,vxn_level,0.18479160802331035,vol,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,ovx_level,0.22906195206550184,vol,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,gvz_level,2.5570303680276,vol,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,spx_mom_1m,0.1468309782927283,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,spx_mom_3m,2.97940528694274,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,sx5e_mom_1m,0.9064775161188859,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,sx5e_mom_3m,1.681321130442904,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,mxwo_mom_1m,0.1779623788227847,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,ndx_mom_1m,0.8179976142833499,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,oil_mom_1m,1.5566125513955875,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,oil_mom_3m,2.627058541503063,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,copper_mom_1m,1.4123871613292873,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,opec_prod,0.17427209663575388,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,natgas_mom_1m,0.0,macro,188,6,
__POOL__,21,walk_forward,GFC,True,PredictionValuesChange,be5y_level,0.4611600769638948,macro,188,6,
