security,horizon,scheme,fold,use_categoricals,importance_type,feature,relevance,bucket,ntrees,depth,tau_w
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,chg_lag1,0.0,momentum,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,chg_lag2,0.0,momentum,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,chg_lag3,0.0,momentum,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,chg_lag4,0.0,momentum,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,chg_lag5,0.0,momentum,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,carry_roll,22.88664684834846,carry_roll,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,mom_63d,0.013714902400366125,momentum,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,mom_1m,0.007419262714638977,momentum,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,mom_3m,0.011189747321255737,momentum,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,mom_6m,0.6124718149922449,momentum,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,mom_12m,2.4431249453589245,momentum,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,dev_ma_3m,0.7572923326495646,curve,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,dev_ma_12m,0.7019168223648097,curve,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,vol_20d,0.13592276710194412,vol,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,vol_regime,0.0,vol,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,vol_zscore,0.0,vol,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,level_zscore,0.2868937822472547,curve,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,slope_10_1,0.8163764260241332,curve,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,slope_10_5,1.1715684319794712,curve,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,slope_5_1,0.49198325111047897,curve,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,sofr_mom_1m,0.18003503001480864,macro,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,ibor_level,10.251498395664067,macro,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,ibor_chg_1d,0.0,macro,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,ibor_mom_1m,0.030715209556395673,macro,145,4,
__POOL__,252,walk_forward,GFC,True,PredictionValuesChange,ibor_term_slope,0.5122504042922242,macro,145,4,
