security,horizon,scheme,fold,use_categoricals,importance_type,feature,relevance,bucket,ntrees,depth,tau_w
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,chg_lag1,0.7047601408770447,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,chg_lag2,1.1114925963028204,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,chg_lag3,0.5040600046978643,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,chg_lag4,0.0,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,chg_lag5,1.4137065123852075,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,carry_roll,2.0028829001766817,carry_roll,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,mom_63d,0.798977875575803,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,mom_1m,1.1101869461893472,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,mom_3m,0.4989218943439162,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,mom_6m,0.40689788830206375,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,mom_12m,0.008269003283779412,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,dev_ma_3m,4.417355640112374,curve,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,dev_ma_12m,2.347378087947038,curve,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,vol_20d,24.46294747701695,vol,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,vol_regime,0.0,vol,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,vol_zscore,0.12678167071949575,vol,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,level_zscore,1.5017234836161868,curve,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,slope_10_1,1.4505191624784828,curve,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,slope_10_5,0.2714406090516443,curve,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,slope_5_1,3.3553187869790464,curve,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,sofr_mom_1m,2.0065255558376984,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,ibor_level,0.31582144929447364,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,ibor_chg_1d,0.0,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,ibor_mom_1m,0.06597126629974104,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,ibor_term_slope,0.0,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,swap_ibor_basis,7.127181167273654,curve,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,move_level,1.3284844411092942,vol,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,move_zscore,1.918263709113664,vol,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,vix_level,0.08915939966744235,vol,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,vix_zscore,0.0,vol,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,v2x_level,0.6537944695691708,vol,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,vxn_level,4.825772088453816,vol,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,ovx_level,0.30684101810932185,vol,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,gvz_level,1.1024574034313595,vol,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,spx_mom_1m,1.8086670573992047,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,spx_mom_3m,0.877678684397992,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,sx5e_mom_1m,3.0918795258965055,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,sx5e_mom_3m,2.236237025823451,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,mxwo_mom_1m,0.8397149700182468,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,ndx_mom_1m,0.3220008361173735,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,oil_mom_1m,2.3219133898660482,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,oil_mom_3m,0.44058147457423114,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,copper_mom_1m,0.3844750588004992,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,opec_prod,0.3058569024754408,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,natgas_mom_1m,0.0,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,be5y_level,0.10741200659802388,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,be10y_level,0.4656577984716174,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,be_slope,0.06463117051069729,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,be5y_chg_1m,0.05056512163810938,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,ig_spread,0.0,credit,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,hy_spread,0.0,credit,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,ig_chg_1m,0.0,credit,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,hy_chg_1m,0.0,credit,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,cpi_yoy,1.5301943556572404,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,pce_core_chg,0.0,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,nfp_change,0.15855935405316843,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,pmi_us,0.12601870275823907,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,pmi_eur,0.19556887625582092,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,unemp_eur,0.0,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,cpi_nsa_level,0.0,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,pce_core_level,0.0048516365198892734,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,eur_3m,0.11047146291347161,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,eur_1w,3.2038520243320594,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,nor_ibor_1m,1.7468742977955365,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,nor_ibor_6m,0.4000700517055154,macro,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,xmpca_01,0.939193933989866,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,xmpca_02,2.2615705417107304,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,xmpca_03,0.3105614585007006,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,xmpca_04,0.951025609391946,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,xmpca_05,0.3081257309178549,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,xmpca_06,0.8080313020065638,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,xmpca_07,0.07732997983035142,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,xmpca_08,1.462462345239338,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,xmpca_09,0.08241805933073923,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,xmpca_10,0.9576813092185263,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,xmpca_11,0.9883023406144839,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,xmpca_12,2.331477799531766,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,security,0.0,categorical,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,country,0.16868117766715368,categorical,71,6,
__POOL__,5,walk_forward,GFC,True,PredictionValuesChange,maturity,1.3255139792561959,categorical,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,chg_lag1,0.0002754720547071404,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,chg_lag2,0.000665012101317114,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,chg_lag3,0.00033208347094834667,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,chg_lag4,0.0,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,chg_lag5,0.0007000014595431731,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,carry_roll,0.0010474400810120271,carry_roll,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,mom_63d,0.00036845412518655973,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,mom_1m,0.00059846079167096,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,mom_3m,0.00036727451747914364,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,mom_6m,0.0004366254174281159,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,mom_12m,1.1959529689312132e-05,momentum,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,dev_ma_3m,0.0027000199061463087,curve,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,dev_ma_12m,0.000988518610560471,curve,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,vol_20d,0.01468966123416686,vol,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,vol_regime,0.0,vol,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,vol_zscore,7.56887130004269e-05,vol,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,level_zscore,0.0007330545966633961,curve,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,slope_10_1,0.0006750381993554239,curve,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,slope_10_5,8.184564749905143e-05,curve,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,slope_5_1,0.0023308620745381425,curve,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,sofr_mom_1m,0.0009271254980389998,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,ibor_level,0.0002453733500076688,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,ibor_chg_1d,0.0,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,ibor_mom_1m,1.295937604231523e-05,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,ibor_term_slope,0.0,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,swap_ibor_basis,0.003114358730278488,curve,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,move_level,0.0007357607615845474,vol,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,move_zscore,0.0008103566816072688,vol,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,vix_level,7.337404444665574e-05,vol,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,vix_zscore,0.0,vol,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,v2x_level,0.0003211818807819511,vol,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,vxn_level,0.001807865086115995,vol,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,ovx_level,0.0001768105633939976,vol,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,gvz_level,0.0003870604880479578,vol,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,spx_mom_1m,0.0008733474094742566,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,spx_mom_3m,0.0006436779520863634,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,sx5e_mom_1m,0.0013241859339699763,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,sx5e_mom_3m,0.001682612444206144,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,mxwo_mom_1m,0.00038612655063224866,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,ndx_mom_1m,0.00010307482488144948,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,oil_mom_1m,0.0010317788227118957,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,oil_mom_3m,0.00029992944296032553,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,copper_mom_1m,0.00030220584900597647,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,opec_prod,0.0002445161194376405,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,natgas_mom_1m,0.0,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,be5y_level,6.292987382272575e-05,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,be10y_level,0.00015994629735439914,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,be_slope,2.7769638661301332e-05,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,be5y_chg_1m,2.7390309873420726e-05,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,ig_spread,0.0,credit,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,hy_spread,0.0,credit,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,ig_chg_1m,0.0,credit,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,hy_chg_1m,0.0,credit,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,cpi_yoy,0.000783390701358036,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,pce_core_chg,0.0,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,nfp_change,8.646758409307231e-05,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,pmi_us,7.985885039665797e-05,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,pmi_eur,0.0001377886754062585,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,unemp_eur,0.0,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,cpi_nsa_level,0.0,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,pce_core_level,6.6088277589637645e-06,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,eur_3m,3.3896468128222224e-05,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,eur_1w,0.0013091807143869455,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,nor_ibor_1m,0.0008202938506337021,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,nor_ibor_6m,0.00021007690981966753,macro,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,xmpca_01,0.00035256008430691044,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,xmpca_02,0.0010045431080887984,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,xmpca_03,0.00018931780571646017,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,xmpca_04,0.0004493954248548926,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,xmpca_05,0.0001506548657891904,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,xmpca_06,0.0003747412369092401,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,xmpca_07,4.569917532083745e-05,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,xmpca_08,0.0006564117836474481,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,xmpca_09,4.900219151575402e-05,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,xmpca_10,0.00029205920998372215,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,xmpca_11,0.00039412600984874147,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,xmpca_12,0.0011166201839188095,cross_market,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,security,0.0,categorical,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,country,9.799880266840588e-05,categorical,71,6,
__POOL__,5,walk_forward,GFC,True,LossFunctionChange,maturity,0.0011163127359915814,categorical,71,6,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,chg_lag1,0.0,momentum,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,chg_lag2,0.0,momentum,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,chg_lag3,0.17803376937408966,momentum,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,chg_lag4,0.0,momentum,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,chg_lag5,0.0,momentum,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,carry_roll,9.629874237435617,carry_roll,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,mom_63d,0.0,momentum,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,mom_1m,0.0,momentum,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,mom_3m,0.03707001217103328,momentum,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,mom_6m,0.4518398862489975,momentum,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,mom_12m,0.2833378939741557,momentum,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,dev_ma_3m,11.400273437935123,curve,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,dev_ma_12m,25.904861719206707,curve,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,vol_20d,33.57736902754496,vol,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,vol_regime,0.0,vol,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,vol_zscore,0.0,vol,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,level_zscore,0.9956752253714016,curve,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,slope_10_1,0.11245296646955187,curve,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,slope_10_5,2.150177900165805,curve,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,slope_5_1,0.0,curve,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,sofr_mom_1m,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,ibor_level,0.4626380082584423,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,ibor_chg_1d,0.19549879460478356,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,ibor_mom_1m,0.06722300082019442,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,ibor_term_slope,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,swap_ibor_basis,1.3454342319632648,curve,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,move_level,0.47700091280468576,vol,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,move_zscore,0.0,vol,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,vix_level,0.0,vol,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,vix_zscore,0.0,vol,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,v2x_level,1.4529913768841,vol,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,vxn_level,0.0,vol,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,ovx_level,0.0,vol,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,gvz_level,0.38918704718434394,vol,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,spx_mom_1m,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,spx_mom_3m,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,sx5e_mom_1m,0.753015735086143,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,sx5e_mom_3m,0.038746940609091195,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,mxwo_mom_1m,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,ndx_mom_1m,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,oil_mom_1m,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,oil_mom_3m,0.7012364941536218,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,copper_mom_1m,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,opec_prod,0.12059058010952575,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,natgas_mom_1m,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,be5y_level,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,be10y_level,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,be_slope,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,be5y_chg_1m,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,ig_spread,0.0,credit,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,hy_spread,0.0,credit,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,ig_chg_1m,0.0,credit,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,hy_chg_1m,0.0,credit,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,cpi_yoy,0.1684334035585995,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,pce_core_chg,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,nfp_change,0.7275017803059514,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,pmi_us,2.7483793746151615,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,pmi_eur,0.8252639519634223,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,unemp_eur,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,cpi_nsa_level,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,pce_core_level,0.0,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,eur_3m,0.8972065548382373,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,eur_1w,0.46577348784859146,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,nor_ibor_1m,0.20292612861117781,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,nor_ibor_6m,0.04850792114117226,macro,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,xmpca_01,0.21832468703155025,cross_market,42,4,
__POOL__,5,walk_forward,ZIRP_early,True,PredictionValuesChange,xmpca_02,0.0,cross_market,42,4,
