horizon,scheme,fold,use_categoricals,cat_n_trees,cat_depth,best_n_est,learning_rate,depth,cat_mvs_fraction,rsm,l2_leaf_reg,min_data_in_leaf,val_mse,best_n_estimators,selected
21,walk_forward,GFC,True,188,6,188,0.01,4,1.0,1.0,10.0,5,0.13320979207966804,285,False
21,walk_forward,GFC,True,188,6,188,0.01,6,0.8,0.8,1.0,1,0.1209784435768674,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,0.8,0.8,1.0,5,0.1209784435768674,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,0.8,0.8,5.0,1,0.1259872746482996,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,0.8,0.8,5.0,5,0.1259872746482996,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,0.8,0.8,10.0,1,0.12636481088087637,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,0.8,0.8,10.0,5,0.12636481088087637,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,0.8,1.0,1.0,1,0.12335479352370522,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,0.8,1.0,1.0,5,0.12335479352370522,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,0.8,1.0,5.0,1,0.12653498868372853,440,False
21,walk_forward,GFC,True,188,6,188,0.01,6,0.8,1.0,5.0,5,0.12653498868372853,440,False
21,walk_forward,GFC,True,188,6,188,0.01,6,0.8,1.0,10.0,1,0.12756701661679906,498,False
21,walk_forward,GFC,True,188,6,188,0.01,6,0.8,1.0,10.0,5,0.12756701661679906,498,False
21,walk_forward,GFC,True,188,6,188,0.01,6,1.0,0.8,1.0,1,0.12621862111499002,499,False
21,walk_forward,GFC,True,188,6,188,0.01,6,1.0,0.8,1.0,5,0.12621862111499002,499,False
21,walk_forward,GFC,True,188,6,188,0.01,6,1.0,0.8,5.0,1,0.12444294375763494,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,1.0,0.8,5.0,5,0.12444294375763494,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,1.0,0.8,10.0,1,0.12667703769582844,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,1.0,0.8,10.0,5,0.12667703769582844,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,1.0,1.0,1.0,1,0.12423189646598908,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,1.0,1.0,1.0,5,0.12423189646598908,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,1.0,1.0,5.0,1,0.1254639058164815,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,1.0,1.0,5.0,5,0.1254639058164815,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,1.0,1.0,10.0,1,0.12586536242596805,500,False
21,walk_forward,GFC,True,188,6,188,0.01,6,1.0,1.0,10.0,5,0.12586536242596805,500,False
21,walk_forward,GFC,True,188,6,188,0.05,4,0.8,0.8,1.0,1,0.12665328531267125,114,False
21,walk_forward,GFC,True,188,6,188,0.05,4,0.8,0.8,1.0,5,0.12665328531267125,114,False
21,walk_forward,GFC,True,188,6,188,0.05,4,0.8,0.8,5.0,1,0.1254270500436208,215,False
21,walk_forward,GFC,True,188,6,188,0.05,4,0.8,0.8,5.0,5,0.1254270500436208,215,False
21,walk_forward,GFC,True,188,6,188,0.05,4,0.8,0.8,10.0,1,0.12844878236119348,123,False
21,walk_forward,GFC,True,188,6,188,0.05,4,0.8,0.8,10.0,5,0.12844878236119348,123,False
21,walk_forward,GFC,True,188,6,188,0.05,4,0.8,1.0,1.0,1,0.12327647834179191,133,False
21,walk_forward,GFC,True,188,6,188,0.05,4,0.8,1.0,1.0,5,0.12327647834179191,133,False
21,walk_forward,GFC,True,188,6,188,0.05,4,0.8,1.0,5.0,1,0.12420656822947616,190,False
21,walk_forward,GFC,True,188,6,188,0.05,4,0.8,1.0,5.0,5,0.12420656822947616,190,False
21,walk_forward,GFC,True,188,6,188,0.05,4,0.8,1.0,10.0,1,0.11957693423108269,358,False
21,walk_forward,GFC,True,188,6,188,0.05,4,0.8,1.0,10.0,5,0.11957693423108269,358,False
21,walk_forward,GFC,True,188,6,188,0.05,4,1.0,0.8,1.0,1,0.11564591441168005,359,False
21,walk_forward,GFC,True,188,6,188,0.05,4,1.0,0.8,1.0,5,0.11564591441168005,359,False
21,walk_forward,GFC,True,188,6,188,0.05,4,1.0,0.8,5.0,1,0.11969443512452399,410,False
21,walk_forward,GFC,True,188,6,188,0.05,4,1.0,0.8,5.0,5,0.11969443512452399,410,False
21,walk_forward,GFC,True,188,6,188,0.05,4,1.0,0.8,10.0,1,0.12415875573914607,192,False
21,walk_forward,GFC,True,188,6,188,0.05,4,1.0,0.8,10.0,5,0.12415875573914607,192,False
21,walk_forward,GFC,True,188,6,188,0.05,4,1.0,1.0,1.0,1,0.1334410569212507,42,False
21,walk_forward,GFC,True,188,6,188,0.05,4,1.0,1.0,1.0,5,0.1334410569212507,42,False
21,walk_forward,GFC,True,188,6,188,0.05,4,1.0,1.0,5.0,1,0.120162875281217,338,False
21,walk_forward,GFC,True,188,6,188,0.05,4,1.0,1.0,5.0,5,0.120162875281217,338,False
21,walk_forward,GFC,True,188,6,188,0.05,4,1.0,1.0,10.0,1,0.12007146525972943,307,False
21,walk_forward,GFC,True,188,6,188,0.05,4,1.0,1.0,10.0,5,0.12007146525972943,307,False
21,walk_forward,GFC,True,188,6,188,0.05,6,0.8,0.8,1.0,1,0.1193619046890519,345,False
21,walk_forward,GFC,True,188,6,188,0.05,6,0.8,0.8,1.0,5,0.1193619046890519,345,False
21,walk_forward,GFC,True,188,6,188,0.05,6,0.8,0.8,5.0,1,0.12529363099166552,187,False
21,walk_forward,GFC,True,188,6,188,0.05,6,0.8,0.8,5.0,5,0.12529363099166552,187,False
21,walk_forward,GFC,True,188,6,188,0.05,6,0.8,0.8,10.0,1,0.12636984963939293,134,False
21,walk_forward,GFC,True,188,6,188,0.05,6,0.8,0.8,10.0,5,0.12636984963939293,134,False
21,walk_forward,GFC,True,188,6,188,0.05,6,0.8,1.0,1.0,1,0.12105458774335127,153,False
21,walk_forward,GFC,True,188,6,188,0.05,6,0.8,1.0,1.0,5,0.12105458774335127,153,False
21,walk_forward,GFC,True,188,6,188,0.05,6,0.8,1.0,5.0,1,0.12139639585206798,215,False
21,walk_forward,GFC,True,188,6,188,0.05,6,0.8,1.0,5.0,5,0.12139639585206798,215,False
21,walk_forward,GFC,True,188,6,188,0.05,6,0.8,1.0,10.0,1,0.11684654572046935,409,False
21,walk_forward,GFC,True,188,6,188,0.05,6,0.8,1.0,10.0,5,0.11684654572046935,409,False
21,walk_forward,GFC,True,188,6,188,0.05,6,1.0,0.8,1.0,1,0.1189808228594051,224,False
21,walk_forward,GFC,True,188,6,188,0.05,6,1.0,0.8,1.0,5,0.1189808228594051,224,False
21,walk_forward,GFC,True,188,6,188,0.05,6,1.0,0.8,5.0,1,0.12243230967854099,157,False
21,walk_forward,GFC,True,188,6,188,0.05,6,1.0,0.8,5.0,5,0.12243230967854099,157,False
21,walk_forward,GFC,True,188,6,188,0.05,6,1.0,0.8,10.0,1,0.13197387027920696,42,False
21,walk_forward,GFC,True,188,6,188,0.05,6,1.0,0.8,10.0,5,0.13197387027920696,42,False
21,walk_forward,GFC,True,188,6,188,0.05,6,1.0,1.0,1.0,1,0.12532342982354838,145,False
21,walk_forward,GFC,True,188,6,188,0.05,6,1.0,1.0,1.0,5,0.12532342982354838,145,False
21,walk_forward,GFC,True,188,6,188,0.05,6,1.0,1.0,5.0,1,0.12517914763607652,115,False
21,walk_forward,GFC,True,188,6,188,0.05,6,1.0,1.0,5.0,5,0.12517914763607652,115,False
21,walk_forward,GFC,True,188,6,188,0.05,6,1.0,1.0,10.0,1,0.12349873343267989,134,False
21,walk_forward,GFC,True,188,6,188,0.05,6,1.0,1.0,10.0,5,0.12349873343267989,134,False
21,walk_forward,GFC,True,188,6,188,0.1,4,0.8,0.8,1.0,1,0.12727964267635158,84,False
21,walk_forward,GFC,True,188,6,188,0.1,4,0.8,0.8,1.0,5,0.12727964267635158,84,False
21,walk_forward,GFC,True,188,6,188,0.1,4,0.8,0.8,5.0,1,0.12538473640618905,137,False
21,walk_forward,GFC,True,188,6,188,0.1,4,0.8,0.8,5.0,5,0.12538473640618905,137,False
21,walk_forward,GFC,True,188,6,188,0.1,4,0.8,0.8,10.0,1,0.11925881255119064,132,False
21,walk_forward,GFC,True,188,6,188,0.1,4,0.8,0.8,10.0,5,0.11925881255119064,132,False
21,walk_forward,GFC,True,188,6,188,0.1,4,0.8,1.0,1.0,1,0.12318718791171111,77,False
21,walk_forward,GFC,True,188,6,188,0.1,4,0.8,1.0,1.0,5,0.12318718791171111,77,False
21,walk_forward,GFC,True,188,6,188,0.1,4,0.8,1.0,5.0,1,0.12370355391775364,63,False
21,walk_forward,GFC,True,188,6,188,0.1,4,0.8,1.0,5.0,5,0.12370355391775364,63,False
21,walk_forward,GFC,True,188,6,188,0.1,4,0.8,1.0,10.0,1,0.12940483839490843,76,False
21,walk_forward,GFC,True,188,6,188,0.1,4,0.8,1.0,10.0,5,0.12940483839490843,76,False
21,walk_forward,GFC,True,188,6,188,0.1,4,1.0,0.8,1.0,1,0.12054109714259362,84,False
21,walk_forward,GFC,True,188,6,188,0.1,4,1.0,0.8,1.0,5,0.12054109714259362,84,False
21,walk_forward,GFC,True,188,6,188,0.1,4,1.0,0.8,5.0,1,0.12317057862531534,120,False
21,walk_forward,GFC,True,188,6,188,0.1,4,1.0,0.8,5.0,5,0.12317057862531534,120,False
21,walk_forward,GFC,True,188,6,188,0.1,4,1.0,0.8,10.0,1,0.13252258931315858,47,False
21,walk_forward,GFC,True,188,6,188,0.1,4,1.0,0.8,10.0,5,0.13252258931315858,47,False
21,walk_forward,GFC,True,188,6,188,0.1,4,1.0,1.0,1.0,1,0.12127693066177854,166,False
21,walk_forward,GFC,True,188,6,188,0.1,4,1.0,1.0,1.0,5,0.12127693066177854,166,False
21,walk_forward,GFC,True,188,6,188,0.1,4,1.0,1.0,5.0,1,0.12119114367829074,154,False
21,walk_forward,GFC,True,188,6,188,0.1,4,1.0,1.0,5.0,5,0.12119114367829074,154,False
21,walk_forward,GFC,True,188,6,188,0.1,4,1.0,1.0,10.0,1,0.12366089113891271,120,False
21,walk_forward,GFC,True,188,6,188,0.1,4,1.0,1.0,10.0,5,0.12366089113891271,120,False
21,walk_forward,GFC,True,188,6,188,0.1,6,0.8,0.8,1.0,1,0.1238480224067627,103,False
21,walk_forward,GFC,True,188,6,188,0.1,6,0.8,0.8,1.0,5,0.1238480224067627,103,False
21,walk_forward,GFC,True,188,6,188,0.1,6,0.8,0.8,5.0,1,0.1268091782797205,74,False
21,walk_forward,GFC,True,188,6,188,0.1,6,0.8,0.8,5.0,5,0.1268091782797205,74,False
21,walk_forward,GFC,True,188,6,188,0.1,6,0.8,0.8,10.0,1,0.12090213859921178,123,False
21,walk_forward,GFC,True,188,6,188,0.1,6,0.8,0.8,10.0,5,0.12090213859921178,123,False
21,walk_forward,GFC,True,188,6,188,0.1,6,0.8,1.0,1.0,1,0.12117242785987242,94,False
21,walk_forward,GFC,True,188,6,188,0.1,6,0.8,1.0,1.0,5,0.12117242785987242,94,False
21,walk_forward,GFC,True,188,6,188,0.1,6,0.8,1.0,5.0,1,0.12631636102467042,62,False
21,walk_forward,GFC,True,188,6,188,0.1,6,0.8,1.0,5.0,5,0.12631636102467042,62,False
21,walk_forward,GFC,True,188,6,188,0.1,6,0.8,1.0,10.0,1,0.13417201034229687,13,False
21,walk_forward,GFC,True,188,6,188,0.1,6,0.8,1.0,10.0,5,0.13417201034229687,13,False
21,walk_forward,GFC,True,188,6,188,0.1,6,1.0,0.8,1.0,1,0.13165259758013412,39,False
21,walk_forward,GFC,True,188,6,188,0.1,6,1.0,0.8,1.0,5,0.13165259758013412,39,False
21,walk_forward,GFC,True,188,6,188,0.1,6,1.0,0.8,5.0,1,0.12148340614683406,192,False
21,walk_forward,GFC,True,188,6,188,0.1,6,1.0,0.8,5.0,5,0.12148340614683406,192,False
21,walk_forward,GFC,True,188,6,188,0.1,6,1.0,0.8,10.0,1,0.11764100381160714,154,False
21,walk_forward,GFC,True,188,6,188,0.1,6,1.0,0.8,10.0,5,0.11764100381160714,154,False
21,walk_forward,GFC,True,188,6,188,0.1,6,1.0,1.0,1.0,1,0.11472016862912877,188,True
21,walk_forward,GFC,True,188,6,188,0.1,6,1.0,1.0,1.0,5,0.11472016862912877,188,False
21,walk_forward,GFC,True,188,6,188,0.1,6,1.0,1.0,5.0,1,0.12727025888757523,89,False
21,walk_forward,GFC,True,188,6,188,0.1,6,1.0,1.0,5.0,5,0.12727025888757523,89,False
21,walk_forward,GFC,True,188,6,188,0.1,6,1.0,1.0,10.0,1,0.11697498291298546,116,False
21,walk_forward,GFC,True,188,6,188,0.1,6,1.0,1.0,10.0,5,0.11697498291298546,116,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,0.8,0.8,1.0,1,0.11338666969361366,292,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,0.8,0.8,1.0,5,0.11338666969361366,292,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,0.8,0.8,5.0,1,0.11369816450882203,328,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,0.8,0.8,5.0,5,0.11369816450882203,328,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,0.8,0.8,10.0,1,0.11312140796237607,417,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,0.8,0.8,10.0,5,0.11312140796237607,417,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,0.8,1.0,1.0,1,0.11368038602827855,285,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,0.8,1.0,1.0,5,0.11368038602827855,285,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,0.8,1.0,5.0,1,0.11305121426393132,328,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,0.8,1.0,5.0,5,0.11305121426393132,328,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,0.8,1.0,10.0,1,0.1127716867855152,388,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,0.8,1.0,10.0,5,0.1127716867855152,388,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,1.0,0.8,1.0,1,0.11439472499851065,305,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,1.0,0.8,1.0,5,0.11439472499851065,305,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,1.0,0.8,5.0,1,0.1141965961665613,337,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,1.0,0.8,5.0,5,0.1141965961665613,337,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,1.0,0.8,10.0,1,0.113564256108198,371,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,1.0,0.8,10.0,5,0.113564256108198,371,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,1.0,1.0,1.0,1,0.1144322304079877,287,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,1.0,1.0,1.0,5,0.1144322304079877,287,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,1.0,1.0,5.0,1,0.11361122317493957,355,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,1.0,1.0,5.0,5,0.11361122317493957,355,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,1.0,1.0,10.0,1,0.11297321189444973,401,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,4,1.0,1.0,10.0,5,0.11297321189444973,401,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,0.8,0.8,1.0,1,0.1131077425756837,292,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,0.8,0.8,1.0,5,0.1131077425756837,292,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,0.8,0.8,5.0,1,0.11342983832937588,369,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,0.8,0.8,5.0,5,0.11342983832937588,369,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,0.8,0.8,10.0,1,0.11246116975874339,497,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,0.8,0.8,10.0,5,0.11246116975874339,497,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,0.8,1.0,1.0,1,0.11399720127986375,224,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,0.8,1.0,1.0,5,0.11399720127986375,224,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,0.8,1.0,5.0,1,0.11311249469116058,333,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,0.8,1.0,5.0,5,0.11311249469116058,333,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,0.8,1.0,10.0,1,0.11356294187912673,431,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,0.8,1.0,10.0,5,0.11356294187912673,431,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,1.0,0.8,1.0,1,0.11467767914732215,241,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,1.0,0.8,1.0,5,0.11467767914732215,241,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,1.0,0.8,5.0,1,0.11362967338110946,341,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,1.0,0.8,5.0,5,0.11362967338110946,341,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,1.0,0.8,10.0,1,0.11318827278649583,378,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,1.0,0.8,10.0,5,0.11318827278649583,378,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,1.0,1.0,1.0,1,0.11375264473549124,267,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,1.0,1.0,1.0,5,0.11375264473549124,267,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,1.0,1.0,5.0,1,0.11365075369853639,302,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,1.0,1.0,5.0,5,0.11365075369853639,302,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,1.0,1.0,10.0,1,0.11271503353900304,400,False
21,walk_forward,ZIRP_early,True,57,6,57,0.01,6,1.0,1.0,10.0,5,0.11271503353900304,400,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,0.8,0.8,1.0,1,0.11126778354665753,55,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,0.8,0.8,1.0,5,0.11126778354665753,55,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,0.8,0.8,5.0,1,0.11280724968496157,62,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,0.8,0.8,5.0,5,0.11280724968496157,62,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,0.8,0.8,10.0,1,0.11204006755836839,117,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,0.8,0.8,10.0,5,0.11204006755836839,117,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,0.8,1.0,1.0,1,0.11171514601819423,64,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,0.8,1.0,1.0,5,0.11171514601819423,64,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,0.8,1.0,5.0,1,0.11217034486713305,70,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,0.8,1.0,5.0,5,0.11217034486713305,70,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,0.8,1.0,10.0,1,0.11167787020904955,94,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,0.8,1.0,10.0,5,0.11167787020904955,94,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,1.0,0.8,1.0,1,0.11228215519669675,95,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,1.0,0.8,1.0,5,0.11228215519669675,95,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,1.0,0.8,5.0,1,0.11321998657391252,99,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,1.0,0.8,5.0,5,0.11321998657391252,99,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,1.0,0.8,10.0,1,0.11194984254729658,141,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,1.0,0.8,10.0,5,0.11194984254729658,141,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,1.0,1.0,1.0,1,0.11457880490531512,75,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,1.0,1.0,1.0,5,0.11457880490531512,75,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,1.0,1.0,5.0,1,0.11183520148554499,92,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,1.0,1.0,5.0,5,0.11183520148554499,92,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,1.0,1.0,10.0,1,0.1113757963111609,99,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,4,1.0,1.0,10.0,5,0.1113757963111609,99,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,0.8,0.8,1.0,1,0.11418396030578208,89,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,0.8,0.8,1.0,5,0.11418396030578208,89,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,0.8,0.8,5.0,1,0.11259422260457172,79,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,0.8,0.8,5.0,5,0.11259422260457172,79,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,0.8,0.8,10.0,1,0.11371027923049594,132,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,0.8,0.8,10.0,5,0.11371027923049594,132,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,0.8,1.0,1.0,1,0.1153113049349978,42,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,0.8,1.0,1.0,5,0.1153113049349978,42,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,0.8,1.0,5.0,1,0.11354143007339794,73,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,0.8,1.0,5.0,5,0.11354143007339794,73,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,0.8,1.0,10.0,1,0.11307630669291985,108,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,0.8,1.0,10.0,5,0.11307630669291985,108,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,1.0,0.8,1.0,1,0.11351196455841364,66,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,1.0,0.8,1.0,5,0.11351196455841364,66,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,1.0,0.8,5.0,1,0.11399451003195804,99,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,1.0,0.8,5.0,5,0.11399451003195804,99,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,1.0,0.8,10.0,1,0.11415317584792632,76,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,1.0,0.8,10.0,5,0.11415317584792632,76,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,1.0,1.0,1.0,1,0.11056910664294245,98,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,1.0,1.0,1.0,5,0.11056910664294245,98,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,1.0,1.0,5.0,1,0.1135628953300891,88,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,1.0,1.0,5.0,5,0.1135628953300891,88,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,1.0,1.0,10.0,1,0.11149890211547406,68,False
21,walk_forward,ZIRP_early,True,57,6,57,0.05,6,1.0,1.0,10.0,5,0.11149890211547406,68,False
21,walk_forward,ZIRP_early,True,57,6,57,0.1,4,0.8,0.8,1.0,1,0.1149719639697984,44,False
21,walk_forward,ZIRP_early,True,57,6,57,0.1,4,0.8,0.8,1.0,5,0.1149719639697984,44,False
21,walk_forward,ZIRP_early,True,57,6,57,0.1,4,0.8,0.8,5.0,1,0.11240672793351314,35,False
21,walk_forward,ZIRP_early,True,57,6,57,0.1,4,0.8,0.8,5.0,5,0.11240672793351314,35,False
21,walk_forward,ZIRP_early,True,57,6,57,0.1,4,0.8,0.8,10.0,1,0.11475034785189937,41,False
21,walk_forward,ZIRP_early,True,57,6,57,0.1,4,0.8,0.8,10.0,5,0.11475034785189937,41,False
21,walk_forward,ZIRP_early,True,57,6,57,0.1,4,0.8,1.0,1.0,1,0.11433128545336582,19,False
21,walk_forward,ZIRP_early,True,57,6,57,0.1,4,0.8,1.0,1.0,5,0.11433128545336582,19,False
21,walk_forward,ZIRP_early,True,57,6,57,0.1,4,0.8,1.0,5.0,1,0.1123417689648585,31,False
21,walk_forward,ZIRP_early,True,57,6,57,0.1,4,0.8,1.0,5.0,5,0.1123417689648585,31,False
21,walk_forward,ZIRP_early,True,57,6,57,0.1,4,0.8,1.0,10.0,1,0.11111352284561715,68,False
21,walk_forward,ZIRP_early,True,57,6,57,0.1,4,0.8,1.0,10.0,5,0.11111352284561715,68,False
