security,horizon,scheme,fold,use_categoricals,feature,shap_mean_abs,bucket
__POOL__,126,walk_forward,GFC,True,chg_lag1,0.0,momentum
__POOL__,126,walk_forward,GFC,True,chg_lag2,0.0,momentum
__POOL__,126,walk_forward,GFC,True,chg_lag3,0.0,momentum
__POOL__,126,walk_forward,GFC,True,chg_lag4,0.0,momentum
__POOL__,126,walk_forward,GFC,True,chg_lag5,0.0,momentum
__POOL__,126,walk_forward,GFC,True,carry_roll,0.0772992650440053,carry_roll
__POOL__,126,walk_forward,GFC,True,mom_63d,0.0038043726963335788,momentum
__POOL__,126,walk_forward,GFC,True,mom_1m,0.0,momentum
__POOL__,126,walk_forward,GFC,True,mom_3m,0.010239086536884627,momentum
__POOL__,126,walk_forward,GFC,True,mom_6m,0.00984442812479854,momentum
__POOL__,126,walk_forward,GFC,True,mom_12m,0.021832568596747048,momentum
__POOL__,126,walk_forward,GFC,True,dev_ma_3m,0.017880427302990835,curve
__POOL__,126,walk_forward,GFC,True,dev_ma_12m,0.0036068475146726693,curve
__POOL__,126,walk_forward,GFC,True,vol_20d,0.008086582891627074,vol
__POOL__,126,walk_forward,GFC,True,vol_regime,0.0,vol
__POOL__,126,walk_forward,GFC,True,vol_zscore,0.0,vol
__POOL__,126,walk_forward,GFC,True,level_zscore,0.015548176028337881,curve
__POOL__,126,walk_forward,GFC,True,slope_10_1,0.008503426122826752,curve
__POOL__,126,walk_forward,GFC,True,slope_10_5,0.007099404598787103,curve
__POOL__,126,walk_forward,GFC,True,slope_5_1,0.015941581383404037,curve
__POOL__,126,walk_forward,GFC,True,sofr_mom_1m,0.0,macro
__POOL__,126,walk_forward,GFC,True,ibor_level,0.03746082274070227,macro
__POOL__,126,walk_forward,GFC,True,ibor_chg_1d,0.0,macro
__POOL__,126,walk_forward,GFC,True,ibor_mom_1m,0.0009843857219324881,macro
__POOL__,126,walk_forward,GFC,True,ibor_term_slope,0.0014018241606500313,macro
__POOL__,126,walk_forward,GFC,True,swap_ibor_basis,0.018363724394794678,curve
__POOL__,126,walk_forward,GFC,True,move_level,0.0,vol
__POOL__,126,walk_forward,GFC,True,move_zscore,0.0,vol
__POOL__,126,walk_forward,GFC,True,vix_level,0.0,vol
__POOL__,126,walk_forward,GFC,True,vix_zscore,0.0,vol
__POOL__,126,walk_forward,GFC,True,v2x_level,0.0017052642309643977,vol
__POOL__,126,walk_forward,GFC,True,vxn_level,0.0019469166860369158,vol
__POOL__,126,walk_forward,GFC,True,ovx_level,0.0,vol
__POOL__,126,walk_forward,GFC,True,gvz_level,0.004296610937716558,vol
__POOL__,126,walk_forward,GFC,True,spx_mom_1m,0.0,macro
__POOL__,126,walk_forward,GFC,True,spx_mom_3m,0.003843630627654468,macro
__POOL__,126,walk_forward,GFC,True,sx5e_mom_1m,0.0,macro
__POOL__,126,walk_forward,GFC,True,sx5e_mom_3m,0.009100883773567455,macro
__POOL__,126,walk_forward,GFC,True,mxwo_mom_1m,0.0021478032018955174,macro
__POOL__,126,walk_forward,GFC,True,ndx_mom_1m,0.0,macro
__POOL__,126,walk_forward,GFC,True,oil_mom_1m,0.0,macro
__POOL__,126,walk_forward,GFC,True,oil_mom_3m,0.0033664165803540787,macro
__POOL__,126,walk_forward,GFC,True,copper_mom_1m,0.0,macro
__POOL__,126,walk_forward,GFC,True,opec_prod,0.004359101315394566,macro
__POOL__,126,walk_forward,GFC,True,natgas_mom_1m,0.0,macro
__POOL__,126,walk_forward,GFC,True,be5y_level,0.0,macro
__POOL__,126,walk_forward,GFC,True,be10y_level,0.0,macro
__POOL__,126,walk_forward,GFC,True,be_slope,0.0,macro
__POOL__,126,walk_forward,GFC,True,be5y_chg_1m,0.0,macro
__POOL__,126,walk_forward,GFC,True,ig_spread,0.0,credit
__POOL__,126,walk_forward,GFC,True,hy_spread,0.0,credit
__POOL__,126,walk_forward,GFC,True,ig_chg_1m,0.0,credit
__POOL__,126,walk_forward,GFC,True,hy_chg_1m,0.0,credit
__POOL__,126,walk_forward,GFC,True,cpi_yoy,0.0512998881021502,macro
__POOL__,126,walk_forward,GFC,True,pce_core_chg,0.004748446784223913,macro
__POOL__,126,walk_forward,GFC,True,nfp_change,0.034000757874221466,macro
__POOL__,126,walk_forward,GFC,True,pmi_us,0.01802275924451591,macro
__POOL__,126,walk_forward,GFC,True,pmi_eur,0.05752470844411056,macro
__POOL__,126,walk_forward,GFC,True,unemp_eur,0.028504954754753793,macro
__POOL__,126,walk_forward,GFC,True,cpi_nsa_level,0.0,macro
__POOL__,126,walk_forward,GFC,True,pce_core_level,0.0,macro
__POOL__,126,walk_forward,GFC,True,eur_3m,0.03705515449349332,macro
__POOL__,126,walk_forward,GFC,True,eur_1w,0.011676861713100634,macro
__POOL__,126,walk_forward,GFC,True,nor_ibor_1m,0.032001941801796205,macro
__POOL__,126,walk_forward,GFC,True,nor_ibor_6m,0.0299265686386574,macro
__POOL__,126,walk_forward,GFC,True,xmpca_01,0.021001476524309944,cross_market
__POOL__,126,walk_forward,GFC,True,xmpca_02,0.0,cross_market
__POOL__,126,walk_forward,GFC,True,xmpca_03,0.011199010682732434,cross_market
__POOL__,126,walk_forward,GFC,True,xmpca_04,0.0015307512473553273,cross_market
__POOL__,126,walk_forward,GFC,True,xmpca_05,0.0,cross_market
__POOL__,126,walk_forward,GFC,True,xmpca_06,0.0,cross_market
__POOL__,126,walk_forward,GFC,True,xmpca_07,0.0,cross_market
__POOL__,126,walk_forward,GFC,True,xmpca_08,0.0,cross_market
__POOL__,126,walk_forward,GFC,True,xmpca_09,0.0,cross_market
__POOL__,126,walk_forward,GFC,True,xmpca_10,0.0,cross_market
__POOL__,126,walk_forward,GFC,True,xmpca_11,0.0,cross_market
