horizon,scheme,fold,use_categoricals,cat_n_trees,cat_depth,best_n_est,learning_rate,depth,cat_mvs_fraction,rsm,l2_leaf_reg,min_data_in_leaf,val_mse,best_n_estimators,selected
126,walk_forward,GFC,True,66,6,66,0.01,4,0.8,0.8,1.0,1,0.8360305023012947,85,False
126,walk_forward,GFC,True,66,6,66,0.01,4,0.8,0.8,1.0,5,0.8360305023012947,85,False
126,walk_forward,GFC,True,66,6,66,0.01,4,0.8,0.8,5.0,1,0.822415724770307,72,False
126,walk_forward,GFC,True,66,6,66,0.01,4,0.8,0.8,5.0,5,0.822415724770307,72,False
126,walk_forward,GFC,True,66,6,66,0.01,4,0.8,0.8,10.0,1,0.8277118769319864,70,False
126,walk_forward,GFC,True,66,6,66,0.01,4,0.8,0.8,10.0,5,0.8277118769319864,70,False
126,walk_forward,GFC,True,66,6,66,0.01,4,0.8,1.0,1.0,1,0.8227733058520199,81,False
126,walk_forward,GFC,True,66,6,66,0.01,4,0.8,1.0,1.0,5,0.8227733058520199,81,False
126,walk_forward,GFC,True,66,6,66,0.01,4,0.8,1.0,5.0,1,0.8324395767944291,60,False
126,walk_forward,GFC,True,66,6,66,0.01,4,0.8,1.0,5.0,5,0.8324395767944291,60,False
126,walk_forward,GFC,True,66,6,66,0.01,4,0.8,1.0,10.0,1,0.8321413076283869,52,False
126,walk_forward,GFC,True,66,6,66,0.01,4,0.8,1.0,10.0,5,0.8321413076283869,52,False
126,walk_forward,GFC,True,66,6,66,0.01,4,1.0,0.8,1.0,1,0.808458599858727,62,False
126,walk_forward,GFC,True,66,6,66,0.01,4,1.0,0.8,1.0,5,0.808458599858727,62,False
126,walk_forward,GFC,True,66,6,66,0.01,4,1.0,0.8,5.0,1,0.8222451805965545,54,False
126,walk_forward,GFC,True,66,6,66,0.01,4,1.0,0.8,5.0,5,0.8222451805965545,54,False
126,walk_forward,GFC,True,66,6,66,0.01,4,1.0,0.8,10.0,1,0.8239580695050749,54,False
126,walk_forward,GFC,True,66,6,66,0.01,4,1.0,0.8,10.0,5,0.8239580695050749,54,False
126,walk_forward,GFC,True,66,6,66,0.01,4,1.0,1.0,1.0,1,0.8191054501459372,61,False
126,walk_forward,GFC,True,66,6,66,0.01,4,1.0,1.0,1.0,5,0.8191054501459372,61,False
126,walk_forward,GFC,True,66,6,66,0.01,4,1.0,1.0,5.0,1,0.8160364599964858,66,False
126,walk_forward,GFC,True,66,6,66,0.01,4,1.0,1.0,5.0,5,0.8160364599964858,66,False
126,walk_forward,GFC,True,66,6,66,0.01,4,1.0,1.0,10.0,1,0.8148462294410124,86,False
126,walk_forward,GFC,True,66,6,66,0.01,4,1.0,1.0,10.0,5,0.8148462294410124,86,False
126,walk_forward,GFC,True,66,6,66,0.01,6,0.8,0.8,1.0,1,0.8074982839476894,121,False
126,walk_forward,GFC,True,66,6,66,0.01,6,0.8,0.8,1.0,5,0.8074982839476894,121,False
126,walk_forward,GFC,True,66,6,66,0.01,6,0.8,0.8,5.0,1,0.7185614691644026,470,False
126,walk_forward,GFC,True,66,6,66,0.01,6,0.8,0.8,5.0,5,0.7185614691644026,470,False
126,walk_forward,GFC,True,66,6,66,0.01,6,0.8,0.8,10.0,1,0.8241313871264822,127,False
126,walk_forward,GFC,True,66,6,66,0.01,6,0.8,0.8,10.0,5,0.8241313871264822,127,False
126,walk_forward,GFC,True,66,6,66,0.01,6,0.8,1.0,1.0,1,0.8021600243001427,112,False
126,walk_forward,GFC,True,66,6,66,0.01,6,0.8,1.0,1.0,5,0.8021600243001427,112,False
126,walk_forward,GFC,True,66,6,66,0.01,6,0.8,1.0,5.0,1,0.7292331817512352,306,False
126,walk_forward,GFC,True,66,6,66,0.01,6,0.8,1.0,5.0,5,0.7292331817512352,306,False
126,walk_forward,GFC,True,66,6,66,0.01,6,0.8,1.0,10.0,1,0.747752031524958,365,False
126,walk_forward,GFC,True,66,6,66,0.01,6,0.8,1.0,10.0,5,0.747752031524958,365,False
126,walk_forward,GFC,True,66,6,66,0.01,6,1.0,0.8,1.0,1,0.825478230937708,114,False
126,walk_forward,GFC,True,66,6,66,0.01,6,1.0,0.8,1.0,5,0.825478230937708,114,False
126,walk_forward,GFC,True,66,6,66,0.01,6,1.0,0.8,5.0,1,0.7999864032514722,115,False
126,walk_forward,GFC,True,66,6,66,0.01,6,1.0,0.8,5.0,5,0.7999864032514722,115,False
126,walk_forward,GFC,True,66,6,66,0.01,6,1.0,0.8,10.0,1,0.8018950749748988,100,False
126,walk_forward,GFC,True,66,6,66,0.01,6,1.0,0.8,10.0,5,0.8018950749748988,100,False
126,walk_forward,GFC,True,66,6,66,0.01,6,1.0,1.0,1.0,1,0.7429426693626795,370,False
126,walk_forward,GFC,True,66,6,66,0.01,6,1.0,1.0,1.0,5,0.7429426693626795,370,False
126,walk_forward,GFC,True,66,6,66,0.01,6,1.0,1.0,5.0,1,0.8018239032727632,168,False
126,walk_forward,GFC,True,66,6,66,0.01,6,1.0,1.0,5.0,5,0.8018239032727632,168,False
126,walk_forward,GFC,True,66,6,66,0.01,6,1.0,1.0,10.0,1,0.8281594826781894,89,False
126,walk_forward,GFC,True,66,6,66,0.01,6,1.0,1.0,10.0,5,0.8281594826781894,89,False
126,walk_forward,GFC,True,66,6,66,0.05,4,0.8,0.8,1.0,1,0.807999266840137,14,False
126,walk_forward,GFC,True,66,6,66,0.05,4,0.8,0.8,1.0,5,0.807999266840137,14,False
126,walk_forward,GFC,True,66,6,66,0.05,4,0.8,0.8,5.0,1,0.7994932715301318,14,False
126,walk_forward,GFC,True,66,6,66,0.05,4,0.8,0.8,5.0,5,0.7994932715301318,14,False
126,walk_forward,GFC,True,66,6,66,0.05,4,0.8,0.8,10.0,1,0.7991001623271162,14,False
126,walk_forward,GFC,True,66,6,66,0.05,4,0.8,0.8,10.0,5,0.7991001623271162,14,False
126,walk_forward,GFC,True,66,6,66,0.05,4,0.8,1.0,1.0,1,0.7725678441146261,61,False
126,walk_forward,GFC,True,66,6,66,0.05,4,0.8,1.0,1.0,5,0.7725678441146261,61,False
126,walk_forward,GFC,True,66,6,66,0.05,4,0.8,1.0,5.0,1,0.8258183096741034,16,False
126,walk_forward,GFC,True,66,6,66,0.05,4,0.8,1.0,5.0,5,0.8258183096741034,16,False
126,walk_forward,GFC,True,66,6,66,0.05,4,0.8,1.0,10.0,1,0.8172269181740189,15,False
126,walk_forward,GFC,True,66,6,66,0.05,4,0.8,1.0,10.0,5,0.8172269181740189,15,False
126,walk_forward,GFC,True,66,6,66,0.05,4,1.0,0.8,1.0,1,0.8065623971617091,13,False
126,walk_forward,GFC,True,66,6,66,0.05,4,1.0,0.8,1.0,5,0.8065623971617091,13,False
