horizon,scheme,fold,use_categoricals,cat_n_trees,cat_depth,best_n_est,learning_rate,depth,cat_mvs_fraction,rsm,l2_leaf_reg,min_data_in_leaf,val_mse,best_n_estimators,selected
63,walk_forward,GFC,True,90,4,90,0.01,4,0.8,0.8,1.0,1,0.28601583144025683,261,False
63,walk_forward,GFC,True,90,4,90,0.01,4,0.8,0.8,1.0,5,0.28601583144025683,261,False
63,walk_forward,GFC,True,90,4,90,0.01,4,0.8,0.8,5.0,1,0.28720031221874115,197,False
63,walk_forward,GFC,True,90,4,90,0.01,4,0.8,0.8,5.0,5,0.28720031221874115,197,False
63,walk_forward,GFC,True,90,4,90,0.01,4,0.8,0.8,10.0,1,0.2885684240351487,224,False
63,walk_forward,GFC,True,90,4,90,0.01,4,0.8,0.8,10.0,5,0.2885684240351487,224,False
63,walk_forward,GFC,True,90,4,90,0.01,4,0.8,1.0,1.0,1,0.2889819030444559,182,False
63,walk_forward,GFC,True,90,4,90,0.01,4,0.8,1.0,1.0,5,0.2889819030444559,182,False
63,walk_forward,GFC,True,90,4,90,0.01,4,0.8,1.0,5.0,1,0.28825491918346174,217,False
63,walk_forward,GFC,True,90,4,90,0.01,4,0.8,1.0,5.0,5,0.28825491918346174,217,False
63,walk_forward,GFC,True,90,4,90,0.01,4,0.8,1.0,10.0,1,0.2883219639412105,210,False
63,walk_forward,GFC,True,90,4,90,0.01,4,0.8,1.0,10.0,5,0.2883219639412105,210,False
63,walk_forward,GFC,True,90,4,90,0.01,4,1.0,0.8,1.0,1,0.28904097629257325,213,False
63,walk_forward,GFC,True,90,4,90,0.01,4,1.0,0.8,1.0,5,0.28904097629257325,213,False
63,walk_forward,GFC,True,90,4,90,0.01,4,1.0,0.8,5.0,1,0.2867776531028722,255,False
63,walk_forward,GFC,True,90,4,90,0.01,4,1.0,0.8,5.0,5,0.2867776531028722,255,False
63,walk_forward,GFC,True,90,4,90,0.01,4,1.0,0.8,10.0,1,0.2871230116806962,226,False
63,walk_forward,GFC,True,90,4,90,0.01,4,1.0,0.8,10.0,5,0.2871230116806962,226,False
63,walk_forward,GFC,True,90,4,90,0.01,4,1.0,1.0,1.0,1,0.28808752256931097,253,False
63,walk_forward,GFC,True,90,4,90,0.01,4,1.0,1.0,1.0,5,0.28808752256931097,253,False
63,walk_forward,GFC,True,90,4,90,0.01,4,1.0,1.0,5.0,1,0.28815921289830915,238,False
63,walk_forward,GFC,True,90,4,90,0.01,4,1.0,1.0,5.0,5,0.28815921289830915,238,False
63,walk_forward,GFC,True,90,4,90,0.01,4,1.0,1.0,10.0,1,0.2880808547118303,245,False
63,walk_forward,GFC,True,90,4,90,0.01,4,1.0,1.0,10.0,5,0.2880808547118303,245,False
63,walk_forward,GFC,True,90,4,90,0.01,6,0.8,0.8,1.0,1,0.2882781533383145,165,False
63,walk_forward,GFC,True,90,4,90,0.01,6,0.8,0.8,1.0,5,0.2882781533383145,165,False
63,walk_forward,GFC,True,90,4,90,0.01,6,0.8,0.8,5.0,1,0.28850017289843705,162,False
63,walk_forward,GFC,True,90,4,90,0.01,6,0.8,0.8,5.0,5,0.28850017289843705,162,False
63,walk_forward,GFC,True,90,4,90,0.01,6,0.8,0.8,10.0,1,0.2878599695540281,159,False
63,walk_forward,GFC,True,90,4,90,0.01,6,0.8,0.8,10.0,5,0.2878599695540281,159,False
63,walk_forward,GFC,True,90,4,90,0.01,6,0.8,1.0,1.0,1,0.2901339346709182,163,False
63,walk_forward,GFC,True,90,4,90,0.01,6,0.8,1.0,1.0,5,0.2901339346709182,163,False
63,walk_forward,GFC,True,90,4,90,0.01,6,0.8,1.0,5.0,1,0.28946047890198884,154,False
63,walk_forward,GFC,True,90,4,90,0.01,6,0.8,1.0,5.0,5,0.28946047890198884,154,False
63,walk_forward,GFC,True,90,4,90,0.01,6,0.8,1.0,10.0,1,0.28968040517745547,168,False
63,walk_forward,GFC,True,90,4,90,0.01,6,0.8,1.0,10.0,5,0.28968040517745547,168,False
63,walk_forward,GFC,True,90,4,90,0.01,6,1.0,0.8,1.0,1,0.2888139178237087,178,False
63,walk_forward,GFC,True,90,4,90,0.01,6,1.0,0.8,1.0,5,0.2888139178237087,178,False
63,walk_forward,GFC,True,90,4,90,0.01,6,1.0,0.8,5.0,1,0.29026543464159943,141,False
63,walk_forward,GFC,True,90,4,90,0.01,6,1.0,0.8,5.0,5,0.29026543464159943,141,False
63,walk_forward,GFC,True,90,4,90,0.01,6,1.0,0.8,10.0,1,0.2879640096360337,188,False
63,walk_forward,GFC,True,90,4,90,0.01,6,1.0,0.8,10.0,5,0.2879640096360337,188,False
63,walk_forward,GFC,True,90,4,90,0.01,6,1.0,1.0,1.0,1,0.2904295745879579,147,False
63,walk_forward,GFC,True,90,4,90,0.01,6,1.0,1.0,1.0,5,0.2904295745879579,147,False
63,walk_forward,GFC,True,90,4,90,0.01,6,1.0,1.0,5.0,1,0.2901027204500123,150,False
63,walk_forward,GFC,True,90,4,90,0.01,6,1.0,1.0,5.0,5,0.2901027204500123,150,False
63,walk_forward,GFC,True,90,4,90,0.01,6,1.0,1.0,10.0,1,0.2898962635869348,169,False
63,walk_forward,GFC,True,90,4,90,0.01,6,1.0,1.0,10.0,5,0.2898962635869348,169,False
63,walk_forward,GFC,True,90,4,90,0.05,4,0.8,0.8,1.0,1,0.2842311548762949,51,False
63,walk_forward,GFC,True,90,4,90,0.05,4,0.8,0.8,1.0,5,0.2842311548762949,51,False
63,walk_forward,GFC,True,90,4,90,0.05,4,0.8,0.8,5.0,1,0.2840543918265134,38,False
63,walk_forward,GFC,True,90,4,90,0.05,4,0.8,0.8,5.0,5,0.2840543918265134,38,False
63,walk_forward,GFC,True,90,4,90,0.05,4,0.8,0.8,10.0,1,0.282873237460285,90,False
63,walk_forward,GFC,True,90,4,90,0.05,4,0.8,0.8,10.0,5,0.282873237460285,90,False
63,walk_forward,GFC,True,90,4,90,0.05,4,0.8,1.0,1.0,1,0.28610311929753846,49,False
63,walk_forward,GFC,True,90,4,90,0.05,4,0.8,1.0,1.0,5,0.28610311929753846,49,False
63,walk_forward,GFC,True,90,4,90,0.05,4,0.8,1.0,5.0,1,0.28646555868504164,44,False
63,walk_forward,GFC,True,90,4,90,0.05,4,0.8,1.0,5.0,5,0.28646555868504164,44,False
63,walk_forward,GFC,True,90,4,90,0.05,4,0.8,1.0,10.0,1,0.2893116612266958,33,False
63,walk_forward,GFC,True,90,4,90,0.05,4,0.8,1.0,10.0,5,0.2893116612266958,33,False
63,walk_forward,GFC,True,90,4,90,0.05,4,1.0,0.8,1.0,1,0.2826932172036783,111,False
63,walk_forward,GFC,True,90,4,90,0.05,4,1.0,0.8,1.0,5,0.2826932172036783,111,False
63,walk_forward,GFC,True,90,4,90,0.05,4,1.0,0.8,5.0,1,0.28706250932110644,40,False
63,walk_forward,GFC,True,90,4,90,0.05,4,1.0,0.8,5.0,5,0.28706250932110644,40,False
63,walk_forward,GFC,True,90,4,90,0.05,4,1.0,0.8,10.0,1,0.2831603566430767,129,False
63,walk_forward,GFC,True,90,4,90,0.05,4,1.0,0.8,10.0,5,0.2831603566430767,129,False
63,walk_forward,GFC,True,90,4,90,0.05,4,1.0,1.0,1.0,1,0.289170196659279,34,False
63,walk_forward,GFC,True,90,4,90,0.05,4,1.0,1.0,1.0,5,0.289170196659279,34,False
63,walk_forward,GFC,True,90,4,90,0.05,4,1.0,1.0,5.0,1,0.2899494221814775,44,False
63,walk_forward,GFC,True,90,4,90,0.05,4,1.0,1.0,5.0,5,0.2899494221814775,44,False
63,walk_forward,GFC,True,90,4,90,0.05,4,1.0,1.0,10.0,1,0.29146329943084814,31,False
63,walk_forward,GFC,True,90,4,90,0.05,4,1.0,1.0,10.0,5,0.29146329943084814,31,False
63,walk_forward,GFC,True,90,4,90,0.05,6,0.8,0.8,1.0,1,0.2883024319618959,40,False
63,walk_forward,GFC,True,90,4,90,0.05,6,0.8,0.8,1.0,5,0.2883024319618959,40,False
63,walk_forward,GFC,True,90,4,90,0.05,6,0.8,0.8,5.0,1,0.28579995963471116,41,False
63,walk_forward,GFC,True,90,4,90,0.05,6,0.8,0.8,5.0,5,0.28579995963471116,41,False
63,walk_forward,GFC,True,90,4,90,0.05,6,0.8,0.8,10.0,1,0.28489883383069803,40,False
63,walk_forward,GFC,True,90,4,90,0.05,6,0.8,0.8,10.0,5,0.28489883383069803,40,False
63,walk_forward,GFC,True,90,4,90,0.05,6,0.8,1.0,1.0,1,0.2874635101150808,32,False
63,walk_forward,GFC,True,90,4,90,0.05,6,0.8,1.0,1.0,5,0.2874635101150808,32,False
63,walk_forward,GFC,True,90,4,90,0.05,6,0.8,1.0,5.0,1,0.29015993638550985,32,False
63,walk_forward,GFC,True,90,4,90,0.05,6,0.8,1.0,5.0,5,0.29015993638550985,32,False
63,walk_forward,GFC,True,90,4,90,0.05,6,0.8,1.0,10.0,1,0.29042244967699143,33,False
63,walk_forward,GFC,True,90,4,90,0.05,6,0.8,1.0,10.0,5,0.29042244967699143,33,False
63,walk_forward,GFC,True,90,4,90,0.05,6,1.0,0.8,1.0,1,0.29087657634359837,37,False
63,walk_forward,GFC,True,90,4,90,0.05,6,1.0,0.8,1.0,5,0.29087657634359837,37,False
63,walk_forward,GFC,True,90,4,90,0.05,6,1.0,0.8,5.0,1,0.29004688234064524,30,False
63,walk_forward,GFC,True,90,4,90,0.05,6,1.0,0.8,5.0,5,0.29004688234064524,30,False
63,walk_forward,GFC,True,90,4,90,0.05,6,1.0,0.8,10.0,1,0.2864713196116386,37,False
63,walk_forward,GFC,True,90,4,90,0.05,6,1.0,0.8,10.0,5,0.2864713196116386,37,False
63,walk_forward,GFC,True,90,4,90,0.05,6,1.0,1.0,1.0,1,0.28918625770747636,36,False
63,walk_forward,GFC,True,90,4,90,0.05,6,1.0,1.0,1.0,5,0.28918625770747636,36,False
63,walk_forward,GFC,True,90,4,90,0.05,6,1.0,1.0,5.0,1,0.28991945662438606,30,False
63,walk_forward,GFC,True,90,4,90,0.05,6,1.0,1.0,5.0,5,0.28991945662438606,30,False
63,walk_forward,GFC,True,90,4,90,0.05,6,1.0,1.0,10.0,1,0.2885826048123759,41,False
63,walk_forward,GFC,True,90,4,90,0.05,6,1.0,1.0,10.0,5,0.2885826048123759,41,False
63,walk_forward,GFC,True,90,4,90,0.1,4,0.8,0.8,1.0,1,0.28092481125838203,19,False
63,walk_forward,GFC,True,90,4,90,0.1,4,0.8,0.8,1.0,5,0.28092481125838203,19,False
63,walk_forward,GFC,True,90,4,90,0.1,4,0.8,0.8,5.0,1,0.2792712287529054,50,False
63,walk_forward,GFC,True,90,4,90,0.1,4,0.8,0.8,5.0,5,0.2792712287529054,50,False
63,walk_forward,GFC,True,90,4,90,0.1,4,0.8,0.8,10.0,1,0.27687637443088337,90,True
63,walk_forward,GFC,True,90,4,90,0.1,4,0.8,0.8,10.0,5,0.27687637443088337,90,False
63,walk_forward,GFC,True,90,4,90,0.1,4,0.8,1.0,1.0,1,0.28271685296307736,47,False
63,walk_forward,GFC,True,90,4,90,0.1,4,0.8,1.0,1.0,5,0.28271685296307736,47,False
63,walk_forward,GFC,True,90,4,90,0.1,4,0.8,1.0,5.0,1,0.2850535848850836,20,False
63,walk_forward,GFC,True,90,4,90,0.1,4,0.8,1.0,5.0,5,0.2850535848850836,20,False
63,walk_forward,GFC,True,90,4,90,0.1,4,0.8,1.0,10.0,1,0.285047037070821,20,False
63,walk_forward,GFC,True,90,4,90,0.1,4,0.8,1.0,10.0,5,0.285047037070821,20,False
63,walk_forward,GFC,True,90,4,90,0.1,4,1.0,0.8,1.0,1,0.2775631407143101,81,False
63,walk_forward,GFC,True,90,4,90,0.1,4,1.0,0.8,1.0,5,0.2775631407143101,81,False
63,walk_forward,GFC,True,90,4,90,0.1,4,1.0,0.8,5.0,1,0.28507173355036336,20,False
63,walk_forward,GFC,True,90,4,90,0.1,4,1.0,0.8,5.0,5,0.28507173355036336,20,False
63,walk_forward,GFC,True,90,4,90,0.1,4,1.0,0.8,10.0,1,0.28159302602051484,55,False
63,walk_forward,GFC,True,90,4,90,0.1,4,1.0,0.8,10.0,5,0.28159302602051484,55,False
63,walk_forward,GFC,True,90,4,90,0.1,4,1.0,1.0,1.0,1,0.2824087428511859,50,False
63,walk_forward,GFC,True,90,4,90,0.1,4,1.0,1.0,1.0,5,0.2824087428511859,50,False
63,walk_forward,GFC,True,90,4,90,0.1,4,1.0,1.0,5.0,1,0.28128330162450776,41,False
