security,horizon,scheme,fold,use_categoricals,feature,shap_mean_abs,bucket
__POOL__,252,walk_forward,GFC,True,chg_lag1,0.0,momentum
__POOL__,252,walk_forward,GFC,True,chg_lag2,0.0,momentum
__POOL__,252,walk_forward,GFC,True,chg_lag3,0.0,momentum
__POOL__,252,walk_forward,GFC,True,chg_lag4,0.0,momentum
__POOL__,252,walk_forward,GFC,True,chg_lag5,0.0,momentum
__POOL__,252,walk_forward,GFC,True,carry_roll,0.20398881042097855,carry_roll
__POOL__,252,walk_forward,GFC,True,mom_63d,0.0008849125681685698,momentum
__POOL__,252,walk_forward,GFC,True,mom_1m,0.001746605995624281,momentum
__POOL__,252,walk_forward,GFC,True,mom_3m,0.0020811043923408138,momentum
__POOL__,252,walk_forward,GFC,True,mom_6m,0.0206235349976417,momentum
__POOL__,252,walk_forward,GFC,True,mom_12m,0.023229257335438156,momentum
__POOL__,252,walk_forward,GFC,True,dev_ma_3m,0.011730693687921775,curve
__POOL__,252,walk_forward,GFC,True,dev_ma_12m,0.013653091359628947,curve
__POOL__,252,walk_forward,GFC,True,vol_20d,0.013472904413209596,vol
__POOL__,252,walk_forward,GFC,True,vol_regime,0.0,vol
__POOL__,252,walk_forward,GFC,True,vol_zscore,0.0,vol
__POOL__,252,walk_forward,GFC,True,level_zscore,0.016915331574727254,curve
__POOL__,252,walk_forward,GFC,True,slope_10_1,0.011720686065481852,curve
__POOL__,252,walk_forward,GFC,True,slope_10_5,0.021350928887909015,curve
__POOL__,252,walk_forward,GFC,True,slope_5_1,0.018889884694916755,curve
__POOL__,252,walk_forward,GFC,True,sofr_mom_1m,0.007915273671731352,macro
__POOL__,252,walk_forward,GFC,True,ibor_level,0.04185943831334885,macro
__POOL__,252,walk_forward,GFC,True,ibor_chg_1d,0.0,macro
__POOL__,252,walk_forward,GFC,True,ibor_mom_1m,0.005075719788613043,macro
__POOL__,252,walk_forward,GFC,True,ibor_term_slope,0.020570612482046478,macro
__POOL__,252,walk_forward,GFC,True,swap_ibor_basis,0.04780780571748805,curve
__POOL__,252,walk_forward,GFC,True,move_level,0.0,vol
__POOL__,252,walk_forward,GFC,True,move_zscore,0.0,vol
__POOL__,252,walk_forward,GFC,True,vix_level,0.0,vol
__POOL__,252,walk_forward,GFC,True,vix_zscore,0.0,vol
__POOL__,252,walk_forward,GFC,True,v2x_level,0.0,vol
__POOL__,252,walk_forward,GFC,True,vxn_level,0.0,vol
__POOL__,252,walk_forward,GFC,True,ovx_level,0.0,vol
__POOL__,252,walk_forward,GFC,True,gvz_level,0.00023095130009670087,vol
__POOL__,252,walk_forward,GFC,True,spx_mom_1m,0.0,macro
__POOL__,252,walk_forward,GFC,True,spx_mom_3m,0.005647142936665081,macro
__POOL__,252,walk_forward,GFC,True,sx5e_mom_1m,0.002112419657964561,macro
__POOL__,252,walk_forward,GFC,True,sx5e_mom_3m,0.010850985219254178,macro
__POOL__,252,walk_forward,GFC,True,mxwo_mom_1m,0.0,macro
__POOL__,252,walk_forward,GFC,True,ndx_mom_1m,0.0,macro
__POOL__,252,walk_forward,GFC,True,oil_mom_1m,0.001888717515681266,macro
__POOL__,252,walk_forward,GFC,True,oil_mom_3m,0.01935842725076519,macro
__POOL__,252,walk_forward,GFC,True,copper_mom_1m,0.002392018354223392,macro
__POOL__,252,walk_forward,GFC,True,opec_prod,0.057243869590030756,macro
__POOL__,252,walk_forward,GFC,True,natgas_mom_1m,0.0,macro
__POOL__,252,walk_forward,GFC,True,be5y_level,0.0,macro
__POOL__,252,walk_forward,GFC,True,be10y_level,0.0,macro
__POOL__,252,walk_forward,GFC,True,be_slope,0.0003945428668816321,macro
__POOL__,252,walk_forward,GFC,True,be5y_chg_1m,0.0,macro
__POOL__,252,walk_forward,GFC,True,ig_spread,0.0,credit
__POOL__,252,walk_forward,GFC,True,hy_spread,0.0,credit
__POOL__,252,walk_forward,GFC,True,ig_chg_1m,0.0,credit
__POOL__,252,walk_forward,GFC,True,hy_chg_1m,0.0,credit
__POOL__,252,walk_forward,GFC,True,cpi_yoy,0.04197395721339979,macro
__POOL__,252,walk_forward,GFC,True,pce_core_chg,0.0004003379856949396,macro
__POOL__,252,walk_forward,GFC,True,nfp_change,0.04831479783517446,macro
__POOL__,252,walk_forward,GFC,True,pmi_us,0.011772625334784763,macro
__POOL__,252,walk_forward,GFC,True,pmi_eur,0.1779171563504578,macro
__POOL__,252,walk_forward,GFC,True,unemp_eur,0.217184042580544,macro
__POOL__,252,walk_forward,GFC,True,cpi_nsa_level,0.0,macro
__POOL__,252,walk_forward,GFC,True,pce_core_level,0.0,macro
__POOL__,252,walk_forward,GFC,True,eur_3m,0.0584712953430493,macro
__POOL__,252,walk_forward,GFC,True,eur_1w,0.03426529043569459,macro
__POOL__,252,walk_forward,GFC,True,nor_ibor_1m,0.022941142804394576,macro
__POOL__,252,walk_forward,GFC,True,nor_ibor_6m,0.16517439750119287,macro
__POOL__,252,walk_forward,GFC,True,xmpca_01,0.014925607192691528,cross_market
__POOL__,252,walk_forward,GFC,True,xmpca_02,0.0,cross_market
__POOL__,252,walk_forward,GFC,True,xmpca_03,0.0,cross_market
__POOL__,252,walk_forward,GFC,True,xmpca_04,0.0,cross_market
__POOL__,252,walk_forward,GFC,True,xmpca_05,0.0,cross_market
__POOL__,252,walk_forward,GFC,True,xmpca_06,0.0,cross_market
__POOL__,252,walk_forward,GFC,True,xmpca_07,0.0,cross_market
__POOL__,252,walk_forward,GFC,True,xmpca_08,0.0,cross_market
__POOL__,252,walk_forward,GFC,True,xmpca_09,0.0,cross_market
__POOL__,252,walk_forward,GFC,True,xmpca_10,0.0,cross_market
__POOL__,252,walk_forward,GFC,True,xmpca_11,0.0,cross_market
__POOL__,252,walk_forward,GFC,True,xmpca_12,0.023094007997846045,cross_market
__POOL__,252,walk_forward,GFC,True,security,0.0443845853080202,categorical
__POOL__,252,walk_forward,GFC,True,country,0.17823944957300103,categorical
__POOL__,252,walk_forward,GFC,True,maturity,0.030476412494099478,categorical
__POOL__,252,walk_forward,ZIRP_early,True,chg_lag1,0.0,momentum
__POOL__,252,walk_forward,ZIRP_early,True,chg_lag2,0.0,momentum
__POOL__,252,walk_forward,ZIRP_early,True,chg_lag3,0.0,momentum
__POOL__,252,walk_forward,ZIRP_early,True,chg_lag4,0.0,momentum
__POOL__,252,walk_forward,ZIRP_early,True,chg_lag5,0.0,momentum
__POOL__,252,walk_forward,ZIRP_early,True,carry_roll,0.0,carry_roll
__POOL__,252,walk_forward,ZIRP_early,True,mom_63d,0.0,momentum
__POOL__,252,walk_forward,ZIRP_early,True,mom_1m,0.0,momentum
__POOL__,252,walk_forward,ZIRP_early,True,mom_3m,0.0,momentum
__POOL__,252,walk_forward,ZIRP_early,True,mom_6m,0.0,momentum
__POOL__,252,walk_forward,ZIRP_early,True,mom_12m,0.0,momentum
__POOL__,252,walk_forward,ZIRP_early,True,dev_ma_3m,0.0,curve
__POOL__,252,walk_forward,ZIRP_early,True,dev_ma_12m,0.0,curve
__POOL__,252,walk_forward,ZIRP_early,True,vol_20d,0.0,vol
__POOL__,252,walk_forward,ZIRP_early,True,vol_regime,0.0,vol
__POOL__,252,walk_forward,ZIRP_early,True,vol_zscore,0.0,vol
__POOL__,252,walk_forward,ZIRP_early,True,level_zscore,0.0,curve
__POOL__,252,walk_forward,ZIRP_early,True,slope_10_1,0.0,curve
__POOL__,252,walk_forward,ZIRP_early,True,slope_10_5,0.0,curve
__POOL__,252,walk_forward,ZIRP_early,True,slope_5_1,0.0,curve
__POOL__,252,walk_forward,ZIRP_early,True,sofr_mom_1m,0.0,macro
__POOL__,252,walk_forward,ZIRP_early,True,ibor_level,0.00886640019961067,macro
__POOL__,252,walk_forward,ZIRP_early,True,ibor_chg_1d,0.0,macro
__POOL__,252,walk_forward,ZIRP_early,True,ibor_mom_1m,0.0,macro
__POOL__,252,walk_forward,ZIRP_early,True,ibor_term_slope,0.0,macro
__POOL__,252,walk_forward,ZIRP_early,True,swap_ibor_basis,0.0,curve
__POOL__,252,walk_forward,ZIRP_early,True,move_level,0.0,vol
__POOL__,252,walk_forward,ZIRP_early,True,move_zscore,0.0,vol
__POOL__,252,walk_forward,ZIRP_early,True,vix_level,0.0,vol
__POOL__,252,walk_forward,ZIRP_early,True,vix_zscore,0.0,vol
__POOL__,252,walk_forward,ZIRP_early,True,v2x_level,0.0,vol
__POOL__,252,walk_forward,ZIRP_early,True,vxn_level,0.0,vol
__POOL__,252,walk_forward,ZIRP_early,True,ovx_level,0.0,vol
__POOL__,252,walk_forward,ZIRP_early,True,gvz_level,0.0,vol
__POOL__,252,walk_forward,ZIRP_early,True,spx_mom_1m,0.0,macro
__POOL__,252,walk_forward,ZIRP_early,True,spx_mom_3m,0.0,macro
__POOL__,252,walk_forward,ZIRP_early,True,sx5e_mom_1m,0.0,macro
__POOL__,252,walk_forward,ZIRP_early,True,sx5e_mom_3m,0.0,macro
__POOL__,252,walk_forward,ZIRP_early,True,mxwo_mom_1m,0.0,macro
__POOL__,252,walk_forward,ZIRP_early,True,ndx_mom_1m,0.0,macro
__POOL__,252,walk_forward,ZIRP_early,True,oil_mom_1m,0.0,macro
